CO_POSICAO;SG_AREA;TX_GABARITO;CO_HABILIDADE;NU_PARAM_B;TX_COR;CO_PROVA;NU_PARAM_B_CERTO
46;CN;C;;222439,00;Amarelo;276;722,439
49;CN;C;;222439,00;Azul;275;722,439
126;LC;E;15;222875,00;Azul;241;722,875
115;LC;E;15;222875,00;Cinza;240;722,875
110;LC;E;15;222875,00;Amarelo;239;722,875
118;LC;E;15;222875,00;Rosa;242;722,875
165;MT;D;;223435,00;Cinza;270;723,435
156;MT;D;;223435,00;Cinza;266;723,435
165;MT;D;;223435,00;Rosa;286;723,435
156;MT;D;;223435,00;Cinza;284;723,435
146;MT;D;;223435,00;Cinza;250;723,435
156;MT;D;;223435,00;Cinza;258;723,435
159;MT;D;;223435,00;Azul;285;723,435
159;MT;D;;223435,00;Cinza;268;723,435
156;MT;D;;223435,00;Cinza;290;723,435
146;MT;D;;223435,00;Amarelo;283;723,435
54;CN;B;26;226051,00;Rosa;238;726,051
61;CN;B;26;226051,00;Branco;252;726,051
71;CN;B;26;226051,00;Azul;235;726,051
60;CN;B;26;226051,00;Amarelo;236;726,051
61;CN;B;26;226051,00;Branco;237;726,051
100;LC;B;25;226448,00;Azul;241;726,448
103;LC;B;25;226448,00;Cinza;240;726,448
103;LC;B;25;226448,00;Cinza;253;726,448
131;LC;B;25;226448,00;Amarelo;239;726,448
134;LC;B;25;226448,00;Rosa;242;726,448
157;MT;C;;227397,00;Cinza;284;727,397
157;MT;C;;227397,00;Cinza;266;727,397
147;MT;C;;227397,00;Cinza;250;727,397
160;MT;C;;227397,00;Azul;285;727,397
157;MT;C;;227397,00;Cinza;290;727,397
166;MT;C;;227397,00;Rosa;286;727,397
157;MT;C;;227397,00;Cinza;258;727,397
147;MT;C;;227397,00;Amarelo;283;727,397
166;MT;C;;227397,00;Cinza;270;727,397
160;MT;C;;227397,00;Cinza;268;727,397
27;CH;A;;228638,00;Branco;262;728,638
24;CH;A;;228638,00;Branco;260;728,638
27;CH;A;;228638,00;Branco;287;728,638
20;CH;A;;228638,00;Branco;248;728,638
27;CH;A;;228638,00;Branco;255;728,638
28;CH;A;;228638,00;Branco;264;728,638
20;CH;A;;228638,00;Azul;271;728,638
24;CH;A;;228638,00;Amarelo;272;728,638
28;CH;A;;228638,00;Rosa;274;728,638
27;CH;A;;228638,00;Branco;273;728,638
176;MT;A;9;231697,00;Cinza;254;731,697
145;MT;A;9;231697,00;Rosa;246;731,697
137;MT;A;9;231697,00;Azul;245;731,697
176;MT;A;9;231697,00;Cinza;244;731,697
140;MT;A;9;231697,00;Amarelo;243;731,697
166;MT;C;10;233098,00;Cinza;254;733,098
164;MT;C;10;233098,00;Rosa;246;733,098
166;MT;C;10;233098,00;Cinza;244;733,098
153;MT;C;10;233098,00;Amarelo;243;733,098
157;MT;C;10;233098,00;Azul;245;733,098
21;CH;C;;233149,00;Branco;262;733,149
28;CH;C;;233149,00;Branco;260;733,149
32;CH;C;;233149,00;Branco;264;733,149
21;CH;C;;233149,00;Branco;287;733,149
32;CH;C;;233149,00;Branco;248;733,149
21;CH;C;;233149,00;Branco;255;733,149
32;CH;C;;233149,00;Azul;271;733,149
28;CH;C;;233149,00;Amarelo;272;733,149
32;CH;C;;233149,00;Rosa;274;733,149
21;CH;C;;233149,00;Branco;273;733,149
160;MT;E;;2,36;Cinza;266;736
160;MT;E;;2,36;Cinza;258;736
145;MT;E;;2,36;Rosa;286;736
151;MT;E;;2,36;Cinza;268;736
160;MT;E;;2,36;Cinza;284;736
160;MT;E;;2,36;Cinza;290;736
151;MT;E;;2,36;Azul;285;736
155;MT;E;;2,36;Amarelo;283;736
145;MT;E;;2,36;Cinza;270;736
155;MT;E;;2,36;Cinza;250;736
127;LC;B;21;239167,00;Cinza;240;739,167
109;LC;B;21;239167,00;Amarelo;239;739,167
118;LC;B;21;239167,00;Azul;241;739,167
127;LC;B;21;239167,00;Cinza;253;739,167
113;LC;B;21;239167,00;Rosa;242;739,167
145;MT;B;22;240051,00;Cinza;254;740,051
175;MT;B;22;240051,00;Rosa;246;740,051
165;MT;B;22;240051,00;Azul;245;740,051
145;MT;B;22;240051,00;Cinza;244;740,051
171;MT;B;22;240051,00;Amarelo;243;740,051
179;MT;B;19;244217,00;Cinza;254;744,217
148;MT;B;19;244217,00;Rosa;246;744,217
175;MT;B;19;244217,00;Azul;245;744,217
179;MT;B;19;244217,00;Cinza;244;744,217
137;MT;B;19;244217,00;Amarelo;243;744,217
16;CH;E;;247618,00;Amarelo;272;747,618
12;CH;E;;247618,00;Azul;271;747,618
8;CH;E;;247618,00;Rosa;274;747,618
23;CH;E;;247618,00;Branco;273;747,618
8;CH;E;;247618,00;Branco;264;747,618
23;CH;E;;247618,00;Branco;262;747,618
16;CH;E;;247618,00;Branco;260;747,618
23;CH;E;;247618,00;Branco;287;747,618
12;CH;E;;247618,00;Branco;248;747,618
23;CH;E;;247618,00;Branco;255;747,618
9;CH;D;16;253802,00;Branco;233;753,802
3;CH;D;16;253802,00;Amarelo;232;753,802
40;CH;D;16;253802,00;Azul;231;753,802
9;CH;D;16;253802,00;Branco;251;753,802
44;CH;D;16;253802,00;Rosa;234;753,802
66;CN;C;;254187,00;Branco;247;754,187
53;CN;C;;254187,00;Branco;263;754,187
64;CN;C;;254187,00;Branco;259;754,187
71;CN;C;;254187,00;Branco;256;754,187
71;CN;C;;254187,00;Branco;288;754,187
71;CN;C;;254187,00;Branco;261;754,187
66;CN;C;;254187,00;Azul;275;754,187
53;CN;C;;254187,00;Rosa;278;754,187
71;CN;C;;254187,00;Branco;277;754,187
64;CN;C;;254187,00;Amarelo;276;754,187
149;MT;E;6;254329,00;Cinza;254;754,329
179;MT;E;6;254329,00;Rosa;246;754,329
149;MT;E;6;254329,00;Cinza;244;754,329
168;MT;E;6;254329,00;Amarelo;243;754,329
172;MT;E;6;254329,00;Azul;245;754,329
30;CH;D;;255169,00;Rosa;274;755,169
26;CH;D;;255169,00;Amarelo;272;755,169
30;CH;D;;255169,00;Azul;271;755,169
19;CH;D;;255169,00;Branco;273;755,169
30;CH;D;;255169,00;Branco;264;755,169
30;CH;D;;255169,00;Branco;248;755,169
19;CH;D;;255169,00;Branco;287;755,169
26;CH;D;;255169,00;Branco;260;755,169
19;CH;D;;255169,00;Branco;262;755,169
19;CH;D;;255169,00;Branco;255;755,169
159;MT;D;;257267,00;Cinza;266;757,267
154;MT;D;;257267,00;Amarelo;283;757,267
154;MT;D;;257267,00;Cinza;250;757,267
150;MT;D;;257267,00;Azul;285;757,267
159;MT;D;;257267,00;Cinza;290;757,267
159;MT;D;;257267,00;Cinza;258;757,267
144;MT;D;;257267,00;Rosa;286;757,267
144;MT;D;;257267,00;Cinza;270;757,267
159;MT;D;;257267,00;Cinza;284;757,267
150;MT;D;;257267,00;Cinza;268;757,267
171;MT;E;5;259319,00;Cinza;244;759,319
171;MT;E;5;259319,00;Cinza;254;759,319
138;MT;E;5;259319,00;Rosa;246;759,319
162;MT;E;5;259319,00;Azul;245;759,319
146;MT;E;5;259319,00;Amarelo;243;759,319
172;MT;A;17;259975,00;Cinza;254;759,975
139;MT;A;17;259975,00;Rosa;246;759,975
163;MT;A;17;259975,00;Azul;245;759,975
172;MT;A;17;259975,00;Cinza;244;759,975
147;MT;A;17;259975,00;Amarelo;243;759,975
119;LC;D;16;262691,00;Azul;241;762,691
109;LC;D;16;262691,00;Cinza;240;762,691
109;LC;D;16;262691,00;Cinza;253;762,691
123;LC;D;16;262691,00;Amarelo;239;762,691
101;LC;D;16;262691,00;Rosa;242;762,691
60;CN;E;29;265294,00;Rosa;238;765,294
66;CN;E;29;265294,00;Azul;235;765,294
83;CN;E;29;265294,00;Amarelo;236;765,294
73;CN;E;29;265294,00;Branco;252;765,294
73;CN;E;29;265294,00;Branco;237;765,294
24;CH;E;14;267352,00;Branco;233;767,352
17;CH;E;14;267352,00;Amarelo;232;767,352
21;CH;E;14;267352,00;Rosa;234;767,352
24;CH;E;14;267352,00;Branco;251;767,352
23;CH;E;14;267352,00;Azul;231;767,352
158;MT;B;;269742,00;Cinza;290;769,742
167;MT;B;;269742,00;Cinza;270;769,742
158;MT;B;;269742,00;Cinza;284;769,742
167;MT;B;;269742,00;Rosa;286;769,742
148;MT;B;;269742,00;Amarelo;283;769,742
158;MT;B;;269742,00;Cinza;266;769,742
148;MT;B;;269742,00;Cinza;250;769,742
161;MT;B;;269742,00;Azul;285;769,742
158;MT;B;;269742,00;Cinza;258;769,742
161;MT;B;;269742,00;Cinza;268;769,742
52;CN;B;20;274381,00;Amarelo;236;774,381
67;CN;B;20;274381,00;Branco;252;774,381
64;CN;B;20;274381,00;Azul;235;774,381
79;CN;B;20;274381,00;Rosa;238;774,381
67;CN;B;20;274381,00;Branco;237;774,381
176;MT;E;;275977,00;Azul;285;775,977
139;MT;E;;275977,00;Cinza;266;775,977
173;MT;E;;275977,00;Cinza;250;775,977
139;MT;E;;275977,00;Cinza;284;775,977
139;MT;E;;275977,00;Cinza;290;775,977
139;MT;E;;275977,00;Cinza;258;775,977
173;MT;E;;275977,00;Amarelo;283;775,977
136;MT;E;;275977,00;Rosa;286;775,977
136;MT;E;;275977,00;Cinza;270;775,977
176;MT;E;;275977,00;Cinza;268;775,977
147;MT;B;29;278727,00;Cinza;254;778,727
177;MT;B;29;278727,00;Rosa;246;778,727
170;MT;B;29;278727,00;Azul;245;778,727
147;MT;B;29;278727,00;Cinza;244;778,727
166;MT;B;29;278727,00;Amarelo;243;778,727
148;MT;D;12;281649,00;Cinza;254;781,649
178;MT;D;12;281649,00;Rosa;246;781,649
148;MT;D;12;281649,00;Cinza;244;781,649
167;MT;D;12;281649,00;Amarelo;243;781,649
171;MT;D;12;281649,00;Azul;245;781,649
173;MT;C;24;282021,00;Cinza;254;782,021
160;MT;C;24;282021,00;Rosa;246;782,021
147;MT;C;24;282021,00;Azul;245;782,021
173;MT;C;24;282021,00;Cinza;244;782,021
142;MT;C;24;282021,00;Amarelo;243;782,021
165;MT;D;3;282511,00;Cinza;254;782,511
163;MT;D;3;282511,00;Rosa;246;782,511
156;MT;D;3;282511,00;Azul;245;782,511
165;MT;D;3;282511,00;Cinza;244;782,511
152;MT;D;3;282511,00;Amarelo;243;782,511
99;LC;A;17;282993,00;Azul;241;782,993
102;LC;A;17;282993,00;Cinza;240;782,993
102;LC;A;17;282993,00;Cinza;253;782,993
130;LC;A;17;282993,00;Amarelo;239;782,993
133;LC;A;17;282993,00;Rosa;242;782,993
175;MT;B;24;283932,00;Cinza;254;783,932
144;MT;B;24;283932,00;Rosa;246;783,932
136;MT;B;24;283932,00;Azul;245;783,932
175;MT;B;24;283932,00;Cinza;244;783,932
139;MT;B;24;283932,00;Amarelo;243;783,932
140;MT;B;;296567,00;Cinza;268;796,567
179;MT;B;;296567,00;Cinza;266;796,567
137;MT;B;;296567,00;Cinza;250;796,567
140;MT;B;;296567,00;Azul;285;796,567
179;MT;B;;296567,00;Cinza;290;796,567
176;MT;B;;296567,00;Rosa;286;796,567
179;MT;B;;296567,00;Cinza;284;796,567
179;MT;B;;296567,00;Cinza;258;796,567
176;MT;B;;296567,00;Cinza;270;796,567
137;MT;B;;296567,00;Amarelo;283;796,567
168;MT;E;3;302993,00;Cinza;254;802,993
166;MT;E;3;302993,00;Rosa;246;802,993
159;MT;E;3;302993,00;Azul;245;802,993
168;MT;E;3;302993,00;Cinza;244;802,993
155;MT;E;3;302993,00;Amarelo;243;802,993
69;CN;B;27;310608,00;Amarelo;236;810,608
78;CN;B;27;310608,00;Branco;252;810,608
55;CN;B;27;310608,00;Azul;235;810,608
62;CN;B;27;310608,00;Rosa;238;810,608
78;CN;B;27;310608,00;Branco;237;810,608
112;LC;D;12;315368,00;Azul;241;815,368
123;LC;D;12;315368,00;Cinza;240;815,368
123;LC;D;12;315368,00;Cinza;253;815,368
118;LC;D;12;315368,00;Amarelo;239;815,368
109;LC;D;12;315368,00;Rosa;242;815,368
144;MT;A;2;319644,00;Cinza;254;819,644
174;MT;A;2;319644,00;Rosa;246;819,644
164;MT;A;2;319644,00;Azul;245;819,644
144;MT;A;2;319644,00;Cinza;244;819,644
170;MT;A;2;319644,00;Amarelo;243;819,644
174;MT;B;;333696,00;Azul;285;833,696
137;MT;B;;333696,00;Cinza;266;833,696
179;MT;B;;333696,00;Cinza;250;833,696
137;MT;B;;333696,00;Cinza;284;833,696
179;MT;B;;333696,00;Amarelo;283;833,696
137;MT;B;;333696,00;Cinza;290;833,696
137;MT;B;;333696,00;Cinza;258;833,696
142;MT;B;;333696,00;Rosa;286;833,696
142;MT;B;;333696,00;Cinza;270;833,696
174;MT;B;;333696,00;Cinza;268;833,696
178;MT;D;23;351933,00;Cinza;254;851,933
147;MT;D;23;351933,00;Rosa;246;851,933
174;MT;D;23;351933,00;Azul;245;851,933
178;MT;D;23;351933,00;Cinza;244;851,933
136;MT;D;23;351933,00;Amarelo;243;851,933
142;MT;E;29;380554,00;Cinza;254;880,554
158;MT;E;29;380554,00;Rosa;246;880,554
179;MT;E;29;380554,00;Azul;245;880,554
142;MT;E;29;380554,00;Cinza;244;880,554
175;MT;E;29;380554,00;Amarelo;243;880,554
90;CN;A;4;403288,00;Azul;235;903,288
52;CN;A;4;403288,00;Rosa;238;903,288
47;CN;A;4;403288,00;Branco;237;903,288
79;CN;A;4;403288,00;Amarelo;236;903,288
170;MT;A;21;411405,00;Cinza;254;911,405
137;MT;A;21;411405,00;Rosa;246;911,405
161;MT;A;21;411405,00;Azul;245;911,405
170;MT;A;21;411405,00;Cinza;244;911,405
145;MT;A;21;411405,00;Amarelo;243;911,405
46;CN;A;1;416126,00;Amarelo;236;916,126
53;CN;A;1;416126,00;Azul;235;916,126
70;CN;A;1;416126,00;Rosa;238;916,126
82;CN;A;1;416126,00;Branco;237;916,126
155;MT;E;21;431587,00;Rosa;246;931,587
154;MT;E;21;431587,00;Azul;245;931,587
159;MT;E;21;431587,00;Cinza;244;931,587
165;MT;E;21;431587,00;Amarelo;243;931,587
50;CN;D;;452893,00;Rosa;278;952,893
48;CN;D;;452893,00;Branco;277;952,893
87;CN;D;;452893,00;Amarelo;276;952,893
89;CN;D;;452893,00;Azul;275;952,893
48;CN;D;;452893,00;Branco;288;952,893
50;CN;D;;452893,00;Branco;263;952,893
48;CN;D;;452893,00;Branco;261;952,893
87;CN;D;;452893,00;Branco;259;952,893
89;CN;D;;452893,00;Branco;247;952,893
48;CN;D;;452893,00;Branco;256;952,893
143;MT;D;22;535024,00;Cinza;254;1035,024
159;MT;D;22;535024,00;Rosa;246;1035,024
180;MT;D;22;535024,00;Azul;245;1035,024
143;MT;D;22;535024,00;Cinza;244;1035,024
176;MT;D;22;535024,00;Amarelo;243;1035,024
107;LC;B;15;828479,00;Azul;241;1328,479
118;LC;B;15;828479,00;Cinza;240;1328,479
118;LC;B;15;828479,00;Cinza;253;1328,479
113;LC;B;15;828479,00;Amarelo;239;1328,479
125;LC;B;15;828479,00;Rosa;242;1328,479
59;CN;B;6;6105459,00;Amarelo;236;6605,459
70;CN;B;6;6105459,00;Azul;235;6605,459
60;CN;B;6;6105459,00;Branco;252;6605,459
53;CN;B;6;6105459,00;Rosa;238;6605,459
60;CN;B;6;6105459,00;Branco;237;6605,459
