CO_POSICAO;SG_AREA;TX_GABARITO;CO_HABILIDADE;NU_PARAM_B;TX_COR;CO_PROVA;NU_PARAM_B_CERTO
57;CN;C;;0,86;Amarelo;276;585,743
83;CN;C;;0,86;Branco;277;585,743
64;CN;C;;0,86;Rosa;278;585,743
83;CN;C;;0,86;Branco;261;585,743
83;CN;C;;0,86;Branco;288;585,743
57;CN;C;;0,86;Branco;259;585,743
64;CN;C;;0,86;Branco;263;585,743
53;CN;C;;0,86;Branco;247;585,743
83;CN;C;;0,86;Branco;256;585,743
28;CH;E;;0,87;Branco;273;586,974
13;CH;E;;0,87;Rosa;274;586,974
9;CH;E;;0,87;Azul;271;586,974
7;CH;E;;0,87;Amarelo;272;586,974
13;CH;E;;0,87;Branco;264;586,974
9;CH;E;;0,87;Branco;248;586,974
28;CH;E;;0,87;Branco;255;586,974
7;CH;E;;0,87;Branco;260;586,974
28;CH;E;;0,87;Branco;287;586,974
28;CH;E;;0,87;Branco;262;586,974
37;CH;C;;0,87;Branco;273;587,428
18;CH;C;;0,87;Azul;271;587,428
22;CH;C;;0,87;Amarelo;272;587,428
26;CH;C;;0,87;Rosa;274;587,428
37;CH;C;;0,87;Branco;262;587,428
38;CH;C;;0,87;Branco;287;587,428
22;CH;C;;0,87;Branco;260;587,428
18;CH;C;;0,87;Branco;248;587,428
37;CH;C;;0,87;Branco;255;587,428
26;CH;C;;0,87;Branco;264;587,428
129;LC;D;15;0,87;Azul;241;587,472
99;LC;D;15;0,87;Cinza;240;587,472
99;LC;D;15;0,87;Cinza;253;587,472
133;LC;D;15;0,87;Amarelo;239;587,472
104;LC;D;15;0,87;Rosa;242;587,472
76;CN;C;15;0,88;Amarelo;236;587,889
87;CN;C;15;0,88;Branco;237;587,889
48;CN;C;15;0,88;Azul;235;587,889
89;CN;C;15;0,88;Rosa;238;587,889
16;CH;D;6;0,89;Amarelo;232;588,565
32;CH;D;6;0,89;Branco;233;588,565
27;CH;D;6;0,89;Azul;231;588,565
32;CH;D;6;0,89;Branco;251;588,565
33;CH;D;6;0,89;Rosa;234;588,565
31;CH;B;8;0,89;Amarelo;232;589,353
27;CH;B;8;0,89;Rosa;234;589,353
19;CH;B;8;0,89;Azul;231;589,353
23;CH;B;8;0,89;Branco;251;589,353
23;CH;B;8;0,89;Branco;233;589,353
6;CH;E;19;0,89;Branco;233;589,411
12;CH;E;19;0,89;Azul;231;589,411
6;CH;E;19;0,89;Branco;251;589,411
14;CH;E;19;0,89;Rosa;234;589,411
28;CH;E;19;0,89;Amarelo;232;589,411
85;CN;C;27;0,90;Branco;237;590,084
75;CN;C;27;0,90;Rosa;238;590,084
85;CN;C;27;0,90;Branco;252;590,084
51;CN;C;27;0,90;Azul;235;590,084
89;CN;C;27;0,90;Amarelo;236;590,084
131;LC;A;;0,91;Cinza;289;590,867
131;LC;A;;0,91;Cinza;257;590,867
111;LC;C;12;0,91;Azul;241;591,367
122;LC;C;12;0,91;Cinza;240;591,367
122;LC;C;12;0,91;Cinza;253;591,367
117;LC;C;12;0,91;Amarelo;239;591,367
108;LC;C;12;0,91;Rosa;242;591,367
91;LC;D;8;0,92;Azul;241;591,913
94;LC;D;8;0,92;Cinza;253;591,913
94;LC;D;8;0,92;Cinza;240;591,913
92;LC;D;8;0,92;Amarelo;239;591,913
93;LC;D;8;0,92;Rosa;242;591,913
146;MT;C;;0,92;Cinza;266;592,017
168;MT;C;;0,92;Azul;285;592,017
168;MT;C;;0,92;Amarelo;283;592,017
168;MT;C;;0,92;Cinza;268;592,017
146;MT;C;;0,92;Cinza;284;592,017
174;MT;C;;0,92;Rosa;286;592,017
146;MT;C;;0,92;Cinza;290;592,017
146;MT;C;;0,92;Cinza;258;592,017
174;MT;C;;0,92;Cinza;270;592,017
168;MT;C;;0,92;Cinza;250;592,017
58;CN;B;15;0,93;Amarelo;236;592,887
85;CN;B;15;0,93;Azul;235;592,887
88;CN;B;15;0,93;Rosa;238;592,887
52;CN;B;15;0,93;Branco;237;592,887
161;MT;A;8;0,94;Rosa;246;594,349
174;MT;A;8;0,94;Cinza;254;594,349
143;MT;A;8;0,94;Amarelo;243;594,349
148;MT;A;8;0,94;Azul;245;594,349
174;MT;A;8;0,94;Cinza;244;594,349
105;LC;E;28;0,96;Azul;241;595,935
113;LC;E;28;0,96;Cinza;240;595,935
113;LC;E;28;0,96;Cinza;253;595,935
121;LC;E;28;0,96;Amarelo;239;595,935
129;LC;E;28;0,96;Rosa;242;595,935
136;MT;E;1;0,96;Cinza;254;596,427
150;MT;E;1;0,96;Rosa;246;596,427
139;MT;E;1;0,96;Azul;245;596,427
136;MT;E;1;0,96;Cinza;244;596,427
177;MT;E;1;0,96;Amarelo;243;596,427
147;MT;C;;0,97;Cinza;268;596,651
172;MT;C;;0,97;Cinza;266;596,651
143;MT;C;;0,97;Cinza;250;596,651
147;MT;C;;0,97;Azul;285;596,651
172;MT;C;;0,97;Cinza;290;596,651
172;MT;C;;0,97;Cinza;258;596,651
172;MT;C;;0,97;Cinza;284;596,651
153;MT;C;;0,97;Rosa;286;596,651
143;MT;C;;0,97;Amarelo;283;596,651
153;MT;C;;0,97;Cinza;270;596,651
162;MT;C;;0,98;Cinza;266;598,064
153;MT;C;;0,98;Azul;285;598,064
147;MT;C;;0,98;Cinza;270;598,064
162;MT;C;;0,98;Cinza;290;598,064
162;MT;C;;0,98;Cinza;284;598,064
157;MT;C;;0,98;Amarelo;283;598,064
162;MT;C;;0,98;Cinza;258;598,064
147;MT;C;;0,98;Rosa;286;598,064
157;MT;C;;0,98;Cinza;250;598,064
153;MT;C;;0,98;Cinza;268;598,064
116;LC;B;25;0,99;Azul;241;598,888
125;LC;B;25;0,99;Cinza;240;598,888
125;LC;B;25;0,99;Cinza;253;598,888
107;LC;B;25;0,99;Amarelo;239;598,888
111;LC;B;25;0,99;Rosa;242;598,888
147;MT;D;;0,99;Cinza;266;598,896
149;MT;D;;0,99;Cinza;250;598,896
147;MT;D;;0,99;Cinza;284;598,896
154;MT;D;;0,99;Azul;285;598,896
149;MT;D;;0,99;Amarelo;283;598,896
147;MT;D;;0,99;Cinza;290;598,896
147;MT;D;;0,99;Cinza;258;598,896
156;MT;D;;0,99;Rosa;286;598,896
156;MT;D;;0,99;Cinza;270;598,896
154;MT;D;;0,99;Cinza;268;598,896
94;LC;C;;1,00;Cinza;280;599,7
93;LC;C;;1,00;Azul;281;599,7
92;LC;C;;1,00;Rosa;282;599,7
91;LC;C;;1,00;Amarelo;279;599,7
94;LC;C;;1,00;Cinza;265;599,7
93;LC;C;;1,00;Cinza;267;599,7
94;LC;C;;1,00;Cinza;257;599,7
94;LC;C;;1,00;Cinza;289;599,7
91;LC;C;;1,00;Cinza;249;599,7
92;LC;C;;1,00;Cinza;269;599,7
12;CH;B;11;100435,00;Branco;233;600,435
12;CH;B;11;100435,00;Branco;251;600,435
32;CH;B;11;100435,00;Rosa;234;600,435
37;CH;B;11;100435,00;Azul;231;600,435
22;CH;B;11;100435,00;Amarelo;232;600,435
10;CH;D;;101427,00;Branco;262;601,427
36;CH;D;;101427,00;Branco;260;601,427
39;CH;D;;101427,00;Branco;248;601,427
10;CH;D;;101427,00;Branco;287;601,427
10;CH;D;;101427,00;Branco;255;601,427
22;CH;D;;101427,00;Branco;264;601,427
36;CH;D;;101427,00;Amarelo;272;601,427
39;CH;D;;101427,00;Azul;271;601,427
22;CH;D;;101427,00;Rosa;274;601,427
10;CH;D;;101427,00;Branco;273;601,427
141;MT;A;;101675,00;Cinza;266;601,675
175;MT;A;;101675,00;Cinza;250;601,675
141;MT;A;;101675,00;Cinza;284;601,675
141;MT;A;;101675,00;Cinza;290;601,675
141;MT;A;;101675,00;Cinza;258;601,675
175;MT;A;;101675,00;Amarelo;283;601,675
138;MT;A;;101675,00;Rosa;286;601,675
138;MT;A;;101675,00;Cinza;270;601,675
178;MT;A;;101675,00;Cinza;268;601,675
178;MT;A;;101675,00;Azul;285;601,675
8;CH;A;21;101952,00;Branco;233;601,952
2;CH;A;21;101952,00;Amarelo;232;601,952
8;CH;A;21;101952,00;Branco;251;601,952
43;CH;A;21;101952,00;Rosa;234;601,952
39;CH;A;21;101952,00;Azul;231;601,952
88;CN;D;;102035,00;Branco;259;602,035
49;CN;D;;102035,00;Branco;261;602,035
49;CN;D;;102035,00;Branco;288;602,035
49;CN;D;;102035,00;Branco;256;602,035
51;CN;D;;102035,00;Branco;263;602,035
90;CN;D;;102035,00;Branco;247;602,035
90;CN;D;;102035,00;Azul;275;602,035
49;CN;D;;102035,00;Branco;277;602,035
88;CN;D;;102035,00;Amarelo;276;602,035
51;CN;D;;102035,00;Rosa;278;602,035
28;CH;D;23;105194,00;Branco;233;605,194
13;CH;D;23;105194,00;Azul;231;605,194
28;CH;D;23;105194,00;Branco;251;605,194
34;CH;D;23;105194,00;Amarelo;232;605,194
9;CH;D;23;105194,00;Rosa;234;605,194
101;LC;B;3;106017,00;Azul;241;606,017
104;LC;B;3;106017,00;Cinza;240;606,017
104;LC;B;3;106017,00;Cinza;253;606,017
132;LC;B;3;106017,00;Amarelo;239;606,017
135;LC;B;3;106017,00;Rosa;242;606,017
117;LC;E;27;106175,00;Azul;241;606,175
126;LC;E;27;106175,00;Cinza;240;606,175
126;LC;E;27;106175,00;Cinza;253;606,175
108;LC;E;27;106175,00;Amarelo;239;606,175
112;LC;E;27;106175,00;Rosa;242;606,175
167;MT;B;23;106274,00;Cinza;254;606,274
165;MT;B;23;106274,00;Rosa;246;606,274
158;MT;B;23;106274,00;Azul;245;606,274
167;MT;B;23;106274,00;Cinza;244;606,274
154;MT;B;23;106274,00;Amarelo;243;606,274
85;CN;A;24;106404,00;Amarelo;236;606,404
75;CN;A;24;106404,00;Branco;237;606,404
56;CN;A;24;106404,00;Rosa;238;606,404
59;CN;A;24;106404,00;Azul;235;606,404
140;MT;B;16;106733,00;Cinza;254;606,733
156;MT;B;16;106733,00;Rosa;246;606,733
177;MT;B;16;106733,00;Azul;245;606,733
140;MT;B;16;106733,00;Cinza;244;606,733
173;MT;B;16;106733,00;Amarelo;243;606,733
57;CN;C;;108099,00;Branco;288;608,099
109;LC;B;14;108746,00;Azul;241;608,746
120;LC;B;14;108746,00;Cinza;240;608,746
120;LC;B;14;108746,00;Cinza;253;608,746
115;LC;B;14;108746,00;Amarelo;239;608,746
127;LC;B;14;108746,00;Rosa;242;608,746
145;MT;A;;108874,00;Cinza;268;608,874
170;MT;A;;108874,00;Cinza;266;608,874
153;MT;A;;108874,00;Cinza;250;608,874
153;MT;A;;108874,00;Amarelo;283;608,874
145;MT;A;;108874,00;Azul;285;608,874
170;MT;A;;108874,00;Cinza;290;608,874
170;MT;A;;108874,00;Cinza;258;608,874
170;MT;A;;108874,00;Cinza;284;608,874
151;MT;A;;108874,00;Rosa;286;608,874
151;MT;A;;108874,00;Cinza;270;608,874
84;CN;B;3;109449,00;Branco;252;609,449
169;MT;D;11;110396,00;Cinza;254;610,396
136;MT;D;11;110396,00;Rosa;246;610,396
160;MT;D;11;110396,00;Azul;245;610,396
169;MT;D;11;110396,00;Cinza;244;610,396
144;MT;D;11;110396,00;Amarelo;243;610,396
15;CH;D;25;111385,00;Azul;231;611,385
30;CH;D;25;111385,00;Branco;233;611,385
30;CH;D;25;111385,00;Branco;251;611,385
36;CH;D;25;111385,00;Amarelo;232;611,385
11;CH;D;25;111385,00;Rosa;234;611,385
54;CN;E;17;111505,00;Branco;252;611,505
85;CN;E;17;111505,00;Rosa;238;611,505
82;CN;E;17;111505,00;Azul;235;611,505
63;CN;E;17;111505,00;Amarelo;236;611,505
54;CN;E;17;111505,00;Branco;237;611,505
89;CN;E;30;111652,00;Azul;235;611,652
46;CN;E;30;111652,00;Branco;252;611,652
51;CN;E;30;111652,00;Rosa;238;611,652
46;CN;E;30;111652,00;Branco;237;611,652
78;CN;E;30;111652,00;Amarelo;236;611,652
74;CN;B;;112376,00;Rosa;278;612,376
74;CN;B;;112376,00;Amarelo;276;612,376
53;CN;B;;112376,00;Branco;277;612,376
82;CN;B;;112376,00;Azul;275;612,376
53;CN;B;;112376,00;Branco;261;612,376
74;CN;B;;112376,00;Branco;259;612,376
53;CN;B;;112376,00;Branco;256;612,376
53;CN;B;;112376,00;Branco;288;612,376
82;CN;B;;112376,00;Branco;247;612,376
74;CN;B;;112376,00;Branco;263;612,376
95;LC;D;;112729,00;Cinza;289;612,729
91;LC;D;;112729,00;Cinza;267;612,729
95;LC;D;;112729,00;Cinza;265;612,729
93;LC;D;;112729,00;Cinza;249;612,729
94;LC;D;;112729,00;Cinza;269;612,729
95;LC;D;;112729,00;Cinza;257;612,729
95;LC;D;;112729,00;Cinza;280;612,729
91;LC;D;;112729,00;Azul;281;612,729
94;LC;D;;112729,00;Rosa;282;612,729
93;LC;D;;112729,00;Amarelo;279;612,729
117;LC;D;;113149,00;Rosa;282;613,149
121;LC;D;;113149,00;Azul;281;613,149
103;LC;D;;113149,00;Cinza;280;613,149
125;LC;D;;113149,00;Amarelo;279;613,149
117;LC;D;;113149,00;Cinza;269;613,149
121;LC;D;;113149,00;Cinza;267;613,149
103;LC;D;;113149,00;Cinza;265;613,149
125;LC;D;;113149,00;Cinza;249;613,149
103;LC;D;;113149,00;Cinza;257;613,149
103;LC;D;;113149,00;Cinza;289;613,149
60;CN;E;;114246,00;Branco;288;614,246
82;CN;E;;114246,00;Branco;263;614,246
60;CN;E;;114246,00;Branco;261;614,246
69;CN;E;;114246,00;Branco;259;614,246
60;CN;E;;114246,00;Branco;256;614,246
76;CN;E;;114246,00;Branco;247;614,246
69;CN;E;;114246,00;Amarelo;276;614,246
76;CN;E;;114246,00;Azul;275;614,246
60;CN;E;;114246,00;Branco;277;614,246
82;CN;E;;114246,00;Rosa;278;614,246
26;CH;A;;114525,00;Branco;273;614,525
27;CH;A;;114525,00;Rosa;274;614,525
23;CH;A;;114525,00;Amarelo;272;614,525
19;CH;A;;114525,00;Azul;271;614,525
26;CH;A;;114525,00;Branco;255;614,525
23;CH;A;;114525,00;Branco;260;614,525
19;CH;A;;114525,00;Branco;248;614,525
26;CH;A;;114525,00;Branco;287;614,525
26;CH;A;;114525,00;Branco;262;614,525
27;CH;A;;114525,00;Branco;264;614,525
93;LC;D;;114539,00;Cinza;269;614,539
92;LC;D;;114539,00;Cinza;267;614,539
93;LC;D;;114539,00;Cinza;265;614,539
94;LC;D;;114539,00;Cinza;249;614,539
93;LC;D;;114539,00;Cinza;257;614,539
93;LC;D;;114539,00;Cinza;289;614,539
93;LC;D;;114539,00;Rosa;282;614,539
92;LC;D;;114539,00;Azul;281;614,539
93;LC;D;;114539,00;Cinza;280;614,539
94;LC;D;;114539,00;Amarelo;279;614,539
63;CN;E;1;116288,00;Branco;252;616,288
3;CH;A;23;116631,00;Azul;231;616,631
44;CH;A;23;116631,00;Branco;251;616,631
40;CH;A;23;116631,00;Amarelo;232;616,631
7;CH;A;23;116631,00;Rosa;234;616,631
44;CH;A;23;116631,00;Branco;233;616,631
60;CN;A;;117204,00;Rosa;278;617,204
76;CN;A;;117204,00;Branco;277;617,204
60;CN;A;;117204,00;Amarelo;276;617,204
69;CN;A;;117204,00;Azul;275;617,204
76;CN;A;;117204,00;Branco;256;617,204
69;CN;A;;117204,00;Branco;247;617,204
60;CN;A;;117204,00;Branco;263;617,204
76;CN;A;;117204,00;Branco;261;617,204
76;CN;A;;117204,00;Branco;288;617,204
60;CN;A;;117204,00;Branco;259;617,204
111;LC;C;;117635,00;Cinza;269;617,635
108;LC;C;;117635,00;Cinza;267;617,635
126;LC;C;;117635,00;Cinza;265;617,635
105;LC;C;;117635,00;Cinza;249;617,635
126;LC;C;;117635,00;Cinza;257;617,635
126;LC;C;;117635,00;Cinza;289;617,635
105;LC;C;;117635,00;Amarelo;279;617,635
111;LC;C;;117635,00;Rosa;282;617,635
108;LC;C;;117635,00;Azul;281;617,635
126;LC;C;;117635,00;Cinza;280;617,635
11;CH;E;;117944,00;Amarelo;272;617,944
21;CH;E;;117944,00;Azul;271;617,944
15;CH;E;;117944,00;Rosa;274;617,944
30;CH;E;;117944,00;Branco;273;617,944
15;CH;E;;117944,00;Branco;264;617,944
30;CH;E;;117944,00;Branco;262;617,944
11;CH;E;;117944,00;Branco;260;617,944
30;CH;E;;117944,00;Branco;287;617,944
21;CH;E;;117944,00;Branco;248;617,944
30;CH;E;;117944,00;Branco;255;617,944
92;LC;C;5;118682,00;Azul;241;618,682
93;LC;C;5;118682,00;Cinza;253;618,682
93;LC;C;5;118682,00;Cinza;240;618,682
92;LC;C;5;118682,00;Amarelo;239;618,682
94;LC;C;5;118682,00;Rosa;242;618,682
39;CH;D;15;119238,00;Branco;251;619,238
6;CH;D;15;119238,00;Azul;231;619,238
43;CH;D;15;119238,00;Amarelo;232;619,238
2;CH;D;15;119238,00;Rosa;234;619,238
39;CH;D;15;119238,00;Branco;233;619,238
67;CN;A;18;119904,00;Amarelo;236;619,904
79;CN;A;18;119904,00;Azul;235;619,904
58;CN;A;18;119904,00;Branco;252;619,904
82;CN;A;18;119904,00;Rosa;238;619,904
58;CN;A;18;119904,00;Branco;237;619,904
73;CN;B;;120478,00;Branco;288;620,478
55;CN;B;;120478,00;Branco;263;620,478
73;CN;B;;120478,00;Branco;261;620,478
66;CN;B;;120478,00;Branco;259;620,478
73;CN;B;;120478,00;Branco;256;620,478
68;CN;B;;120478,00;Branco;247;620,478
55;CN;B;;120478,00;Rosa;278;620,478
73;CN;B;;120478,00;Branco;277;620,478
66;CN;B;;120478,00;Amarelo;276;620,478
68;CN;B;;120478,00;Azul;275;620,478
21;CH;C;12;121258,00;Branco;233;621,258
25;CH;C;12;121258,00;Rosa;234;621,258
21;CH;C;12;121258,00;Branco;251;621,258
29;CH;C;12;121258,00;Amarelo;232;621,258
17;CH;C;12;121258,00;Azul;231;621,258
131;LC;A;;121486,00;Rosa;282;621,486
134;LC;A;;121486,00;Cinza;280;621,486
97;LC;A;;121486,00;Amarelo;279;621,486
100;LC;A;;121486,00;Azul;281;621,486
131;LC;A;;121486,00;Cinza;269;621,486
100;LC;A;;121486,00;Cinza;267;621,486
134;LC;A;;121486,00;Cinza;265;621,486
134;LC;A;;121486,00;Cinza;257;621,486
97;LC;A;;121486,00;Cinza;249;621,486
134;LC;A;;121486,00;Cinza;289;621,486
38;CH;E;;122796,00;Amarelo;272;622,796
38;CH;E;;122796,00;Rosa;274;622,796
34;CH;E;;122796,00;Azul;271;622,796
12;CH;E;;122796,00;Branco;273;622,796
12;CH;E;;122796,00;Branco;262;622,796
38;CH;E;;122796,00;Branco;260;622,796
34;CH;E;;122796,00;Branco;248;622,796
12;CH;E;;122796,00;Branco;287;622,796
12;CH;E;;122796,00;Branco;255;622,796
38;CH;E;;122796,00;Branco;264;622,796
6;CH;A;1;123952,00;Amarelo;232;623,952
43;CH;A;1;123952,00;Azul;231;623,952
39;CH;A;1;123952,00;Rosa;234;623,952
2;CH;A;1;123952,00;Branco;251;623,952
2;CH;A;1;123952,00;Branco;233;623,952
47;CN;E;13;123988,00;Amarelo;236;623,988
83;CN;E;13;123988,00;Branco;252;623,988
54;CN;E;13;123988,00;Azul;235;623,988
71;CN;E;13;123988,00;Rosa;238;623,988
83;CN;E;13;123988,00;Branco;237;623,988
22;CH;B;22;124001,00;Branco;251;624,001
30;CH;B;22;124001,00;Amarelo;232;624,001
26;CH;B;22;124001,00;Rosa;234;624,001
22;CH;B;22;124001,00;Branco;233;624,001
18;CH;B;22;124001,00;Azul;231;624,001
150;MT;C;1;126471,00;Cinza;254;626,471
180;MT;C;1;126471,00;Rosa;246;626,471
173;MT;C;1;126471,00;Azul;245;626,471
150;MT;C;1;126471,00;Cinza;244;626,471
169;MT;C;1;126471,00;Amarelo;243;626,471
88;CN;D;23;128254,00;Branco;252;628,254
49;CN;D;23;128254,00;Azul;235;628,254
90;CN;D;23;128254,00;Rosa;238;628,254
88;CN;D;23;128254,00;Branco;237;628,254
77;CN;D;23;128254,00;Amarelo;236;628,254
28;CH;C;24;130384,00;Azul;231;630,384
13;CH;C;24;130384,00;Branco;233;630,384
13;CH;C;24;130384,00;Branco;251;630,384
17;CH;C;24;130384,00;Rosa;234;630,384
23;CH;C;24;130384,00;Amarelo;232;630,384
68;CN;B;;131481,00;Branco;288;631,481
69;CN;E;;131934,00;Branco;288;631,934
101;LC;E;;132884,00;Amarelo;279;632,884
132;LC;E;;132884,00;Cinza;280;632,884
135;LC;E;;132884,00;Rosa;282;632,884
98;LC;E;;132884,00;Azul;281;632,884
132;LC;E;;132884,00;Cinza;265;632,884
135;LC;E;;132884,00;Cinza;269;632,884
101;LC;E;;132884,00;Cinza;249;632,884
132;LC;E;;132884,00;Cinza;289;632,884
98;LC;E;;132884,00;Cinza;267;632,884
132;LC;E;;132884,00;Cinza;257;632,884
41;CH;D;30;133455,00;Rosa;234;633,455
8;CH;D;30;133455,00;Amarelo;232;633,455
45;CH;D;30;133455,00;Azul;231;633,455
4;CH;D;30;133455,00;Branco;233;633,455
4;CH;D;30;133455,00;Branco;251;633,455
144;MT;C;;133499,00;Cinza;268;633,499
152;MT;C;;133499,00;Cinza;250;633,499
150;MT;C;;133499,00;Rosa;286;633,499
152;MT;C;;133499,00;Amarelo;283;633,499
169;MT;C;;133499,00;Cinza;266;633,499
144;MT;C;;133499,00;Azul;285;633,499
169;MT;C;;133499,00;Cinza;290;633,499
169;MT;C;;133499,00;Cinza;284;633,499
150;MT;C;;133499,00;Cinza;270;633,499
169;MT;C;;133499,00;Cinza;258;633,499
115;LC;E;17;133705,00;Cinza;253;633,705
87;CN;D;9;134192,00;Amarelo;236;634,192
77;CN;D;9;134192,00;Branco;237;634,192
58;CN;D;9;134192,00;Rosa;238;634,192
77;CN;D;9;134192,00;Branco;252;634,192
61;CN;D;9;134192,00;Azul;235;634,192
53;CN;C;22;134587,00;Amarelo;236;634,587
73;CN;C;22;134587,00;Azul;235;634,587
68;CN;C;22;134587,00;Branco;252;634,587
66;CN;C;22;134587,00;Rosa;238;634,587
68;CN;C;22;134587,00;Branco;237;634,587
57;CN;C;26;134983,00;Amarelo;236;634,983
84;CN;C;26;134983,00;Azul;235;634,983
51;CN;C;26;134983,00;Branco;252;634,983
87;CN;C;26;134983,00;Rosa;238;634,983
51;CN;C;26;134983,00;Branco;237;634,983
148;MT;C;;135651,00;Cinza;266;635,651
169;MT;C;;135651,00;Amarelo;283;635,651
169;MT;C;;135651,00;Cinza;250;635,651
162;MT;C;;135651,00;Azul;285;635,651
148;MT;C;;135651,00;Cinza;284;635,651
148;MT;C;;135651,00;Cinza;290;635,651
161;MT;C;;135651,00;Rosa;286;635,651
148;MT;C;;135651,00;Cinza;258;635,651
161;MT;C;;135651,00;Cinza;270;635,651
162;MT;C;;135651,00;Cinza;268;635,651
107;LC;C;;136707,00;Cinza;269;636,707
124;LC;C;;136707,00;Cinza;257;636,707
124;LC;C;;136707,00;Cinza;265;636,707
114;LC;C;;136707,00;Cinza;249;636,707
124;LC;C;;136707,00;Cinza;289;636,707
115;LC;C;;136707,00;Cinza;267;636,707
107;LC;C;;136707,00;Rosa;282;636,707
124;LC;C;;136707,00;Cinza;280;636,707
115;LC;C;;136707,00;Azul;281;636,707
114;LC;C;;136707,00;Amarelo;279;636,707
8;CH;E;;136834,00;Amarelo;272;636,834
10;CH;E;;136834,00;Azul;271;636,834
14;CH;E;;136834,00;Rosa;274;636,834
29;CH;E;;136834,00;Branco;273;636,834
14;CH;E;;136834,00;Branco;264;636,834
29;CH;E;;136834,00;Branco;262;636,834
8;CH;E;;136834,00;Branco;260;636,834
29;CH;E;;136834,00;Branco;287;636,834
10;CH;E;;136834,00;Branco;248;636,834
29;CH;E;;136834,00;Branco;255;636,834
66;CN;C;;137491,00;Branco;288;637,491
62;CN;C;;137491,00;Branco;247;637,491
66;CN;C;;137491,00;Branco;261;637,491
58;CN;C;;137491,00;Branco;263;637,491
79;CN;C;;137491,00;Branco;259;637,491
66;CN;C;;137491,00;Branco;256;637,491
58;CN;C;;137491,00;Rosa;278;637,491
66;CN;C;;137491,00;Branco;277;637,491
62;CN;C;;137491,00;Azul;275;637,491
79;CN;C;;137491,00;Amarelo;276;637,491
51;CN;C;;138225,00;Branco;247;638,225
90;CN;C;;138225,00;Branco;263;638,225
87;CN;C;;138225,00;Branco;288;638,225
87;CN;C;;138225,00;Branco;261;638,225
48;CN;C;;138225,00;Branco;259;638,225
87;CN;C;;138225,00;Branco;256;638,225
87;CN;C;;138225,00;Branco;277;638,225
48;CN;C;;138225,00;Amarelo;276;638,225
90;CN;C;;138225,00;Rosa;278;638,225
51;CN;C;;138225,00;Azul;275;638,225
9;CH;E;29;139311,00;Amarelo;232;639,311
17;CH;E;29;139311,00;Branco;233;639,311
17;CH;E;29;139311,00;Branco;251;639,311
34;CH;E;29;139311,00;Rosa;234;639,311
32;CH;E;29;139311,00;Azul;231;639,311
128;LC;B;1;141239,00;Azul;241;641,239
117;LC;B;1;141239,00;Cinza;240;641,239
117;LC;B;1;141239,00;Cinza;253;641,239
112;LC;B;1;141239,00;Amarelo;239;641,239
120;LC;B;1;141239,00;Rosa;242;641,239
83;CN;A;;142495,00;Rosa;278;642,495
74;CN;A;;142495,00;Branco;277;642,495
81;CN;A;;142495,00;Amarelo;276;642,495
77;CN;A;;142495,00;Azul;275;642,495
74;CN;A;;142495,00;Branco;288;642,495
83;CN;A;;142495,00;Branco;263;642,495
74;CN;A;;142495,00;Branco;261;642,495
81;CN;A;;142495,00;Branco;259;642,495
74;CN;A;;142495,00;Branco;256;642,495
77;CN;A;;142495,00;Branco;247;642,495
19;CH;C;;142877,00;Branco;260;642,877
34;CH;C;;142877,00;Branco;287;642,877
15;CH;C;;142877,00;Branco;248;642,877
34;CH;C;;142877,00;Branco;262;642,877
34;CH;C;;142877,00;Branco;255;642,877
23;CH;C;;142877,00;Branco;264;642,877
15;CH;C;;142877,00;Azul;271;642,877
23;CH;C;;142877,00;Rosa;274;642,877
19;CH;C;;142877,00;Amarelo;272;642,877
34;CH;C;;142877,00;Branco;273;642,877
65;CN;A;18;143237,00;Branco;237;643,237
50;CN;A;18;143237,00;Amarelo;236;643,237
62;CN;A;18;143237,00;Azul;235;643,237
65;CN;A;18;143237,00;Branco;252;643,237
77;CN;A;18;143237,00;Rosa;238;643,237
1;CH;A;13;143814,00;Rosa;234;643,814
38;CH;A;13;143814,00;Branco;251;643,814
5;CH;A;13;143814,00;Azul;231;643,814
42;CH;A;13;143814,00;Amarelo;232;643,814
38;CH;A;13;143814,00;Branco;233;643,814
49;CN;D;13;143934,00;Branco;252;643,934
49;CN;D;13;143934,00;Branco;237;643,934
87;CN;D;13;143934,00;Azul;235;643,934
47;CN;D;13;143934,00;Rosa;238;643,934
74;CN;D;13;143934,00;Amarelo;236;643,934
81;CN;B;;144127,00;Branco;288;644,127
72;CN;D;21;144219,00;Branco;252;644,219
65;CN;D;21;144219,00;Azul;235;644,219
59;CN;D;21;144219,00;Rosa;238;644,219
72;CN;D;21;144219,00;Branco;237;644,219
82;CN;D;21;144219,00;Amarelo;236;644,219
25;CH;C;13;144856,00;Branco;233;644,856
24;CH;C;13;144856,00;Azul;231;644,856
25;CH;C;13;144856,00;Branco;251;644,856
22;CH;C;13;144856,00;Rosa;234;644,856
18;CH;C;13;144856,00;Amarelo;232;644,856
27;CH;A;12;145228,00;Branco;233;645,228
26;CH;A;12;145228,00;Azul;231;645,228
27;CH;A;12;145228,00;Branco;251;645,228
24;CH;A;12;145228,00;Rosa;234;645,228
20;CH;A;12;145228,00;Amarelo;232;645,228
64;CN;D;28;147135,00;Amarelo;236;647,135
86;CN;D;28;147135,00;Rosa;238;647,135
83;CN;D;28;147135,00;Azul;235;647,135
