CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
95;LC;61028;C;6.0;0;;2.65452;567,72;0.16993;Azul;205;1.0;
95;LC;60784;D;8.0;0;;4.90261;582,04;0.2478;Azul;205;0.0;
96;LC;60745;B;22.0;0;;2.38122;533,43;0.30677;Azul;205;;
97;LC;12273;E;11.0;0;;1.123;525,00;0.179;Azul;205;;
98;LC;32467;B;10.0;0;;2.03786;503,10;0.17159;Azul;205;;
99;LC;24381;C;15.0;0;;2.01631;518,15;0.20755;Azul;205;;
100;LC;17417;D;1.0;0;;2.08904;645,35;0.15613;Azul;205;;
101;LC;16803;A;18.0;0;;2.66276;544,32;0.19913;Azul;205;;
102;LC;61293;D;13.0;0;;1.74545;573,09;0.09495;Azul;205;;
103;LC;62384;D;4.0;0;;3.47426;575,17;0.15511;Azul;205;;
104;LC;31784;D;27.0;0;;3.98193;504,38;0.19943;Azul;205;;
105;LC;59816;C;2.0;0;;2.19831;485,93;0.02494;Azul;205;;
106;LC;16998;B;26.0;0;;2.99478;622,24;0.18701;Azul;205;;
107;LC;39161;B;29.0;0;;2.72071;474,48;0.16077;Azul;205;;
108;LC;40198;C;16.0;0;;3.12727;637,12;0.10684;Azul;205;;
109;LC;17221;B;16.0;0;;1.76294;593,06;0.20396;Azul;205;;
110;LC;61634;E;19.0;0;;3.27531;676,31;0.15025;Azul;205;;
111;LC;23970;D;27.0;0;;1.33878;469,79;0.18685;Azul;205;;
112;LC;60030;B;28.0;0;;0.6499;763,50;0.0311;Azul;205;;
113;LC;25160;C;17.0;0;;2.78271;591,70;0.11184;Azul;205;;
114;LC;59834;A;24.0;0;;2.17872;493,89;0.07526;Azul;205;;
115;LC;60908;B;21.0;0;;2.88632;533,58;0.14663;Azul;205;;
116;LC;43799;D;30.0;0;;2.32016;560,53;0.15718;Azul;205;;
117;LC;43584;E;29.0;0;;3.80183;558,00;0.18152;Azul;205;;
118;LC;55334;B;25.0;0;;2.70478;557,35;0.13384;Azul;205;;
119;LC;17316;D;15.0;0;;2.20141;737,22;0.1478;Azul;205;;
120;LC;62129;C;1.0;0;;1.49078;507,42;0.08396;Azul;205;;
121;LC;54901;D;3.0;0;;1.93365;644,41;0.18091;Azul;205;;
122;LC;27450;A;12.0;0;;1.91305;680,46;0.15861;Azul;205;;
123;LC;24253;C;14.0;0;;1.243;446,81;0.0183;Azul;205;;
124;LC;25951;A;17.0;0;;0.30081;917,51;0.20994;Azul;205;;
125;LC;62744;E;23.0;0;;3.3142;566,59;0.15685;Azul;205;;
126;LC;39467;B;13.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;205;;
127;LC;30307;E;22.0;0;;3.83603;559,62;0.15047;Azul;205;;
128;LC;7100;C;24.0;0;;1.5;715,10;0.167;Azul;205;;
129;LC;47920;C;20.0;0;;1.74939;468,37;0.02892;Azul;205;;
130;LC;61460;B;28.0;0;;1.83497;567,43;0.15189;Azul;205;;
131;LC;62056;C;4.0;0;;2.36775;557,18;0.12678;Azul;205;;
132;LC;67292;C;22.0;0;;1.04729;901,87;0.17462;Azul;205;;
133;LC;38314;D;9.0;0;;2.77516;633,56;0.1154;Azul;205;;
134;LC;59566;A;20.0;0;;2.70304;612,92;0.1968;Azul;205;;
135;LC;55917;B;21.0;0;;1.86592;470,92;0.06189;Azul;205;;
136;MT;33182;E;25.0;0;;1.50301;615,85;0.0992;Azul;209;;
137;MT;54440;C;24.0;0;;1.87001;745,19;0.18403;Azul;209;;
138;MT;63435;B;26.0;0;;1.96518;566,62;0.20892;Azul;209;;
139;MT;61364;D;16.0;0;;2.36469;737,60;0.0966;Azul;209;;
140;MT;49881;C;18.0;0;;1.58133;712,76;0.12547;Azul;209;;
141;MT;50141;D;29.0;0;;1.6867;670,68;0.16663;Azul;209;;
142;MT;23880;A;8.0;0;;2.15467;705,48;0.15025;Azul;209;;
143;MT;17535;D;20.0;0;;1.98404;729,41;0.12322;Azul;209;;
144;MT;42818;E;7.0;0;;0.78827;557,55;0.02944;Azul;209;;
145;MT;59806;A;23.0;0;;2.13099;696,10;0.11968;Azul;209;;
146;MT;49822;E;2.0;0;;0.91539;876,91;0.14461;Azul;209;;
147;MT;15302;A;8.0;0;;0.15248;0,00;0.21171;Azul;209;;
148;MT;39758;D;19.0;0;;1.69037;830,44;0.12863;Azul;209;;
149;MT;40131;B;4.0;0;;1.78611;616,55;0.41758;Azul;209;;
150;MT;14187;E;9.0;0;;2.12088;670,60;0.13132;Azul;209;;
151;MT;48681;D;18.0;0;;1.61207;724,78;0.13861;Azul;209;;
152;MT;46713;B;18.0;0;;1.97988;652,36;0.15177;Azul;209;;
153;MT;49989;B;25.0;0;;1.83986;734,43;0.21054;Azul;209;;
154;MT;63438;D;17.0;0;;1.05986;463,99;0.09786;Azul;209;;
155;MT;61793;A;30.0;0;;2.16526;653,31;0.1566;Azul;209;;
156;MT;33369;E;11.0;0;;3.07069;676,54;0.05082;Azul;209;;
157;MT;25246;A;29.0;0;;2.19845;703,55;0.22723;Azul;209;;
158;MT;12340;E;28.0;0;;1.61297;798,79;0.21584;Azul;209;;
159;MT;29767;C;13.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;209;;
160;MT;44241;C;6.0;0;;1.37431;699,54;0.09041;Azul;209;;
161;MT;11812;B;27.0;0;;1.319;723,70;0.043;Azul;209;;
162;MT;63674;C;5.0;0;;1.92266;732,16;0.16323;Azul;209;;
163;MT;59581;B;2.0;0;;0.31966;1061,34;0.08125;Azul;209;;
164;MT;30529;B;28.0;0;;1.33909;871,35;0.16889;Azul;209;;
165;MT;63440;C;13.0;0;;1.98973;694,70;0.25513;Azul;209;;
166;MT;33035;C;20.0;0;;2.23693;647,28;0.1419;Azul;209;;
167;MT;30877;E;14.0;0;;2.52961;778,94;0.05833;Azul;209;;
168;MT;7389;D;3.0;0;;1.953;622,40;0.155;Azul;209;;
169;MT;9475;D;11.0;0;;1.393;752,70;0.159;Azul;209;;
170;MT;17740;D;19.0;0;;1.59248;700,34;0.27155;Azul;209;;
171;MT;30455;C;3.0;0;;3.22711;534,73;0.17002;Azul;209;;
172;MT;40768;C;1.0;0;;1.72864;459,38;0.19395;Azul;209;;
173;MT;41058;E;10.0;0;;1.28222;673,13;0.1263;Azul;209;;
174;MT;41283;C;18.0;0;;2.528;577,83;0.17369;Azul;209;;
175;MT;22760;A;4.0;0;;3.21361;743,56;0.11686;Azul;209;;
176;MT;60671;A;20.0;0;;1.54729;548,66;0.03026;Azul;209;;
177;MT;26988;B;16.0;0;;1.44554;704,93;0.1339;Azul;209;;
178;MT;28340;A;14.0;0;;3.2818;651,22;0.15055;Azul;209;;
179;MT;14048;B;21.0;0;;1.55715;681,46;0.15858;Azul;209;;
180;MT;64117;D;23.0;0;;1.79888;688,93;0.15126;Azul;209;;
