CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA
13;CH;72577;C;;0;;2.63316;636,99;0.23043;Azul;101;
14;CH;70661;A;;0;;1.40644;512,63;0.09585;Azul;101;
15;CH;72961;B;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;101;
16;CH;71588;A;;0;;2.55516;513,71;0.17479;Azul;101;
17;CH;72917;B;;0;;2.95907;587,06;0.13398;Azul;101;
18;CH;72513;E;;0;;2.68061;748,76;0.40042;Azul;101;
19;CH;70718;C;;0;;1.23278;686,88;0.18076;Azul;101;
20;CH;72000;E;;0;;1.00898;566,17;0.14298;Azul;101;
21;CH;71985;B;;0;;2.02333;789,39;0.09482;Azul;101;
22;CH;58272;E;;0;;1.82359;673,24;0.14233;Azul;101;
23;CH;72198;B;;0;;2.7572;783,50;0.19087;Azul;101;
24;CH;73355;E;;0;;1.79058;587,95;0.16107;Azul;101;
25;CH;57795;B;;0;;1.16602;491,88;0.11585;Azul;101;
26;CH;73289;C;;0;;1.73689;653,60;0.20857;Azul;101;
27;CH;73480;A;;0;;0.66144;529,21;0.17028;Azul;101;
28;CH;72160;B;;0;;2.21476;496,74;0.15469;Azul;101;
29;CH;71155;A;;0;;2.03481;688,67;0.27274;Azul;101;
30;CH;73474;C;;0;;1.82364;761,98;0.23757;Azul;101;
31;CH;57835;D;;0;;1.27922;595,16;0.13537;Azul;101;
32;CH;71629;A;;0;;1.16855;667,94;0.21257;Azul;101;
33;CH;72465;A;;0;;1.86134;535,81;0.355;Azul;101;
34;CH;73887;D;;0;;0.96039;986,46;0.25059;Azul;101;
35;CH;70832;C;;0;;1.54585;505,75;0.30834;Azul;101;
36;CH;73033;D;;0;;1.19282;738,57;0.2035;Azul;101;
37;CH;71031;B;;0;;1.62868;680,07;0.11308;Azul;101;
38;CH;72523;C;;0;;1.55309;660,58;0.17247;Azul;101;
39;CH;73725;D;;0;;2.29613;641,75;0.22111;Azul;101;
40;CH;70771;B;;0;;1.63786;518,53;0.18916;Azul;101;
41;CH;71860;B;;0;;0.74005;599,17;0.1096;Azul;101;
42;CH;72981;E;;0;;0.68953;453,84;0.18803;Azul;101;
43;CH;70991;E;;0;;1.71191;589,17;0.10996;Azul;101;
44;CH;72897;C;;0;;1.03519;611,00;0.12957;Azul;101;
45;CH;70229;B;;0;;1.79508;686,11;0.18602;Azul;101;
46;CN;70643;B;11.0;0;;2.03651;480,16;0.18555;Azul;89;
47;CN;71288;A;1.0;0;;2.28839;659,67;0.12545;Azul;89;
48;CN;70531;C;5.0;0;;1.64471;669,99;0.15605;Azul;89;
49;CN;57850;E;30.0;0;;1.3956;394,89;0.10029;Azul;89;
50;CN;73424;A;3.0;0;;2.32188;722,67;0.17118;Azul;89;
51;CN;70525;D;3.0;0;;1.26426;665,22;0.05915;Azul;89;
52;CN;70042;C;7.0;0;;1.16861;432,52;0.05898;Azul;89;
53;CN;73219;A;2.0;0;;1.61747;576,12;0.18006;Azul;89;
54;CN;73696;E;20.0;0;;0.56819;641,42;0.00586;Azul;89;
55;CN;72927;C;8.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;89;
56;CN;71084;A;18.0;0;;2.06202;479,21;0.14685;Azul;89;
57;CN;71632;B;10.0;0;;2.55259;594,79;0.26359;Azul;89;
58;CN;70794;D;21.0;0;;3.47034;564,31;0.16107;Azul;89;
59;CN;71520;D;19.0;0;;2.62967;503,81;0.12663;Azul;89;
60;CN;72623;A;14.0;0;;1.66301;550,66;0.15029;Azul;89;
61;CN;57917;C;10.0;0;;3.51367;558,86;0.18597;Azul;89;
62;CN;73589;B;29.0;0;;2.97303;516,91;0.20131;Azul;89;
63;CN;73502;A;23.0;0;;3.11428;554,33;0.23964;Azul;89;
64;CN;58406;B;16.0;0;;1.82018;612,51;0.10753;Azul;89;
65;CN;72819;E;8.0;0;;1.74003;627,35;0.10099;Azul;89;
66;CN;72083;B;14.0;0;;3.42432;705,26;0.09776;Azul;89;
67;CN;70145;D;23.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;89;
68;CN;71326;E;6.0;0;;1.86418;668,42;0.10585;Azul;89;
69;CN;70060;D;26.0;0;;3.31643;674,72;0.17746;Azul;89;
70;CN;59232;A;5.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;89;
71;CN;70785;E;13.0;0;;0.791;721,44;0.06663;Azul;89;
72;CN;73092;E;27.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;89;
73;CN;71673;C;25.0;0;;0.47205;943,68;0.17507;Azul;89;
74;CN;70113;D;26.0;0;;0.42556;715,23;0.04743;Azul;89;
75;CN;70722;B;28.0;0;;2.804;502,06;0.1459;Azul;89;
76;CN;70674;C;11.0;0;;0.93223;688,17;0.17707;Azul;89;
77;CN;70101;D;24.0;0;;4.5052;642,33;0.18609;Azul;89;
78;CN;73691;B;22.0;0;;0.76591;552,33;0.00875;Azul;89;
79;CN;58850;D;24.0;0;;2.7762;636,49;0.15192;Azul;89;
80;CN;72760;E;17.0;0;;3.03635;652,42;0.11939;Azul;89;
81;CN;73473;E;20.0;0;;1.68073;619,91;0.19493;Azul;89;
82;CN;71247;A;18.0;0;;3.52576;687,06;0.18979;Azul;89;
83;CN;71960;B;25.0;0;;2.33988;628,87;0.2589;Azul;89;
84;CN;72061;D;1.0;0;;1.47945;629,97;0.0971;Azul;89;
85;CN;71364;A;12.0;0;;2.23867;663,99;0.14187;Azul;89;
86;CN;70272;C;15.0;0;;2.04719;592,65;0.1801;Azul;89;
87;CN;71099;E;9.0;0;;2.27028;601,96;0.18727;Azul;89;
88;CN;57872;D;14.0;0;;1.88952;480,95;0.23446;Azul;89;
89;CN;70361;D;23.0;0;;2.775;543,47;0.11501;Azul;89;
90;CN;70861;C;4.0;0;;1.92617;571,52;0.13916;Azul;89;
46;CN;70672;D;;0;;2.37778;511,98;0.08141;Azul;105;
47;CN;72363;B;;0;;1.9641;551,59;0.15326;Azul;105;
48;CN;58448;A;;0;;3.21576;554,45;0.16566;Azul;105;
49;CN;57885;C;;0;;0.9646;450,32;0.19177;Azul;105;
50;CN;71880;C;;0;;1.29595;462,06;0.17234;Azul;105;
51;CN;72694;D;;0;;2.11018;543,62;0.21968;Azul;105;
52;CN;70613;A;;0;;2.29529;495,07;0.14538;Azul;105;
53;CN;72666;D;;0;;5.15088;647,72;0.12156;Azul;105;
54;CN;73709;C;;0;;1.47638;668,18;0.19514;Azul;105;
55;CN;70435;C;;0;;3.00827;623,33;0.17886;Azul;105;
56;CN;70965;C;;0;;4.27762;542,90;0.20805;Azul;105;
57;CN;71416;E;;0;;4.03385;618,14;0.1079;Azul;105;
58;CN;70241;E;;0;;1.56114;519,01;0.19499;Azul;105;
59;CN;73216;E;;0;;1.42223;621,19;0.0689;Azul;105;
60;CN;70821;E;;0;;0.73094;451,64;0.11969;Azul;105;
61;CN;59240;C;;0;;2.33304;559,12;0.14406;Azul;105;
62;CN;72750;A;;0;;2.605;597,27;0.20495;Azul;105;
63;CN;72640;A;;0;;2.411;555,16;0.22029;Azul;105;
64;CN;70026;D;;0;;3.10406;577,72;0.21407;Azul;105;
65;CN;73435;C;;0;;2.62403;703,27;0.12354;Azul;105;
66;CN;71340;A;;0;;2.56456;620,84;0.12999;Azul;105;
67;CN;70065;E;;0;;1.33085;705,13;0.13767;Azul;105;
68;CN;72355;A;;0;;2.12789;626,09;0.23575;Azul;105;
69;CN;70682;A;;0;;3.04858;602,14;0.17724;Azul;105;
70;CN;59339;C;;0;;1.59361;824,41;0.17375;Azul;105;
71;CN;72150;E;;0;;5.15601;637,89;0.26726;Azul;105;
72;CN;70920;A;;0;;1.6109;545,92;0.1325;Azul;105;
73;CN;71535;D;;0;;1.80898;683,09;0.22357;Azul;105;
74;CN;72210;A;;0;;3.8294;600,71;0.2889;Azul;105;
75;CN;70056;D;;0;;3.04354;632,83;0.18864;Azul;105;
76;CN;57954;D;;0;;2.07458;595,25;0.1601;Azul;105;
77;CN;70764;C;;0;;3.01303;623,16;0.23135;Azul;105;
78;CN;70932;A;;0;;0.93299;637,96;0.09592;Azul;105;
79;CN;70063;D;;0;;1.63311;624,73;0.08112;Azul;105;
80;CN;70635;B;;0;;3.03544;636,68;0.23054;Azul;105;
81;CN;72805;E;;0;;4.7167;626,72;0.13762;Azul;105;
82;CN;59262;D;;0;;2.16688;638,55;0.15788;Azul;105;
83;CN;73623;D;;0;;4.72653;641,27;0.21047;Azul;105;
84;CN;70768;B;;0;;2.57595;615,79;0.20292;Azul;105;
85;CN;70872;B;;0;;1.86619;666,79;0.22513;Azul;105;
86;CN;73456;E;;0;;2.55085;594,50;0.08097;Azul;105;
87;CN;70392;A;;0;;3.28794;617,73;0.16356;Azul;105;
88;CN;70796;E;;0;;2.49459;484,97;0.1294;Azul;105;
89;CN;71533;A;;0;;1.60117;597,92;0.08877;Azul;105;
90;CN;71280;E;;0;;2.29699;653,46;0.15217;Azul;105;
96;LC;70599;C;26.0;0;;3.07604;522,90;0.21088;Azul;95;
97;LC;59081;E;19.0;0;;2.34558;479,19;0.26627;Azul;95;
98;LC;70521;E;3.0;0;;2.32533;557,40;0.40145;Azul;95;
99;LC;70889;C;25.0;0;;1.50039;676,79;0.08249;Azul;95;
100;LC;71721;C;12.0;0;;1.89315;478,04;0.13498;Azul;95;
101;LC;70154;A;19.0;0;;2.58737;500,55;0.13956;Azul;95;
102;LC;71170;E;4.0;0;;1.39392;534,73;0.07385;Azul;95;
103;LC;59698;D;23.0;0;;1.56852;567,63;0.12512;Azul;95;
104;LC;71067;E;24.0;0;;1.44601;711,07;0.07648;Azul;95;
105;LC;71716;D;13.0;0;;1.23305;704,12;0.06718;Azul;95;
106;LC;72844;D;9.0;0;;0.7748;569,59;0.00376;Azul;95;
107;LC;72721;B;26.0;0;;2.62899;536,76;0.20571;Azul;95;
108;LC;70559;B;28.0;0;;2.25801;577,88;0.13932;Azul;95;
109;LC;71258;A;29.0;0;;1.4338;419,56;0.00635;Azul;95;
110;LC;70005;C;10.0;0;;2.49467;444,08;0.14679;Azul;95;
111;LC;72952;C;1.0;0;;2.89166;531,14;0.14389;Azul;95;
112;LC;59650;C;3.0;0;;2.48112;541,90;0.18058;Azul;95;
113;LC;71656;E;18.0;0;;1.58996;620,59;0.12832;Azul;95;
114;LC;72500;B;4.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;95;
115;LC;59622;B;20.0;0;;1.5974;575,17;0.16123;Azul;95;
116;LC;59675;E;3.0;0;;1.63969;569,15;0.16411;Azul;95;
117;LC;73715;B;16.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;95;
118;LC;73820;D;17.0;0;;1.91745;649,63;0.17249;Azul;95;
119;LC;70935;A;30.0;0;;2.17112;469,46;0.07245;Azul;95;
120;LC;71820;A;11.0;0;;0.78958;475,54;0.05225;Azul;95;
121;LC;59612;C;22.0;0;;1.99469;597,62;0.20987;Azul;95;
122;LC;71400;D;21.0;0;;1.88969;454,00;0.17616;Azul;95;
123;LC;72290;B;14.0;0;;2.49321;559,20;0.1915;Azul;95;
124;LC;59668;C;23.0;0;;1.36726;600,60;0.15489;Azul;95;
125;LC;73893;D;23.0;0;;2.57349;566,79;0.2627;Azul;95;
126;LC;70799;E;24.0;0;;2.41446;506,01;0.11401;Azul;95;
127;LC;71384;D;27.0;0;;3.18378;518,14;0.13769;Azul;95;
128;LC;73648;A;17.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;95;
129;LC;71357;D;15.0;0;;1.94354;592,33;0.16333;Azul;95;
130;LC;59128;D;18.0;0;;2.62868;615,32;0.15033;Azul;95;
131;LC;72522;A;13.0;0;;2.11371;550,01;0.24302;Azul;95;
132;LC;73591;B;2.0;0;;2.81992;455,82;0.20887;Azul;95;
133;LC;73344;A;30.0;0;;0.99788;631,36;0.09659;Azul;95;
134;LC;73727;D;15.0;0;;2.78488;598,61;0.16763;Azul;95;
135;LC;71475;A;29.0;0;;2.84547;653,13;0.19366;Azul;95;
91;LC;73598;E;6.0;0;;1.97907;598,45;0.13471;Azul;95;0.0
92;LC;73572;A;5.0;0;;4.56819;576,49;0.42491;Azul;95;0.0
93;LC;73600;D;8.0;0;;2.38795;603,77;0.14402;Azul;95;0.0
94;LC;73669;C;6.0;0;;3.40621;563,47;0.1305;Azul;95;0.0
95;LC;73770;D;7.0;0;;3.1426;580,10;0.24898;Azul;95;0.0
91;LC;59663;E;8.0;0;;1.98758;428,09;0.09777;Azul;95;1.0
92;LC;71466;D;7.0;0;;0.72792;760,87;0.15949;Azul;95;1.0
93;LC;71445;D;6.0;0;;0.89881;631,06;0.05298;Azul;95;1.0
94;LC;70994;D;5.0;0;;1.35609;707,50;0.14123;Azul;95;1.0
95;LC;72892;A;7.0;0;;1.59069;453,31;0.23159;Azul;95;1.0
96;LC;71847;E;;0;;2.22394;417,15;0.14865;Azul;111;
97;LC;59694;C;;0;;2.23063;419,28;0.10099;Azul;111;
98;LC;72643;A;;0;;2.80681;583,43;0.17632;Azul;111;
99;LC;72758;D;;0;;2.36979;476,51;0.12324;Azul;111;
100;LC;70683;A;;0;;1.99507;577,37;0.18649;Azul;111;
101;LC;70603;B;;0;;2.27004;452,95;0.20744;Azul;111;
102;LC;70649;A;;0;;2.13859;447,38;0.14432;Azul;111;
103;LC;58215;E;;0;;1.78654;610,62;0.15634;Azul;111;
104;LC;70685;C;;0;;2.75325;471,15;0.14891;Azul;111;
105;LC;73784;D;;0;;2.1335;455,25;0.04061;Azul;111;
106;LC;71075;B;;0;;1.50134;538,39;0.21672;Azul;111;
107;LC;71370;B;;0;;2.41688;474,97;0.19777;Azul;111;
108;LC;70783;C;;0;;1.41885;430,59;0.10456;Azul;111;
109;LC;70365;C;;0;;2.47548;499,81;0.11458;Azul;111;
110;LC;71144;D;;0;;2.71772;577,20;0.16928;Azul;111;
111;LC;71373;B;;0;;4.04976;528,47;0.18774;Azul;111;
112;LC;71284;B;;0;;1.46865;519,71;0.14557;Azul;111;
113;LC;71299;A;;0;;1.67614;514,51;0.12372;Azul;111;
114;LC;72874;E;;0;;1.53089;407,44;0.04326;Azul;111;
115;LC;72761;B;;0;;0.93253;513,76;0.08468;Azul;111;
116;LC;71398;C;;0;;5.20052;555,69;0.18469;Azul;111;
117;LC;70221;B;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;111;
118;LC;73849;E;;0;;2.04192;478,05;0.09268;Azul;111;
119;LC;73567;C;;0;;2.20112;634,81;0.20607;Azul;111;
120;LC;72902;C;;0;;3.11204;486,13;0.21765;Azul;111;
121;LC;72141;C;;0;;2.67059;515,21;0.14145;Azul;111;
122;LC;72925;A;;0;;0.70866;717,57;0.16707;Azul;111;
123;LC;72779;C;;0;;1.64397;470,21;0.17922;Azul;111;
124;LC;70337;E;;0;;1.26918;479,99;0.03988;Azul;111;
125;LC;72653;C;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;111;
126;LC;71167;A;;0;;2.60561;455,05;0.16161;Azul;111;
127;LC;73658;C;;0;;2.18406;553,31;0.20798;Azul;111;
128;LC;70374;A;;0;;2.84183;459,16;0.15505;Azul;111;
129;LC;70939;D;;0;;3.25598;472,23;0.15849;Azul;111;
130;LC;58181;D;;0;;2.24905;539,99;0.13867;Azul;111;
131;LC;72200;E;;0;;2.14594;498,11;0.1087;Azul;111;
132;LC;71410;B;;0;;0.91219;647,62;0.1785;Azul;111;
133;LC;70107;A;;0;;1.35305;519,31;0.1765;Azul;111;
134;LC;72524;E;;0;;1.9598;480,19;0.1319;Azul;111;
135;LC;71540;E;;0;;2.99962;508,31;0.18542;Azul;111;
91;LC;73505;B;;0;;2.08278;434,91;0.19234;Azul;111;0.0
92;LC;73147;A;;0;;1.23805;417,90;0.10764;Azul;111;0.0
93;LC;73500;B;;0;;1.34168;427,93;0.17132;Azul;111;0.0
94;LC;73619;C;;0;;1.04309;506,73;0.06311;Azul;111;0.0
95;LC;73750;B;;0;;2.39987;498,39;0.16573;Azul;111;0.0
91;LC;71358;C;;0;;2.67333;487,05;0.1239;Azul;111;1.0
92;LC;59100;D;;0;;1.65128;607,94;0.21616;Azul;111;1.0
93;LC;70776;D;;0;;3.3733;524,51;0.1592;Azul;111;1.0
94;LC;71128;D;;0;;2.27219;534,57;0.07651;Azul;111;1.0
95;LC;70657;E;;0;;2.93496;484,56;0.13419;Azul;111;1.0
136;MT;70114;C;1.0;0;;1.66379;428,44;0.05682;Azul;99;
137;MT;70700;E;11.0;0;;1.96748;629,61;0.10989;Azul;99;
138;MT;72709;E;7.0;0;;1.69546;544,68;0.11078;Azul;99;
139;MT;70379;B;12.0;0;;3.66732;620,90;0.16896;Azul;99;
140;MT;71544;B;26.0;0;;1.44638;569,53;0.12392;Azul;99;
141;MT;73379;D;25.0;0;;2.38279;526,52;0.117;Azul;99;
142;MT;70373;A;15.0;0;;2.60718;507,30;0.20237;Azul;99;
143;MT;72470;C;25.0;0;;1.50538;716,02;0.23774;Azul;99;
144;MT;73385;C;15.0;0;;2.70301;636,00;0.30383;Azul;99;
145;MT;72145;A;24.0;0;;2.08521;539,54;0.16581;Azul;99;
146;MT;72301;B;10.0;0;;3.10858;563,49;0.20898;Azul;99;
147;MT;71083;D;30.0;0;;0.3656;753,87;0.00641;Azul;99;
148;MT;58800;E;20.0;0;;1.78917;582,69;0.14307;Azul;99;
149;MT;71434;B;19.0;0;;2.8951;655,60;0.20449;Azul;99;
150;MT;73134;B;17.0;0;;2.05536;633,21;0.17538;Azul;99;
151;MT;71872;A;9.0;0;;3.17802;714,07;0.24299;Azul;99;
152;MT;70491;B;22.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;99;
153;MT;73313;D;14.0;0;;1.82066;738,86;0.20188;Azul;99;
154;MT;70008;C;4.0;0;;1.57654;655,53;0.22463;Azul;99;
155;MT;71426;C;3.0;0;;2.08443;700,59;0.15688;Azul;99;
156;MT;72759;A;6.0;0;;1.37237;724,77;0.21559;Azul;99;
157;MT;58653;D;12.0;0;;2.18535;786,43;0.17445;Azul;99;
158;MT;73417;A;14.0;0;;2.69234;717,50;0.17953;Azul;99;
159;MT;73301;E;23.0;0;;2.33279;714,45;0.10775;Azul;99;
160;MT;73405;C;8.0;0;;2.21981;689,61;0.20056;Azul;99;
161;MT;71662;E;7.0;0;;1.66404;662,61;0.10811;Azul;99;
162;MT;72824;D;16.0;0;;1.34722;658,57;0.27113;Azul;99;
163;MT;71233;E;19.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;99;
164;MT;73408;B;9.0;0;;1.32835;752,57;0.20615;Azul;99;
165;MT;72725;D;21.0;0;;2.47031;861,50;0.17847;Azul;99;
166;MT;72078;C;26.0;0;;0.79069;678,72;0.10619;Azul;99;
167;MT;70310;B;27.0;0;;0.98638;842,05;0.17872;Azul;99;
168;MT;70710;B;8.0;0;;1.10586;829,44;0.29544;Azul;99;
169;MT;70124;D;13.0;0;;0.87645;788,13;0.17451;Azul;99;
170;MT;71154;B;29.0;0;;1.63996;623,25;0.17193;Azul;99;
171;MT;70325;B;5.0;0;;1.81075;755,49;0.21022;Azul;99;
172;MT;58659;C;5.0;0;;1.81823;784,07;0.1874;Azul;99;
173;MT;73123;B;4.0;0;;4.08151;822,05;0.27925;Azul;99;
174;MT;70041;D;28.0;0;;2.72784;640,57;0.12487;Azul;99;
175;MT;58699;E;27.0;0;;1.66283;797,38;0.12156;Azul;99;
176;MT;72775;B;16.0;0;;1.82152;558,87;0.21;Azul;99;
177;MT;70845;E;18.0;0;;2.48463;594,52;0.18166;Azul;99;
178;MT;70765;D;8.0;0;;3.86617;645,96;0.11213;Azul;99;
179;MT;73400;D;2.0;0;;1.92705;628,87;0.18926;Azul;99;
180;MT;59475;E;24.0;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;99;
136;MT;70780;C;;0;;0.92507;452,14;0.10219;Azul;115;
137;MT;72294;E;;0;;1.35482;515,18;0.05339;Azul;115;
138;MT;72258;B;;0;;4.42208;611,49;0.24726;Azul;115;
139;MT;71061;E;;0;;3.28684;509,05;0.12064;Azul;115;
140;MT;72293;C;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;115;
141;MT;72161;D;;0;;2.57498;574,40;0.20921;Azul;115;
142;MT;59437;B;;0;;1.87683;582,78;0.18833;Azul;115;
143;MT;72106;A;;0;;3.23288;513,83;0.15774;Azul;115;
144;MT;70282;D;;0;;2.07647;490,67;0.09333;Azul;115;
145;MT;70303;D;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;115;
146;MT;72313;C;;0;;1.80989;537,94;0.17157;Azul;115;
147;MT;72838;C;;0;;1.23741;670,15;0.22482;Azul;115;
148;MT;70299;E;;0;;3.77611;529,77;0.11512;Azul;115;
149;MT;72107;A;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;115;
150;MT;70204;D;;0;;4.09541;571,44;0.16752;Azul;115;
151;MT;71570;C;;0;;2.66087;694,94;0.20879;Azul;115;
152;MT;72617;A;;0;;3.74228;542,95;0.15384;Azul;115;
153;MT;70751;B;;0;;8.33058;627,97;0.20749;Azul;115;
154;MT;72565;A;;0;;4.95501;642,81;0.19278;Azul;115;
155;MT;71093;D;;0;;1.52304;857,51;0.17389;Azul;115;
156;MT;70536;E;;0;;1.60562;672,45;0.15542;Azul;115;
157;MT;57733;D;;0;;1.86204;830,69;0.15795;Azul;115;
158;MT;71453;C;;0;;2.34678;566,51;0.24574;Azul;115;
159;MT;72109;B;;0;;0.67748;605,55;0.10258;Azul;115;
160;MT;70218;C;;0;;2.57783;576,87;0.20813;Azul;115;
161;MT;70704;A;;0;;4.50873;641,28;0.17982;Azul;115;
162;MT;70952;D;;0;;2.57177;606,74;0.2216;Azul;115;
163;MT;72116;C;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;115;
164;MT;72517;D;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;115;
165;MT;70043;D;;0;;1.82276;666,98;0.16316;Azul;115;
166;MT;58802;A;;0;;1.89847;853,86;0.17933;Azul;115;
167;MT;71600;C;;0;;5.88771;650,74;0.24501;Azul;115;
168;MT;72905;B;;0;;5.51388;623,26;0.2098;Azul;115;
169;MT;58341;C;;0;;1.48018;784,91;0.19864;Azul;115;
170;MT;72867;C;;0;;1.07966;689,69;0.18356;Azul;115;
171;MT;71404;B;;0;;1.74429;739,83;0.18656;Azul;115;
172;MT;70173;D;;0;;2.62193;741,03;0.15886;Azul;115;
173;MT;71392;B;;1;Não permitiu a convergência do algoritmo de estimação da TRI;;0,00;;Azul;115;
174;MT;72070;C;;0;;2.72836;541,05;0.19032;Azul;115;
175;MT;58624;D;;0;;1.37778;728,75;0.14604;Azul;115;
