CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
65;CN;39411;C;1.0;0;;4.0823;658.4;0.1776;AZUL;171;;0
130;LC;39426;E;23.0;0;;2.484;511.91;0.1236;AZUL;177;;0
31;CH;39794;C;25.0;0;;3.9263;597.9;0.1535;AZUL;167;;0
6;CH;39902;B;15.0;0;;0.2097;1232.95;0.0435;AZUL;167;;0
56;CN;40160;B;15.0;0;;1.7349;716.22;0.0967;AZUL;171;;0
23;CH;40898;B;14.0;0;;1.009;788.12;0.0877;AZUL;167;;0
66;CN;41130;A;7.0;0;;2.4503;702.4;0.1702;AZUL;171;;0
156;MT;41250;A;15.0;0;;3.63412;676.85;0.13052;AZUL;181;;0
151;MT;41660;E;20.0;0;;2.40484;687.58;0.0938;AZUL;181;;0
137;MT;41817;B;27.0;0;;1.87865;686.32;0.17739;AZUL;181;;0
147;MT;41848;C;4.0;0;;2.01156;598.99;0.23233;AZUL;181;;0
175;MT;41854;E;22.0;0;;2.79628;594.48;0.13614;AZUL;181;;0
27;CH;41897;C;23.0;0;;0.973;735.49;0.1151;AZUL;167;;0
95;LC;42213;B;7.0;0;;1.8586;560.42;0.2263;AZUL;177;1.0;0
49;CN;42290;D;22.0;0;;3.5007;639.52;0.1756;AZUL;171;;0
78;CN;42404;B;30.0;0;;0.8911;594.61;0.0635;AZUL;171;;0
79;CN;42445;D;3.0;0;;5.3258;784.41;0.2031;AZUL;171;;0
58;CN;42570;A;24.0;0;;0.6187;733.27;0.0466;AZUL;171;;0
143;MT;42663;E;11.0;0;;1.773;660.4;0.23;AZUL;181;;0
45;CH;42715;A;10.0;0;;1.9901;635.62;0.2349;AZUL;167;;0
94;LC;42882;C;8.0;0;;3.3789;547.95;0.2595;AZUL;177;0.0;0
168;MT;42907;B;29.0;0;;3.68854;868.43;0.11905;AZUL;181;;0
93;LC;42981;A;6.0;0;;2.5574;569.53;0.1646;AZUL;177;1.0;0
180;MT;43001;B;6.0;0;;1.47734;712.91;0.17148;AZUL;181;;0
59;CN;43164;A;9.0;0;;1.7586;655.16;0.096;AZUL;171;;0
176;MT;43221;D;7.0;0;;1.7295;496.74;0.15155;AZUL;181;;0
166;MT;43299;E;21.0;0;;2.90899;719.01;0.11531;AZUL;181;;0
70;CN;43393;C;13.0;0;;2.1607;477.49;0.4758;AZUL;171;;0
165;MT;43465;B;2.0;0;;0.09882;500.02;0.21403;AZUL;181;;0
98;LC;43715;D;3.0;0;;1.3211;571.14;0.1094;AZUL;177;;0
178;MT;43849;D;9.0;0;;1.433;740.6;0.183;AZUL;181;;0
157;MT;43855;A;14.0;0;;2.62065;694.87;0.16111;AZUL;181;;0
164;MT;43877;E;7.0;0;;1.02072;758.57;0.10265;AZUL;181;;0
16;CH;43912;E;16.0;0;;0.9463;616.22;0.1021;AZUL;167;;0
22;CH;43913;D;12.0;0;;1.966;583.02;0.1597;AZUL;167;;0
160;MT;44109;B;25.0;0;;3.36408;577.38;0.15282;AZUL;181;;0
173;MT;44323;A;3.0;0;;1.55431;774.38;0.13923;AZUL;181;;0
52;CN;44427;E;18.0;0;;1.0289;463.67;0.0091;AZUL;171;;0
170;MT;44444;C;12.0;0;;1.89761;692.98;0.21486;AZUL;181;;0
13;CH;44785;E;22.0;0;;0.9821;458.06;0.0229;AZUL;167;;0
3;CH;44796;E;5.0;0;;0.3912;775.15;0.0129;AZUL;167;;0
146;MT;44921;A;28.0;0;;3.64437;700.82;0.25458;AZUL;181;;0
86;CN;44998;E;18.0;0;;1.7151;749.16;0.191;AZUL;171;;0
88;CN;45189;D;13.0;0;;2.9194;628.3;0.0852;AZUL;171;;0
140;MT;45254;D;5.0;0;;1.59488;639.09;0.14724;AZUL;181;;0
7;CH;45258;B;6.0;0;;2.855;653.36;0.2171;AZUL;167;;0
43;CH;45280;C;28.0;0;;1.3888;603.14;0.2984;AZUL;167;;0
100;LC;47207;D;26.0;0;;0.4992;794.35;0.0691;AZUL;177;;0
19;CH;47329;B;8.0;0;;2.2732;578.8;0.2379;AZUL;167;;0
41;CH;47503;C;20.0;0;;1.1583;653.11;0.1406;AZUL;167;;0
24;CH;49152;D;12.0;0;;1.0605;797.07;0.1177;AZUL;167;;0
26;CH;49188;B;22.0;0;;1.1014;839.4;0.1122;AZUL;167;;0
21;CH;49261;D;7.0;0;;1.3818;808.16;0.2539;AZUL;167;;0
4;CH;49317;B;4.0;0;;1.2233;599.49;0.1721;AZUL;167;;0
96;LC;49507;A;1.0;0;;1.5484;504.9;0.0716;AZUL;177;;0
40;CH;49695;A;4.0;0;;1.859;563.45;0.1625;AZUL;167;;0
10;CH;49802;C;23.0;0;;1.9098;470.52;0.021;AZUL;167;;0
17;CH;49817;D;17.0;0;;1.9298;604.9;0.074;AZUL;167;;0
107;LC;51079;E;2.0;0;;1.802;620.96;0.1829;AZUL;177;;0
92;LC;51084;B;6.0;0;;1.9872;572.03;0.2061;AZUL;177;0.0;0
111;LC;51087;B;9.0;0;;0.9763;472.08;0.2294;AZUL;177;;0
114;LC;51091;C;14.0;0;;2.4052;536.1;0.1843;AZUL;177;;0
99;LC;51092;B;15.0;0;;0.6611;614.47;0.2305;AZUL;177;;0
122;LC;51093;D;16.0;0;;1.5714;664.99;0.1782;AZUL;177;;0
115;LC;51094;A;16.0;0;;1.6353;496.31;0.1689;AZUL;177;;0
116;LC;51096;A;17.0;0;;2.3612;569.17;0.1967;AZUL;177;;0
128;LC;51185;D;19.0;0;;1.6297;623.74;0.1765;AZUL;177;;0
135;LC;51188;E;21.0;0;;1.1664;466.99;0.1502;AZUL;177;;0
120;LC;51201;B;24.0;0;;1.2415;445.64;0.1922;AZUL;177;;0
118;LC;51207;D;25.0;0;;1.7145;567.76;0.1841;AZUL;177;;0
145;MT;51219;A;1.0;0;;2.23485;530.83;0.20321;AZUL;181;;0
158;MT;51250;B;3.0;0;;2.38025;601.95;0.22361;AZUL;181;;0
177;MT;51263;C;10.0;0;;0.29253;500.01;0.14042;AZUL;181;;0
152;MT;51275;E;21.0;0;;2.01389;768.45;0.14233;AZUL;181;;0
144;MT;51315;C;25.0;0;;1.87432;481.67;0.1013;AZUL;181;;0
29;CH;51362;E;1.0;0;;1.2502;716.16;0.1432;AZUL;167;;0
18;CH;51364;B;2.0;0;;1.4139;653.47;0.2167;AZUL;167;;0
33;CH;51365;B;2.0;0;;0.5361;405.37;0.0383;AZUL;167;;0
38;CH;51376;C;5.0;0;;1.8281;574.26;0.2168;AZUL;167;;0
9;CH;51378;B;18.0;0;;1.2593;529.25;0.1875;AZUL;167;;0
25;CH;51392;A;21.0;0;;1.6979;690.82;0.1898;AZUL;167;;0
8;CH;51393;B;13.0;0;;1.2328;594.07;0.2481;AZUL;167;;0
35;CH;51395;B;13.0;0;;0.6033;656.05;0.2899;AZUL;167;;0
30;CH;51402;E;14.0;0;;2.709;624.27;0.0892;AZUL;167;;0
42;CH;51415;A;29.0;0;;0.6659;577.52;0.1947;AZUL;167;;0
28;CH;51417;A;30.0;0;;2.929;575.65;0.1967;AZUL;167;;0
