CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
27;LC;150645;C;24;0;;1.30407;574.12;0.04096;AZUL;1395;;0
28;LC;140881;E;18;0;;2.41;638.76;0.25068;AZUL;1395;;0
28;LC;140886;E;15;0;;2.48077;675.33;0.23665;AZUL;1353;;0
28;LC;140886;E;15;0;;2.48077;675.33;0.23665;AZUL;1441;;0
29;LC;140961;A;17;0;;1.21803;638.7;0.10064;AZUL;1395;;0
48;CH;149816;E;29;0;;2.78643;548.7;0.1756;AZUL;1343;;0
48;CH;149816;E;29;0;;2.78643;548.7;0.1756;AZUL;1431;;0
18;LC;120220;A;26;0;;2.6215;571.69;0.1198;AZUL;1353;;0
18;LC;120220;A;26;0;;2.6215;571.69;0.1198;AZUL;1441;;0
18;LC;141803;D;10;0;;2.38414;601.91;0.12279;AZUL;1395;;0
19;LC;118219;D;9;0;;1.6887;538.26;0.17288;AZUL;1353;;0
19;LC;118219;D;9;0;;1.6887;538.26;0.17288;AZUL;1441;;0
19;LC;150767;D;15;0;;2.13734;572.57;0.23628;AZUL;1395;;0
20;LC;150460;D;25;0;;2.24622;587.52;0.18171;AZUL;1353;;0
20;LC;150460;D;25;0;;2.24622;587.52;0.18171;AZUL;1441;;0
20;LC;150622;C;18;0;;1.32912;533.35;0.01256;AZUL;1395;;0
21;LC;46766;E;14;0;;3.23326;635.5;0.14941;AZUL;1395;;0
21;LC;120370;B;13;0;;1.93512;523.57;0.19848;AZUL;1353;;0
21;LC;120370;B;13;0;;1.93512;523.57;0.19848;AZUL;1441;;0
22;LC;120624;C;22;0;;2.24834;681.8;0.17832;AZUL;1395;;0
22;LC;141446;C;27;0;;1.53078;523.28;0.20717;AZUL;1353;;0
22;LC;141446;C;27;0;;1.53078;523.28;0.20717;AZUL;1441;;0
23;LC;111901;B;1;0;;3.8859;587.6;0.19923;AZUL;1395;;0
23;LC;141205;C;9;0;;0.84167;536.01;0.23496;AZUL;1353;;0
23;LC;141205;C;9;0;;0.84167;536.01;0.23496;AZUL;1441;;0
24;LC;150665;D;25;0;;1.94371;634.88;0.14161;AZUL;1395;;0
24;LC;150768;A;29;0;;1.3153;481.06;0.19915;AZUL;1353;;0
24;LC;150768;A;29;0;;1.3153;481.06;0.19915;AZUL;1441;;0
25;LC;40924;C;13;0;;2.21296;616.46;0.2156;AZUL;1395;;0
25;LC;141207;A;13;0;;1.72449;564.26;0.26155;AZUL;1353;;0
25;LC;141207;A;13;0;;1.72449;564.26;0.26155;AZUL;1441;;0
29;LC;140980;E;18;0;;1.81122;589.89;0.14279;AZUL;1353;;0
29;LC;140980;E;18;0;;1.81122;589.89;0.14279;AZUL;1441;;0
30;LC;141399;E;30;0;;1.77787;644.61;0.15906;AZUL;1353;;0
30;LC;141399;E;30;0;;1.77787;644.61;0.15906;AZUL;1441;;0
30;LC;150640;D;22;0;;5.12643;599.47;0.15516;AZUL;1395;;0
31;LC;17182;B;15;0;;2.18588;706.75;0.20325;AZUL;1395;;0
31;LC;150662;A;18;0;;3.03065;604.76;0.22947;AZUL;1353;;0
31;LC;150662;A;18;0;;3.03065;604.76;0.22947;AZUL;1441;;0
32;LC;16575;A;16;0;;3.04396;733.76;0.08577;AZUL;1353;;0
32;LC;16575;A;16;0;;3.04396;733.76;0.08577;AZUL;1441;;0
32;LC;141799;B;16;0;;0.97991;588.7;0.02074;AZUL;1395;;0
33;LC;141447;C;4;0;;0.97308;568.53;0.20836;AZUL;1353;;0
33;LC;141447;C;4;0;;0.97308;568.53;0.20836;AZUL;1441;;0
33;LC;150588;D;21;0;;1.45822;421.11;0.01333;AZUL;1395;;0
34;LC;150523;B;28;0;;2.63266;623.51;0.15044;AZUL;1395;;0
34;LC;150684;B;28;0;;1.05578;518.31;0.20969;AZUL;1353;;0
34;LC;150684;B;28;0;;1.05578;518.31;0.20969;AZUL;1441;;0
35;LC;118138;A;23;0;;2.9048;438.13;0.20054;AZUL;1353;;0
35;LC;118138;A;23;0;;2.9048;438.13;0.20054;AZUL;1441;;0
35;LC;140892;D;15;0;;0.58481;461.01;0.01152;AZUL;1395;;0
36;LC;119743;D;13;0;;0.49366;705.52;0.09974;AZUL;1395;;0
36;LC;150677;E;3;0;;4.19734;550.53;0.21518;AZUL;1353;;0
36;LC;150677;E;3;0;;4.19734;550.53;0.21518;AZUL;1441;;0
37;LC;10593;D;19;0;;1.402;540.1;0.215;AZUL;1353;;0
37;LC;10593;D;19;0;;1.402;540.1;0.215;AZUL;1441;;0
61;CH;140574;B;11;0;;1.12353;602.17;0.12343;AZUL;1383;;0
61;CH;140824;D;26;0;;1.89984;561.18;0.2417;AZUL;1343;;0
61;CH;140824;D;26;0;;1.89984;561.18;0.2417;AZUL;1431;;0
41;LC;141460;A;2;0;;2.39673;503.77;0.26467;AZUL;1395;;0
42;LC;150441;D;20;0;;2.30804;492.9;0.20113;AZUL;1353;;0
42;LC;150441;D;20;0;;2.30804;492.9;0.20113;AZUL;1441;;0
42;LC;150747;D;4;0;;1.85835;487.99;0.08169;AZUL;1395;;0
43;LC;140836;B;2;0;;0.40526;565.02;0.30076;AZUL;1353;;0
43;LC;140836;B;2;0;;0.40526;565.02;0.30076;AZUL;1441;;0
43;LC;141202;E;12;0;;2.7327;550.31;0.08917;AZUL;1395;;0
44;LC;26631;D;15;0;;2.03866;624.66;0.21583;AZUL;1353;;0
44;LC;26631;D;15;0;;2.03866;624.66;0.21583;AZUL;1441;;0
44;LC;141244;E;9;0;;4.0067;504.61;0.2554;AZUL;1395;;0
69;CH;149860;C;29;0;;2.1539;520.07;0.20024;AZUL;1343;;0
69;CH;149860;C;29;0;;2.1539;520.07;0.20024;AZUL;1431;;0
70;CH;67577;E;17;0;;3.42357;549.94;0.11756;AZUL;1383;;0
70;CH;141320;B;24;0;;1.798;577.44;0.19123;AZUL;1343;;0
70;CH;141320;B;24;0;;1.798;577.44;0.19123;AZUL;1431;;0
71;CH;141031;B;13;0;;2.77004;518.06;0.18169;AZUL;1343;;0
71;CH;141031;B;13;0;;2.77004;518.06;0.18169;AZUL;1431;;0
71;CH;141401;D;9;0;;2.46539;608.54;0.27044;AZUL;1383;;0
72;CH;140508;D;16;0;;1.62073;514.24;0.18986;AZUL;1343;;0
72;CH;140508;D;16;0;;1.62073;514.24;0.18986;AZUL;1431;;0
72;CH;141374;A;25;0;;1.48442;424.8;0.00999;AZUL;1383;;0
73;CH;141105;A;27;0;;3.33008;545.3;0.15146;AZUL;1343;;0
73;CH;141105;A;27;0;;3.33008;545.3;0.15146;AZUL;1431;;0
73;CH;141338;D;5;0;;0.44561;771.27;0.00977;AZUL;1383;;0
74;CH;86829;D;2;0;;1.23581;619.63;0.17298;AZUL;1343;;0
74;CH;86829;D;2;0;;1.23581;619.63;0.17298;AZUL;1431;;0
74;CH;141032;B;3;0;;1.98686;643.69;0.21777;AZUL;1383;;0
62;CH;141045;A;4;0;;0.20704;500.01;0.17137;AZUL;1383;;0
62;CH;141348;E;30;0;;3.15857;508.75;0.18772;AZUL;1343;;0
62;CH;141348;E;30;0;;3.15857;508.75;0.18772;AZUL;1431;;0
63;CH;125682;A;20;0;;2.26937;568.09;0.2747;AZUL;1343;;0
63;CH;125682;A;20;0;;2.26937;568.09;0.2747;AZUL;1431;;0
63;CH;141016;B;21;0;;1.98242;567.86;0.24558;AZUL;1383;;0
64;CH;97126;C;15;0;;3.48167;581.82;0.23768;AZUL;1343;;0
64;CH;97126;C;15;0;;3.48167;581.82;0.23768;AZUL;1431;;0
64;CH;149791;C;15;0;;3.39952;532.39;0.19849;AZUL;1383;;0
65;CH;82093;D;10;0;;1.70988;556.84;0.12157;AZUL;1383;;0
65;CH;125832;A;27;0;;2.80943;622.26;0.3742;AZUL;1343;;0
65;CH;125832;A;27;0;;2.80943;622.26;0.3742;AZUL;1431;;0
48;CH;141161;C;27;0;;1.7665;528.22;0.126;AZUL;1383;;0
75;CH;141073;E;7;0;;3.27746;578.99;0.16002;AZUL;1343;;0
49;CH;118023;C;15;0;;1.58473;627.48;0.12442;AZUL;1343;;0
49;CH;118023;C;15;0;;1.58473;627.48;0.12442;AZUL;1431;;0
49;CH;125946;E;16;0;;3.40587;626.46;0.13332;AZUL;1383;;0
50;CH;125769;D;21;0;;2.82782;620.61;0.17666;AZUL;1343;;0
50;CH;125769;D;21;0;;2.82782;620.61;0.17666;AZUL;1431;;0
50;CH;140199;B;14;0;;3.45275;554.93;0.16635;AZUL;1383;;0
51;CH;125746;C;25;0;;2.18685;519.16;0.20225;AZUL;1343;;0
51;CH;125746;C;25;0;;2.18685;519.16;0.20225;AZUL;1431;;0
51;CH;149806;E;5;0;;3.72659;566.07;0.1705;AZUL;1383;;0
52;CH;125853;D;17;0;;1.39576;413.48;0.20417;AZUL;1343;;0
52;CH;125853;D;17;0;;1.39576;413.48;0.20417;AZUL;1431;;0
52;CH;140185;B;10;0;;2.40504;572.79;0.14722;AZUL;1383;;0
53;CH;140621;C;26;0;;0.73965;657.86;0.13905;AZUL;1383;;0
53;CH;141147;E;23;0;;3.0737;611.29;0.1741;AZUL;1343;;0
53;CH;141147;E;23;0;;3.0737;611.29;0.1741;AZUL;1431;;0
54;CH;140552;D;12;0;;1.82693;587.37;0.16157;AZUL;1383;;0
54;CH;141025;A;14;0;;1.47602;511.47;0.20588;AZUL;1343;;0
54;CH;141025;A;14;0;;1.47602;511.47;0.20588;AZUL;1431;;0
55;CH;88833;B;3;0;;1.27565;564.63;0.11824;AZUL;1383;;0
55;CH;97926;D;11;0;;1.81691;637.45;0.12064;AZUL;1343;;0
55;CH;97926;D;11;0;;1.81691;637.45;0.12064;AZUL;1431;;0
56;CH;140161;A;2;0;;2.77926;621.19;0.19623;AZUL;1383;;0
56;CH;140213;B;9;0;;2.59479;617.62;0.31316;AZUL;1343;;0
56;CH;140213;B;9;0;;2.59479;617.62;0.31316;AZUL;1431;;0
57;CH;140822;A;19;0;;4.7046;572.07;0.22345;AZUL;1343;;0
57;CH;140822;A;19;0;;4.7046;572.07;0.22345;AZUL;1431;;0
57;CH;141143;D;15;0;;2.58128;513.17;0.18248;AZUL;1383;;0
58;CH;149809;C;6;0;;1.6146;492.75;0.20394;AZUL;1343;;0
58;CH;149809;C;6;0;;1.6146;492.75;0.20394;AZUL;1431;;0
58;CH;149862;D;23;0;;1.59442;591.71;0.18709;AZUL;1383;;0
59;CH;141166;E;28;0;;2.08344;595.54;0.22914;AZUL;1343;;0
59;CH;141166;E;28;0;;2.08344;595.54;0.22914;AZUL;1431;;0
59;CH;149789;E;3;0;;1.29902;525.12;0.01814;AZUL;1383;;0
60;CH;125718;B;30;0;;1.56271;615.58;0.1328;AZUL;1383;;0
60;CH;141163;B;20;0;;2.58772;621.73;0.1766;AZUL;1343;;0
60;CH;141163;B;20;0;;2.58772;621.73;0.1766;AZUL;1431;;0
66;CH;141379;A;8;0;;3.6485;527.47;0.20745;AZUL;1343;;0
66;CH;141379;A;8;0;;3.6485;527.47;0.20745;AZUL;1431;;0
67;CH;140616;E;3;0;;0.52413;424.91;0.22138;AZUL;1343;;0
67;CH;140616;E;3;0;;0.52413;424.91;0.22138;AZUL;1431;;0
67;CH;141402;A;19;0;;1.79583;531.93;0.19696;AZUL;1383;;0
68;CH;96219;C;1;0;;3.052;611.02;0.25363;AZUL;1343;;0
68;CH;96219;C;1;0;;3.052;611.02;0.25363;AZUL;1431;;0
68;CH;141068;E;29;0;;2.34154;572.0;0.12841;AZUL;1383;;0
69;CH;111879;C;22;0;;1.34861;433.93;0.0051;AZUL;1383;;0
97;CN;78580;B;19;0;;3.20531;624.48;0.27737;AZUL;1333;;0
97;CN;78580;B;19;0;;3.20531;624.48;0.27737;AZUL;1373;;0
97;CN;98061;D;25;0;;2.60531;694.76;0.17863;AZUL;1419;;0
98;CN;45163;A;18;0;;1.48715;671.92;0.18593;AZUL;1333;;0
98;CN;45163;A;18;0;;1.48715;671.92;0.18593;AZUL;1373;;0
98;CN;141807;E;16;0;;1.68259;677.48;0.07803;AZUL;1419;;0
99;CN;37525;C;14;0;;2.24996;635.81;0.22169;AZUL;1333;;0
99;CN;37525;C;14;0;;2.24996;635.81;0.22169;AZUL;1373;;0
99;CN;126592;D;7;0;;0.92744;627.49;0.08115;AZUL;1419;;0
100;CN;118000;C;6;0;;1.93635;677.29;0.24579;AZUL;1419;;0
100;CN;126548;C;10;0;;0.90764;483.27;0.20002;AZUL;1333;;0
100;CN;126548;C;10;0;;0.90764;483.27;0.20002;AZUL;1373;;0
101;CN;98114;B;12;0;;2.98857;693.43;0.22115;AZUL;1333;;0
101;CN;98114;B;12;0;;2.98857;693.43;0.22115;AZUL;1373;;0
101;CN;141661;A;17;0;;2.82798;581.27;0.10833;AZUL;1419;;0
102;CN;60791;B;24;0;;3.87983;696.31;0.20715;AZUL;1333;;0
102;CN;60791;B;24;0;;3.87983;696.31;0.20715;AZUL;1373;;0
102;CN;87137;A;2;0;;2.17473;629.43;0.09133;AZUL;1419;;0
103;CN;59767;D;6;0;;1.03037;725.54;0.22682;AZUL;1333;;0
103;CN;59767;D;6;0;;1.03037;725.54;0.22682;AZUL;1373;;0
103;CN;76197;E;18;0;;1.89479;679.7;0.07532;AZUL;1419;;0
104;CN;111611;B;1;0;;2.59016;732.56;0.13444;AZUL;1333;;0
104;CN;111611;B;1;0;;2.59016;732.56;0.13444;AZUL;1373;;0
104;CN;141808;D;12;0;;1.47108;741.05;0.27168;AZUL;1419;;0
105;CN;76674;D;21;0;;2.88558;728.91;0.19954;AZUL;1333;;0
105;CN;76674;D;21;0;;2.88558;728.91;0.19954;AZUL;1373;;0
83;CH;85551;E;7;0;;2.73828;566.58;0.17472;AZUL;1383;;0
83;CH;149844;D;12;0;;1.26372;592.76;0.22995;AZUL;1343;;0
83;CH;149844;D;12;0;;1.26372;592.76;0.22995;AZUL;1431;;0
84;CH;111965;B;22;0;;3.52605;516.47;0.18195;AZUL;1343;;0
84;CH;111965;B;22;0;;3.52605;516.47;0.18195;AZUL;1431;;0
84;CH;149741;D;5;0;;2.30989;607.01;0.19248;AZUL;1383;;0
85;CH;111807;C;10;0;;2.05227;604.17;0.1734;AZUL;1343;;0
85;CH;111807;C;10;0;;2.05227;604.17;0.1734;AZUL;1431;;0
85;CH;140564;A;13;0;;1.59365;618.47;0.23723;AZUL;1383;;0
86;CH;140471;B;23;0;;2.56254;801.14;0.03752;AZUL;1343;;0
86;CH;140471;B;23;0;;2.56254;801.14;0.03752;AZUL;1431;;0
75;CH;141073;E;7;0;;3.27746;578.99;0.16002;AZUL;1431;;0
75;CH;149808;A;1;0;;1.05033;520.53;0.00887;AZUL;1383;;0
76;CH;141033;E;20;0;;2.66541;560.55;0.12265;AZUL;1383;;0
76;CH;149807;A;24;0;;1.15112;475.25;0.19867;AZUL;1343;;0
76;CH;149807;A;24;0;;1.15112;475.25;0.19867;AZUL;1431;;0
77;CH;125794;A;21;0;;1.08881;407.43;0.01007;AZUL;1383;;0
77;CH;140379;D;4;0;;3.05364;697.3;0.35804;AZUL;1343;;0
77;CH;140379;D;4;0;;3.05364;697.3;0.35804;AZUL;1431;;0
78;CH;140684;B;23;0;;3.03669;697.95;0.09728;AZUL;1383;;0
78;CH;141308;B;18;0;;2.44437;598.01;0.20713;AZUL;1343;;0
78;CH;141308;B;18;0;;2.44437;598.01;0.20713;AZUL;1431;;0
79;CH;98152;E;8;0;;3.32906;586.55;0.16688;AZUL;1383;;0
79;CH;140475;A;10;0;;1.65663;556.16;0.19846;AZUL;1343;;0
79;CH;140475;A;10;0;;1.65663;556.16;0.19846;AZUL;1431;;0
80;CH;140423;A;4;0;;1.63763;453.43;0.19507;AZUL;1383;;0
80;CH;141472;E;3;0;;2.56709;687.68;0.11755;AZUL;1343;;0
80;CH;141472;E;3;0;;2.56709;687.68;0.11755;AZUL;1431;;0
81;CH;86938;D;2;0;;1.8603;523.13;0.12911;AZUL;1383;;0
81;CH;141310;B;16;0;;1.50359;618.45;0.25552;AZUL;1343;;0
81;CH;141310;B;16;0;;1.50359;618.45;0.25552;AZUL;1431;;0
82;CH;95775;E;9;0;;2.13415;732.5;0.17243;AZUL;1343;;0
82;CH;95775;E;9;0;;2.13415;732.5;0.17243;AZUL;1431;;0
82;CH;140159;C;1;0;;2.46852;716.37;0.13378;AZUL;1383;;0
86;CH;149795;D;6;0;;2.42441;508.08;0.19163;AZUL;1383;;0
87;CH;111991;E;3;0;;2.8747;524.82;0.23747;AZUL;1343;;0
87;CH;111991;E;3;0;;2.8747;524.82;0.23747;AZUL;1431;;0
87;CH;141010;A;24;0;;1.95249;525.65;0.21057;AZUL;1383;;0
88;CH;141365;A;1;0;;0.77659;610.71;0.24218;AZUL;1343;;0
88;CH;141365;A;1;0;;0.77659;610.71;0.24218;AZUL;1431;;0
88;CH;149830;C;28;0;;1.82739;649.1;0.20499;AZUL;1383;;0
89;CH;141127;B;7;0;;3.40007;669.9;0.13015;AZUL;1383;;0
89;CH;149847;C;6;0;;3.51616;473.65;0.19228;AZUL;1343;;0
89;CH;149847;C;6;0;;3.51616;473.65;0.19228;AZUL;1431;;0
90;CH;44318;C;18;0;;1.40036;616.17;0.17727;AZUL;1383;;0
90;CH;140450;D;5;0;;2.59082;491.64;0.18726;AZUL;1343;;0
90;CH;140450;D;5;0;;2.59082;491.64;0.18726;AZUL;1431;;0
91;CN;84075;B;18;0;;1.80537;546.77;0.00115;AZUL;1419;;0
91;CN;141612;E;21;0;;2.90113;565.33;0.11183;AZUL;1333;;0
91;CN;141612;E;21;0;;2.90113;565.33;0.11183;AZUL;1373;;0
92;CN;111657;D;12;0;;1.48916;659.77;0.21462;AZUL;1333;;0
92;CN;111657;D;12;0;;1.48916;659.77;0.21462;AZUL;1373;;0
92;CN;141598;C;26;0;;3.05121;663.07;0.24882;AZUL;1419;;0
93;CN;38487;D;29;0;;2.33519;567.54;0.20585;AZUL;1333;;0
93;CN;38487;D;29;0;;2.33519;567.54;0.20585;AZUL;1373;;0
93;CN;77606;E;3;0;;3.40083;578.93;0.1278;AZUL;1419;;0
66;CH;118064;C;16;0;;2.74054;568.76;0.19316;AZUL;1383;;0
96;CN;85312;C;14;0;;1.04682;519.02;0.21346;AZUL;1333;;0
96;CN;85312;C;14;0;;1.04682;519.02;0.21346;AZUL;1373;;0
96;CN;111400;C;1;0;;2.32009;555.24;0.13443;AZUL;1419;;0
121;CN;117814;D;17;0;;3.60586;548.34;0.14782;AZUL;1333;;0
121;CN;117814;D;17;0;;3.60586;548.34;0.14782;AZUL;1373;;0
121;CN;141621;A;20;0;;1.21508;669.93;0.15114;AZUL;1419;;0
122;CN;83554;D;15;0;;2.11332;537.9;0.20512;AZUL;1333;;0
122;CN;83554;D;15;0;;2.11332;537.9;0.20512;AZUL;1373;;0
122;CN;141558;A;23;0;;1.69238;589.09;0.11112;AZUL;1419;;0
123;CN;111693;A;24;0;;4.24356;609.97;0.28019;AZUL;1419;;0
123;CN;117707;C;27;0;;3.17804;661.23;0.086;AZUL;1333;;0
123;CN;117707;C;27;0;;3.17804;661.23;0.086;AZUL;1373;;0
124;CN;87263;C;15;0;;3.366;570.23;0.21496;AZUL;1419;;0
124;CN;117817;D;22;0;;2.05051;677.61;0.18888;AZUL;1333;;0
124;CN;117817;D;22;0;;2.05051;677.61;0.18888;AZUL;1373;;0
125;CN;17580;B;17;0;;1.88685;603.17;0.15614;AZUL;1333;;0
125;CN;17580;B;17;0;;1.88685;603.17;0.15614;AZUL;1373;;0
125;CN;88293;C;22;0;;3.98036;604.13;0.06184;AZUL;1419;;0
126;CN;111547;A;23;0;;2.76472;753.07;0.08433;AZUL;1333;;0
126;CN;111547;A;23;0;;2.76472;753.07;0.08433;AZUL;1373;;0
126;CN;141743;A;11;0;;2.09622;656.5;0.45158;AZUL;1419;;0
