CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;TP_VERSAO_DIGITAL
26;LC;7099;D;15;0;;1.33337;462.64;0.00658;LARANJA - BRAILE;623;;1;
43;LC;7099;D;15;0;;1.33337;462.64;0.00658;BRANCA;620;;0;
26;LC;7099;D;15;0;;1.33337;462.64;0.00658;LARANJA;624;;1;
26;LC;7099;D;15;0;;1.33337;462.64;0.00658;ROSA;619;;0;
41;LC;7099;D;15;0;;1.33337;462.64;0.00658;AZUL;617;;0;
26;LC;7099;D;15;0;;1.33337;462.64;0.00658;LARANJA - BRAILE;663;;1;
41;LC;7099;D;15;0;;1.33337;462.64;0.00658;AZUL;657;;0;
16;LC;7099;D;15;0;;1.33337;462.64;0.00658;AMARELA;618;;0;
26;LC;7099;D;15;0;;1.33337;462.64;0.00658;LARANJA;664;;1;
16;LC;7099;D;15;0;;1.33337;462.64;0.00658;AMARELA;658;;0;
26;LC;7099;D;15;0;;1.33337;462.64;0.00658;ROSA;659;;0;
43;LC;7099;D;15;0;;1.33337;462.64;0.00658;BRANCA;660;;0;
42;LC;7150;A;19;0;;0.74573;468.94;0.20127;ROSA;694;;0;0.0
29;LC;7150;A;19;0;;0.74573;468.94;0.20127;AZUL;691;;0;0.0
11;LC;7150;A;19;0;;0.74573;468.94;0.20127;BRANCA;693;;0;0.0
20;LC;7150;A;19;0;;0.74573;468.94;0.20127;BRANCA;693;;0;1.0
32;LC;7150;A;19;0;;0.74573;468.94;0.20127;AMARELA;692;;0;0.0
29;LC;7150;A;19;0;;0.74573;468.94;0.20127;AZUL;691;;0;1.0
6;LC;7150;A;19;0;;0.74573;468.94;0.20127;AMARELA;692;;0;1.0
24;LC;7150;A;19;0;;0.74573;468.94;0.20127;ROSA;694;;0;1.0
13;LC;7228;C;14;0;;2.24633;560.65;0.20215;AZUL;617;;0;
13;LC;7228;C;14;0;;2.24633;560.65;0.20215;AZUL;657;;0;
24;LC;7228;C;14;0;;2.24633;560.65;0.20215;BRANCA;620;;0;
44;LC;7228;C;14;0;;2.24633;560.65;0.20215;LARANJA;664;;1;
44;LC;7228;C;14;0;;2.24633;560.65;0.20215;ROSA;659;;0;
44;LC;7228;C;14;0;;2.24633;560.65;0.20215;LARANJA - BRAILE;663;;1;
24;LC;7228;C;14;0;;2.24633;560.65;0.20215;BRANCA;660;;0;
10;LC;7228;C;14;0;;2.24633;560.65;0.20215;AMARELA;618;;0;
10;LC;7228;C;14;0;;2.24633;560.65;0.20215;AMARELA;658;;0;
44;LC;7228;C;14;0;;2.24633;560.65;0.20215;ROSA;619;;0;
44;LC;7228;C;14;0;;2.24633;560.65;0.20215;LARANJA - BRAILE;623;;1;
44;LC;7228;C;14;0;;2.24633;560.65;0.20215;LARANJA;624;;1;
144;MT;7246;B;12;0;;2.047;724.70;0.22;AZUL;667;;0;
166;MT;7246;B;12;0;;2.047;724.70;0.22;ROSA;629;;0;
176;MT;7246;B;12;0;;2.047;724.70;0.22;CINZA;630;;0;
166;MT;7246;B;12;0;;2.047;724.70;0.22;ROSA;669;;0;
166;MT;7246;B;12;0;;2.047;724.70;0.22;LARANJA;634;;1;
166;MT;7246;B;12;0;;2.047;724.70;0.22;LARANJA;674;;1;
163;MT;7246;B;12;0;;2.047;724.70;0.22;AMARELA;628;;0;
144;MT;7246;B;12;0;;2.047;724.70;0.22;AZUL;627;;0;
176;MT;7246;B;12;0;;2.047;724.70;0.22;CINZA;670;;0;
166;MT;7246;B;12;0;;2.047;724.70;0.22;LARANJA - BRAILE;633;;1;
163;MT;7246;B;12;0;;2.047;724.70;0.22;AMARELA;668;;0;
166;MT;7246;B;12;0;;2.047;724.70;0.22;LARANJA - BRAILE;673;;1;
165;MT;7258;C;2;0;;2.039;753.90;0.162;LARANJA;674;;1;
175;MT;7258;C;2;0;;2.039;753.90;0.162;CINZA;630;;0;
165;MT;7258;C;2;0;;2.039;753.90;0.162;LARANJA - BRAILE;633;;1;
175;MT;7258;C;2;0;;2.039;753.90;0.162;CINZA;670;;0;
143;MT;7258;C;2;0;;2.039;753.90;0.162;AZUL;627;;0;
162;MT;7258;C;2;0;;2.039;753.90;0.162;AMARELA;668;;0;
165;MT;7258;C;2;0;;2.039;753.90;0.162;LARANJA;634;;1;
165;MT;7258;C;2;0;;2.039;753.90;0.162;ROSA;629;;0;
165;MT;7258;C;2;0;;2.039;753.90;0.162;LARANJA - BRAILE;673;;1;
143;MT;7258;C;2;0;;2.039;753.90;0.162;AZUL;667;;0;
165;MT;7258;C;2;0;;2.039;753.90;0.162;ROSA;669;;0;
162;MT;7258;C;2;0;;2.039;753.90;0.162;AMARELA;628;;0;
138;MT;7633;B;11;0;;2.73149;749.85;0.13472;AMARELA;588;;0;
163;MT;7633;B;11;0;;2.73149;749.85;0.13472;ROSA;589;;0;
163;MT;7633;B;11;0;;2.73149;749.85;0.13472;LARANJA;594;;1;
173;MT;7633;B;11;0;;2.73149;749.85;0.13472;CINZA;590;;0;
163;MT;7633;B;11;0;;2.73149;749.85;0.13472;VERDE;595;;1;
163;MT;7633;B;11;0;;2.73149;749.85;0.13472;LARANJA - BRAILE;593;;1;
145;MT;7633;B;11;0;;2.73149;749.85;0.13472;AZUL;587;;0;
161;MT;8028;E;28;0;;2.09221;599.37;0.1329;CINZA;590;;0;
172;MT;8028;E;28;0;;2.09221;599.37;0.1329;VERDE;595;;1;
172;MT;8028;E;28;0;;2.09221;599.37;0.1329;ROSA;589;;0;
163;MT;8028;E;28;0;;2.09221;599.37;0.1329;AMARELA;588;;0;
172;MT;8028;E;28;0;;2.09221;599.37;0.1329;LARANJA - BRAILE;593;;1;
142;MT;8028;E;28;0;;2.09221;599.37;0.1329;AZUL;587;;0;
172;MT;8028;E;28;0;;2.09221;599.37;0.1329;LARANJA;594;;1;
163;MT;9235;B;21;0;;2.77254;603.91;0.11254;AZUL;695;;0;
144;MT;9235;B;21;0;;2.77254;603.91;0.11254;ROSA;697;;0;
137;MT;9235;B;21;0;;2.77254;603.91;0.11254;CINZA;698;;0;
139;MT;9235;B;21;0;;2.77254;603.91;0.11254;AMARELA;696;;0;
141;MT;9262;B;21;0;;1.02679;579.42;0.23419;LARANJA;594;;1;
141;MT;9262;B;21;0;;1.02679;579.42;0.23419;LARANJA - BRAILE;593;;1;
1;LC;9551;D;7;0;;4.82438;526.64;0.30042;AMARELA;692;0.0;0;0.0
4;LC;9551;D;7;0;;4.82438;526.64;0.30042;AZUL;691;0.0;0;0.0
2;LC;9551;D;7;0;;4.82438;526.64;0.30042;ROSA;694;0.0;0;0.0
5;LC;9551;D;7;0;;4.82438;526.64;0.30042;BRANCA;693;0.0;0;0.0
73;CH;9960;A;21;0;;4.32626;619.07;0.13328;AMARELA;688;;0;
67;CH;9960;A;21;0;;4.32626;619.07;0.13328;ROSA;690;;0;
66;CH;9960;A;21;0;;4.32626;619.07;0.13328;BRANCA;689;;0;
80;CH;9960;A;21;0;;4.32626;619.07;0.13328;AZUL;687;;0;
115;CN;10035;C;16;0;;2.40418;572.03;0.21294;CINZA;599;;0;
128;CN;10035;C;16;0;;2.40418;572.03;0.21294;ROSA;600;;0;
128;CN;10035;C;16;0;;2.40418;572.03;0.21294;VERDE;605;;1;
124;CN;10035;C;16;0;;2.40418;572.03;0.21294;AMARELA;598;;0;
101;CN;10035;C;16;0;;2.40418;572.03;0.21294;AZUL;597;;0;
128;CN;10035;C;16;0;;2.40418;572.03;0.21294;LARANJA;604;;1;
128;CN;10035;C;16;0;;2.40418;572.03;0.21294;LARANJA - BRAILE;603;;1;
173;MT;10112;B;20;0;;1.35931;581.07;0.08404;CINZA;698;;0;
172;MT;10112;B;20;0;;1.35931;581.07;0.08404;AMARELA;696;;0;
146;MT;10112;B;20;0;;1.35931;581.07;0.08404;AZUL;695;;0;
158;MT;10112;B;20;0;;1.35931;581.07;0.08404;ROSA;697;;0;
28;LC;10204;A;13;0;;1.84646;698.83;0.19267;LARANJA - BRAILE;663;;1;
18;LC;10204;A;13;0;;1.84646;698.83;0.19267;AMARELA;618;;0;
28;LC;10204;A;13;0;;1.84646;698.83;0.19267;ROSA;659;;0;
28;LC;10204;A;13;0;;1.84646;698.83;0.19267;LARANJA;624;;1;
43;LC;10204;A;13;0;;1.84646;698.83;0.19267;AZUL;657;;0;
28;LC;10204;A;13;0;;1.84646;698.83;0.19267;ROSA;619;;0;
45;LC;10204;A;13;0;;1.84646;698.83;0.19267;BRANCA;660;;0;
28;LC;10204;A;13;0;;1.84646;698.83;0.19267;LARANJA - BRAILE;623;;1;
43;LC;10204;A;13;0;;1.84646;698.83;0.19267;AZUL;617;;0;
18;LC;10204;A;13;0;;1.84646;698.83;0.19267;AMARELA;658;;0;
45;LC;10204;A;13;0;;1.84646;698.83;0.19267;BRANCA;620;;0;
28;LC;10204;A;13;0;;1.84646;698.83;0.19267;LARANJA;664;;1;
165;MT;10220;D;10;0;;2.02862;673.47;0.15905;AMARELA;696;;0;
176;MT;10220;D;10;0;;2.02862;673.47;0.15905;AZUL;695;;0;
159;MT;10220;D;10;0;;2.02862;673.47;0.15905;CINZA;698;;0;
156;MT;10220;D;10;0;;2.02862;673.47;0.15905;ROSA;697;;0;
128;CN;10251;E;10;0;;3.16089;596.28;0.11523;ROSA;701;;0;
120;CN;10251;E;10;0;;3.16089;596.28;0.11523;CINZA;702;;0;
112;CN;10251;E;10;0;;3.16089;596.28;0.11523;AMARELA;700;;0;
92;CN;10251;E;10;0;;3.16089;596.28;0.11523;AZUL;699;;0;
149;MT;10310;B;21;0;;0.8875;720.69;0.23647;LARANJA;594;;1;
149;MT;10310;B;21;0;;0.8875;720.69;0.23647;LARANJA - BRAILE;593;;1;
144;MT;10660;C;18;0;;1.75839;740.75;0.16633;AMARELA;588;;0;
146;MT;10660;C;18;0;;1.75839;740.75;0.16633;LARANJA - BRAILE;593;;1;
159;MT;10660;C;18;0;;1.75839;740.75;0.16633;CINZA;590;;0;
146;MT;10660;C;18;0;;1.75839;740.75;0.16633;LARANJA;594;;1;
146;MT;10660;C;18;0;;1.75839;740.75;0.16633;VERDE;595;;1;
160;MT;10660;C;18;0;;1.75839;740.75;0.16633;AZUL;587;;0;
146;MT;10660;C;18;0;;1.75839;740.75;0.16633;ROSA;589;;0;
7;LC;10977;B;26;0;;0.563;437.60;0.209;AZUL;617;;0;
22;LC;10977;B;26;0;;0.563;437.60;0.209;AMARELA;658;;0;
36;LC;10977;B;26;0;;0.563;437.60;0.209;LARANJA;624;;1;
36;LC;10977;B;26;0;;0.563;437.60;0.209;LARANJA;664;;1;
22;LC;10977;B;26;0;;0.563;437.60;0.209;AMARELA;618;;0;
7;LC;10977;B;26;0;;0.563;437.60;0.209;AZUL;657;;0;
18;LC;10977;B;26;0;;0.563;437.60;0.209;BRANCA;660;;0;
36;LC;10977;B;26;0;;0.563;437.60;0.209;ROSA;659;;0;
36;LC;10977;B;26;0;;0.563;437.60;0.209;ROSA;619;;0;
36;LC;10977;B;26;0;;0.563;437.60;0.209;LARANJA - BRAILE;663;;1;
18;LC;10977;B;26;0;;0.563;437.60;0.209;BRANCA;620;;0;
36;LC;10977;B;26;0;;0.563;437.60;0.209;LARANJA - BRAILE;623;;1;
42;LC;11437;E;14;0;;1.16098;600.73;0.21912;AMARELA;578;;0;
26;LC;11437;E;14;0;;1.16098;600.73;0.21912;LARANJA - BRAILE;583;;1;
26;LC;11437;E;14;0;;1.16098;600.73;0.21912;ROSA;579;;0;
26;LC;11437;E;14;0;;1.16098;600.73;0.21912;LARANJA;584;;1;
37;LC;11437;E;14;0;;1.16098;600.73;0.21912;BRANCA;580;;0;
26;LC;11437;E;14;0;;1.16098;600.73;0.21912;VERDE;585;;1;
28;LC;11437;E;14;0;;1.16098;600.73;0.21912;AZUL;577;;0;
38;LC;11966;A;18;0;;1.22111;668.28;0.21162;AMARELA;578;;0;
10;LC;11966;A;18;0;;1.22111;668.28;0.21162;LARANJA - BRAILE;583;;1;
40;LC;11966;A;18;0;;1.22111;668.28;0.21162;AZUL;577;;0;
10;LC;11966;A;18;0;;1.22111;668.28;0.21162;VERDE;585;;1;
43;LC;11966;A;18;0;;1.22111;668.28;0.21162;BRANCA;580;;0;
10;LC;11966;A;18;0;;1.22111;668.28;0.21162;ROSA;579;;0;
10;LC;11966;A;18;0;;1.22111;668.28;0.21162;LARANJA;584;;1;
27;LC;12204;B;23;0;;1.62712;553.49;0.10236;LARANJA - BRAILE;583;;1;
29;LC;12204;B;23;0;;1.62712;553.49;0.10236;AZUL;577;;0;
43;LC;12204;B;23;0;;1.62712;553.49;0.10236;AMARELA;578;;0;
27;LC;12204;B;23;0;;1.62712;553.49;0.10236;LARANJA;584;;1;
27;LC;12204;B;23;0;;1.62712;553.49;0.10236;VERDE;585;;1;
27;LC;12204;B;23;0;;1.62712;553.49;0.10236;ROSA;579;;0;
38;LC;12204;B;23;0;;1.62712;553.49;0.10236;BRANCA;580;;0;
178;MT;12612;B;21;0;;2.35583;619.60;0.179;AMARELA;696;;0;
142;MT;12612;B;21;0;;2.35583;619.60;0.179;AZUL;695;;0;
176;MT;12612;B;21;0;;2.35583;619.60;0.179;ROSA;697;;0;
170;MT;12612;B;21;0;;2.35583;619.60;0.179;CINZA;698;;0;
23;LC;13023;C;25;0;;1.99834;692.72;0.1518;AMARELA;692;;0;0.0
32;LC;13023;C;25;0;;1.99834;692.72;0.1518;AZUL;691;;0;1.0
38;LC;13023;C;25;0;;1.99834;692.72;0.1518;ROSA;694;;0;1.0
26;LC;13023;C;25;0;;1.99834;692.72;0.1518;AMARELA;692;;0;1.0
6;LC;13023;C;25;0;;1.99834;692.72;0.1518;ROSA;694;;0;0.0
13;LC;13023;C;25;0;;1.99834;692.72;0.1518;BRANCA;693;;0;1.0
15;LC;13023;C;25;0;;1.99834;692.72;0.1518;BRANCA;693;;0;0.0
22;LC;13023;C;25;0;;1.99834;692.72;0.1518;AZUL;691;;0;0.0
154;MT;13085;B;8;0;;4.06335;718.03;0.2161;VERDE;595;;1;
154;MT;13085;B;8;0;;4.06335;718.03;0.2161;ROSA;589;;0;
168;MT;13085;B;8;0;;4.06335;718.03;0.2161;AMARELA;588;;0;
148;MT;13085;B;8;0;;4.06335;718.03;0.2161;CINZA;590;;0;
161;MT;13085;B;8;0;;4.06335;718.03;0.2161;AZUL;587;;0;
154;MT;13085;B;8;0;;4.06335;718.03;0.2161;LARANJA;594;;1;
154;MT;13085;B;8;0;;4.06335;718.03;0.2161;LARANJA - BRAILE;593;;1;
36;LC;13484;C;23;0;;2.87483;670.31;0.21536;BRANCA;693;;0;1.0
35;LC;13484;C;23;0;;2.87483;670.31;0.21536;AZUL;691;;0;0.0
28;LC;13484;C;23;0;;2.87483;670.31;0.21536;AZUL;691;;0;1.0
18;LC;13484;C;23;0;;2.87483;670.31;0.21536;AMARELA;692;;0;0.0
23;LC;13484;C;23;0;;2.87483;670.31;0.21536;ROSA;694;;0;0.0
35;LC;13484;C;23;0;;2.87483;670.31;0.21536;ROSA;694;;0;1.0
21;LC;13484;C;23;0;;2.87483;670.31;0.21536;BRANCA;693;;0;0.0
41;LC;13484;C;23;0;;2.87483;670.31;0.21536;AMARELA;692;;0;1.0
12;LC;13875;B;15;0;;0.98458;660.62;0.27334;AZUL;691;;0;0.0
30;LC;13875;B;15;0;;0.98458;660.62;0.27334;ROSA;694;;0;1.0
10;LC;13875;B;15;0;;0.98458;660.62;0.27334;AZUL;691;;0;1.0
37;LC;13875;B;15;0;;0.98458;660.62;0.27334;ROSA;694;;0;0.0
43;LC;13875;B;15;0;;0.98458;660.62;0.27334;BRANCA;693;;0;0.0
17;LC;13875;B;15;0;;0.98458;660.62;0.27334;AMARELA;692;;0;1.0
9;LC;13875;B;15;0;;0.98458;660.62;0.27334;BRANCA;693;;0;1.0
26;LC;13875;B;15;0;;0.98458;660.62;0.27334;AMARELA;692;;0;0.0
13;LC;13899;A;10;0;;3.16763;525.76;0.12321;AZUL;691;;0;0.0
22;LC;13899;A;10;0;;3.16763;525.76;0.12321;AZUL;691;;0;1.0
19;LC;13899;A;10;0;;3.16763;525.76;0.12321;BRANCA;693;;0;0.0
15;LC;13899;A;10;0;;3.16763;525.76;0.12321;ROSA;694;;0;1.0
40;LC;13899;A;10;0;;3.16763;525.76;0.12321;BRANCA;693;;0;1.0
7;LC;13899;A;10;0;;3.16763;525.76;0.12321;AMARELA;692;;0;0.0
9;LC;13899;A;10;0;;3.16763;525.76;0.12321;ROSA;694;;0;0.0
9;LC;13899;A;10;0;;3.16763;525.76;0.12321;AMARELA;692;;0;1.0
155;MT;14102;E;3;0;;2.95318;713.20;0.12599;AMARELA;696;;0;
164;MT;14102;E;3;0;;2.95318;713.20;0.12599;ROSA;697;;0;
168;MT;14102;E;3;0;;2.95318;713.20;0.12599;AZUL;695;;0;
179;MT;14102;E;3;0;;2.95318;713.20;0.12599;CINZA;698;;0;
115;CN;14166;D;28;0;;2.34237;618.38;0.1378;LARANJA;604;;1;
115;CN;14166;D;28;0;;2.34237;618.38;0.1378;LARANJA - BRAILE;603;;1;
118;CN;14215;A;12;0;;1.25778;494.78;0.22194;LARANJA - BRAILE;643;;1;
118;CN;14215;A;12;0;;1.25778;494.78;0.22194;LARANJA;644;;1;
118;CN;14215;A;12;0;;1.25778;494.78;0.22194;LARANJA - BRAILE;683;;1;
118;CN;14215;A;12;0;;1.25778;494.78;0.22194;LARANJA;684;;1;
104;CN;14315;E;16;0;;2.83218;678.23;0.1549;AMARELA;700;;0;
95;CN;14315;E;16;0;;2.83218;678.23;0.1549;AZUL;699;;0;
111;CN;14315;E;16;0;;2.83218;678.23;0.1549;CINZA;702;;0;
116;CN;14315;E;16;0;;2.83218;678.23;0.1549;ROSA;701;;0;
138;MT;14369;B;1;0;;2.13864;681.22;0.13721;AZUL;695;;0;
174;MT;14369;B;1;0;;2.13864;681.22;0.13721;CINZA;698;;0;
137;MT;14369;B;1;0;;2.13864;681.22;0.13721;AMARELA;696;;0;
149;MT;14369;B;1;0;;2.13864;681.22;0.13721;ROSA;697;;0;
140;MT;14444;X;6;1;Anulado;;nan;;AMARELA;696;;0;
157;MT;14444;X;6;1;Anulado;;nan;;AZUL;695;;0;
165;MT;14444;X;6;1;Anulado;;nan;;ROSA;697;;0;
148;MT;14444;X;6;1;Anulado;;nan;;CINZA;698;;0;
141;MT;14777;A;18;0;;2.10255;718.13;0.14632;AZUL;695;;0;
177;MT;14777;A;18;0;;2.10255;718.13;0.14632;ROSA;697;;0;
144;MT;14777;A;18;0;;2.10255;718.13;0.14632;AMARELA;696;;0;
166;MT;14777;A;18;0;;2.10255;718.13;0.14632;CINZA;698;;0;
92;CN;14948;B;17;0;;3.45952;501.85;0.15628;AZUL;637;;0;
119;CN;14948;B;17;0;;3.45952;501.85;0.15628;CINZA;639;;0;
119;CN;14948;B;17;0;;3.45952;501.85;0.15628;CINZA;679;;0;
92;CN;14948;B;17;0;;3.45952;501.85;0.15628;AZUL;677;;0;
135;CN;14948;B;17;0;;3.45952;501.85;0.15628;LARANJA - BRAILE;683;;1;
112;CN;14948;B;17;0;;3.45952;501.85;0.15628;AMARELA;638;;0;
112;CN;14948;B;17;0;;3.45952;501.85;0.15628;AMARELA;678;;0;
135;CN;14948;B;17;0;;3.45952;501.85;0.15628;LARANJA - BRAILE;643;;1;
135;CN;14948;B;17;0;;3.45952;501.85;0.15628;LARANJA;644;;1;
135;CN;14948;B;17;0;;3.45952;501.85;0.15628;ROSA;680;;0;
135;CN;14948;B;17;0;;3.45952;501.85;0.15628;ROSA;640;;0;
135;CN;14948;B;17;0;;3.45952;501.85;0.15628;LARANJA;684;;1;
98;CN;14958;A;5;0;;2.04661;686.59;0.11451;LARANJA;604;;1;
98;CN;14958;A;5;0;;2.04661;686.59;0.11451;LARANJA - BRAILE;603;;1;
118;CN;14966;D;9;0;;1.99076;567.44;0.18662;ROSA;600;;0;
118;CN;14966;D;9;0;;1.99076;567.44;0.18662;VERDE;605;;1;
129;CN;14966;D;9;0;;1.99076;567.44;0.18662;AMARELA;598;;0;
97;CN;14966;D;9;0;;1.99076;567.44;0.18662;AZUL;597;;0;
93;CN;14966;D;9;0;;1.99076;567.44;0.18662;CINZA;599;;0;
118;CN;14966;D;9;0;;1.99076;567.44;0.18662;LARANJA;604;;1;
118;CN;14966;D;9;0;;1.99076;567.44;0.18662;LARANJA - BRAILE;603;;1;
134;CN;14974;D;20;0;;1.1198;595.68;0.17464;ROSA;640;;0;
111;CN;14974;D;20;0;;1.1198;595.68;0.17464;AMARELA;638;;0;
118;CN;14974;D;20;0;;1.1198;595.68;0.17464;CINZA;679;;0;
111;CN;14974;D;20;0;;1.1198;595.68;0.17464;AMARELA;678;;0;
134;CN;14974;D;20;0;;1.1198;595.68;0.17464;ROSA;680;;0;
91;CN;14974;D;20;0;;1.1198;595.68;0.17464;AZUL;637;;0;
134;CN;14974;D;20;0;;1.1198;595.68;0.17464;LARANJA;644;;1;
91;CN;14974;D;20;0;;1.1198;595.68;0.17464;AZUL;677;;0;
118;CN;14974;D;20;0;;1.1198;595.68;0.17464;CINZA;639;;0;
134;CN;14974;D;20;0;;1.1198;595.68;0.17464;LARANJA - BRAILE;683;;1;
134;CN;14974;D;20;0;;1.1198;595.68;0.17464;LARANJA - BRAILE;643;;1;
134;CN;14974;D;20;0;;1.1198;595.68;0.17464;LARANJA;684;;1;
101;CN;14984;A;23;0;;1.83572;530.86;0.15992;LARANJA - BRAILE;603;;1;
101;CN;14984;A;23;0;;1.83572;530.86;0.15992;LARANJA;604;;1;
125;CN;14993;C;28;0;;0.99966;619.44;0.21325;LARANJA - BRAILE;603;;1;
118;CN;14993;C;28;0;;0.99966;619.44;0.21325;AZUL;597;;0;
98;CN;14993;C;28;0;;0.99966;619.44;0.21325;AMARELA;598;;0;
125;CN;14993;C;28;0;;0.99966;619.44;0.21325;VERDE;605;;1;
125;CN;14993;C;28;0;;0.99966;619.44;0.21325;ROSA;600;;0;
125;CN;14993;C;28;0;;0.99966;619.44;0.21325;LARANJA;604;;1;
97;CN;14993;C;28;0;;0.99966;619.44;0.21325;CINZA;599;;0;
11;LC;15001;A;12;0;;1.61694;683.85;0.26085;AMARELA;578;;0;
30;LC;15001;A;12;0;;1.61694;683.85;0.26085;ROSA;579;;0;
31;LC;15001;A;12;0;;1.61694;683.85;0.26085;BRANCA;580;;0;
30;LC;15001;A;12;0;;1.61694;683.85;0.26085;VERDE;585;;1;
25;LC;15001;A;12;0;;1.61694;683.85;0.26085;AZUL;577;;0;
30;LC;15001;A;12;0;;1.61694;683.85;0.26085;LARANJA;584;;1;
30;LC;15001;A;12;0;;1.61694;683.85;0.26085;LARANJA - BRAILE;583;;1;
38;LC;15007;D;12;0;;2.07567;523.30;0.1902;AMARELA;692;;0;1.0
24;LC;15007;D;12;0;;2.07567;523.30;0.1902;BRANCA;693;;0;1.0
35;LC;15007;D;12;0;;2.07567;523.30;0.1902;AMARELA;692;;0;0.0
33;LC;15007;D;12;0;;2.07567;523.30;0.1902;AZUL;691;;0;1.0
40;LC;15007;D;12;0;;2.07567;523.30;0.1902;ROSA;694;;0;0.0
7;LC;15007;D;12;0;;2.07567;523.30;0.1902;ROSA;694;;0;1.0
9;LC;15007;D;12;0;;2.07567;523.30;0.1902;BRANCA;693;;0;0.0
28;LC;15007;D;12;0;;2.07567;523.30;0.1902;AZUL;691;;0;0.0
35;LC;15009;D;13;0;;1.45445;542.14;0.23037;AZUL;657;;0;
38;LC;15009;D;13;0;;1.45445;542.14;0.23037;LARANJA - BRAILE;663;;1;
38;LC;15009;D;13;0;;1.45445;542.14;0.23037;LARANJA - BRAILE;623;;1;
38;LC;15009;D;13;0;;1.45445;542.14;0.23037;LARANJA;664;;1;
29;LC;15009;D;13;0;;1.45445;542.14;0.23037;BRANCA;660;;0;
30;LC;15009;D;13;0;;1.45445;542.14;0.23037;AMARELA;618;;0;
29;LC;15009;D;13;0;;1.45445;542.14;0.23037;BRANCA;620;;0;
38;LC;15009;D;13;0;;1.45445;542.14;0.23037;LARANJA;624;;1;
30;LC;15009;D;13;0;;1.45445;542.14;0.23037;AMARELA;658;;0;
35;LC;15009;D;13;0;;1.45445;542.14;0.23037;AZUL;617;;0;
38;LC;15009;D;13;0;;1.45445;542.14;0.23037;ROSA;659;;0;
38;LC;15009;D;13;0;;1.45445;542.14;0.23037;ROSA;619;;0;
14;LC;15133;B;12;0;;2.00775;724.81;0.1713;AZUL;691;;0;1.0
42;LC;15133;B;12;0;;2.00775;724.81;0.1713;BRANCA;693;;0;1.0
39;LC;15133;B;12;0;;2.00775;724.81;0.1713;BRANCA;693;;0;0.0
45;LC;15133;B;12;0;;2.00775;724.81;0.1713;ROSA;694;;0;0.0
37;LC;15133;B;12;0;;2.00775;724.81;0.1713;AMARELA;692;;0;0.0
40;LC;15133;B;12;0;;2.00775;724.81;0.1713;AMARELA;692;;0;1.0
36;LC;15133;B;12;0;;2.00775;724.81;0.1713;AZUL;691;;0;0.0
31;LC;15133;B;12;0;;2.00775;724.81;0.1713;ROSA;694;;0;1.0
164;MT;15248;C;21;0;;3.29625;786.17;0.25529;LARANJA;594;;1;
164;MT;15248;C;21;0;;3.29625;786.17;0.25529;ROSA;589;;0;
164;MT;15248;C;21;0;;3.29625;786.17;0.25529;VERDE;595;;1;
139;MT;15248;C;21;0;;3.29625;786.17;0.25529;AMARELA;588;;0;
164;MT;15248;C;21;0;;3.29625;786.17;0.25529;LARANJA - BRAILE;593;;1;
146;MT;15248;C;21;0;;3.29625;786.17;0.25529;AZUL;587;;0;
174;MT;15248;C;21;0;;3.29625;786.17;0.25529;CINZA;590;;0;
83;CH;15291;B;23;0;;4.43583;668.00;0.27045;LARANJA - BRAILE;573;;1;
66;CH;15291;B;23;0;;4.43583;668.00;0.27045;AMARELA;568;;0;
83;CH;15291;B;23;0;;4.43583;668.00;0.27045;ROSA;570;;0;
63;CH;15291;B;23;0;;4.43583;668.00;0.27045;AZUL;567;;0;
83;CH;15291;B;23;0;;4.43583;668.00;0.27045;LARANJA;574;;1;
83;CH;15291;B;23;0;;4.43583;668.00;0.27045;VERDE;575;;1;
58;CH;15291;B;23;0;;4.43583;668.00;0.27045;BRANCA;569;;0;
107;CN;15357;X;23;1;Anulado;;nan;;CINZA;639;;0;
107;CN;15357;X;23;1;Anulado;;nan;;CINZA;679;;0;
96;CN;15357;X;23;1;Anulado;;nan;;AZUL;677;;0;
133;CN;15357;X;23;1;Anulado;;nan;;ROSA;680;;0;
133;CN;15357;X;23;1;Anulado;;nan;;ROSA;640;;0;
135;CN;15357;X;23;1;Anulado;;nan;;AMARELA;638;;0;
133;CN;15357;X;23;1;Anulado;;nan;;LARANJA - BRAILE;643;;1;
133;CN;15357;X;23;1;Anulado;;nan;;LARANJA - BRAILE;683;;1;
133;CN;15357;X;23;1;Anulado;;nan;;LARANJA;644;;1;
135;CN;15357;X;23;1;Anulado;;nan;;AMARELA;678;;0;
133;CN;15357;X;23;1;Anulado;;nan;;LARANJA;684;;1;
96;CN;15357;X;23;1;Anulado;;nan;;AZUL;637;;0;
154;MT;15485;C;2;0;;1.8171;681.07;0.17498;ROSA;697;;0;
166;MT;15485;C;2;0;;1.8171;681.07;0.17498;AZUL;695;;0;
149;MT;15485;C;2;0;;1.8171;681.07;0.17498;CINZA;698;;0;
142;MT;15485;C;2;0;;1.8171;681.07;0.17498;AMARELA;696;;0;
143;MT;15561;E;2;0;;1.50517;721.65;0.11302;LARANJA;674;;1;
