CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;TP_VERSAO_DIGITAL
127;CN;39022;E;18;0;;3.13365;640.95;0.17802;AMARELA;678;;0;
95;CN;39022;E;18;0;;3.13365;640.95;0.17802;CINZA;679;;0;
95;CN;39022;E;18;0;;3.13365;640.95;0.17802;CINZA;639;;0;
127;CN;39022;E;18;0;;3.13365;640.95;0.17802;AMARELA;638;;0;
104;CN;39022;E;18;0;;3.13365;640.95;0.17802;AZUL;637;;0;
109;CN;39022;E;18;0;;3.13365;640.95;0.17802;ROSA;640;;0;
104;CN;39022;E;18;0;;3.13365;640.95;0.17802;AZUL;677;;0;
109;CN;39022;E;18;0;;3.13365;640.95;0.17802;ROSA;680;;0;
37;LC;39157;D;3;0;;2.57676;530.19;0.08361;LARANJA - BRAILE;663;;1;
19;LC;39157;D;3;0;;2.57676;530.19;0.08361;BRANCA;660;;0;
37;LC;39157;D;3;0;;2.57676;530.19;0.08361;ROSA;659;;0;
37;LC;39157;D;3;0;;2.57676;530.19;0.08361;LARANJA;664;;1;
37;LC;39157;D;3;0;;2.57676;530.19;0.08361;LARANJA;624;;1;
37;LC;39157;D;3;0;;2.57676;530.19;0.08361;LARANJA - BRAILE;623;;1;
19;LC;39157;D;3;0;;2.57676;530.19;0.08361;BRANCA;620;;0;
23;LC;39157;D;3;0;;2.57676;530.19;0.08361;AMARELA;618;;0;
23;LC;39157;D;3;0;;2.57676;530.19;0.08361;AMARELA;658;;0;
8;LC;39157;D;3;0;;2.57676;530.19;0.08361;AZUL;617;;0;
37;LC;39157;D;3;0;;2.57676;530.19;0.08361;ROSA;619;;0;
8;LC;39157;D;3;0;;2.57676;530.19;0.08361;AZUL;657;;0;
16;LC;39580;A;10;0;;1.53967;633.66;0.26933;BRANCA;693;;0;1.0
44;LC;39580;A;10;0;;1.53967;633.66;0.26933;ROSA;694;;0;1.0
31;LC;39580;A;10;0;;1.53967;633.66;0.26933;AZUL;691;;0;0.0
25;LC;39580;A;10;0;;1.53967;633.66;0.26933;ROSA;694;;0;0.0
21;LC;39580;A;10;0;;1.53967;633.66;0.26933;AZUL;691;;0;1.0
34;LC;39580;A;10;0;;1.53967;633.66;0.26933;BRANCA;693;;0;0.0
24;LC;39580;A;10;0;;1.53967;633.66;0.26933;AMARELA;692;;0;0.0
42;LC;39580;A;10;0;;1.53967;633.66;0.26933;AMARELA;692;;0;1.0
20;LC;39585;C;19;0;;1.91934;682.32;0.2035;ROSA;694;;0;1.0
37;LC;39585;C;19;0;;1.91934;682.32;0.2035;AMARELA;692;;0;1.0
28;LC;39585;C;19;0;;1.91934;682.32;0.2035;BRANCA;693;;0;1.0
23;LC;39585;C;19;0;;1.91934;682.32;0.2035;AZUL;691;;0;0.0
43;LC;39585;C;19;0;;1.91934;682.32;0.2035;AZUL;691;;0;1.0
36;LC;39585;C;19;0;;1.91934;682.32;0.2035;ROSA;694;;0;0.0
24;LC;39585;C;19;0;;1.91934;682.32;0.2035;BRANCA;693;;0;0.0
11;LC;39585;C;19;0;;1.91934;682.32;0.2035;AMARELA;692;;0;0.0
148;MT;39587;B;27;0;;1.65228;693.15;0.1785;LARANJA;634;;1;
148;MT;39587;B;27;0;;1.65228;693.15;0.1785;LARANJA - BRAILE;633;;1;
144;MT;39587;B;27;0;;1.65228;693.15;0.1785;AMARELA;628;;0;
172;MT;39587;B;27;0;;1.65228;693.15;0.1785;CINZA;630;;0;
144;MT;39587;B;27;0;;1.65228;693.15;0.1785;AMARELA;668;;0;
148;MT;39587;B;27;0;;1.65228;693.15;0.1785;LARANJA;674;;1;
148;MT;39587;B;27;0;;1.65228;693.15;0.1785;ROSA;629;;0;
172;MT;39587;B;27;0;;1.65228;693.15;0.1785;CINZA;670;;0;
162;MT;39587;B;27;0;;1.65228;693.15;0.1785;AZUL;667;;0;
162;MT;39587;B;27;0;;1.65228;693.15;0.1785;AZUL;627;;0;
148;MT;39587;B;27;0;;1.65228;693.15;0.1785;ROSA;669;;0;
148;MT;39587;B;27;0;;1.65228;693.15;0.1785;LARANJA - BRAILE;673;;1;
143;MT;39624;D;1;0;;2.35085;597.53;0.18771;AMARELA;668;;0;
147;MT;39624;D;1;0;;2.35085;597.53;0.18771;ROSA;669;;0;
161;MT;39624;D;1;0;;2.35085;597.53;0.18771;AZUL;667;;0;
147;MT;39624;D;1;0;;2.35085;597.53;0.18771;LARANJA;634;;1;
143;MT;39624;D;1;0;;2.35085;597.53;0.18771;AMARELA;628;;0;
147;MT;39624;D;1;0;;2.35085;597.53;0.18771;ROSA;629;;0;
147;MT;39624;D;1;0;;2.35085;597.53;0.18771;LARANJA - BRAILE;633;;1;
171;MT;39624;D;1;0;;2.35085;597.53;0.18771;CINZA;670;;0;
147;MT;39624;D;1;0;;2.35085;597.53;0.18771;LARANJA - BRAILE;673;;1;
147;MT;39624;D;1;0;;2.35085;597.53;0.18771;LARANJA;674;;1;
161;MT;39624;D;1;0;;2.35085;597.53;0.18771;AZUL;627;;0;
171;MT;39624;D;1;0;;2.35085;597.53;0.18771;CINZA;630;;0;
127;CN;39808;A;10;0;;2.28683;606.32;0.15632;LARANJA - BRAILE;643;;1;
127;CN;39808;A;10;0;;2.28683;606.32;0.15632;LARANJA;684;;1;
127;CN;39808;A;10;0;;2.28683;606.32;0.15632;LARANJA - BRAILE;683;;1;
127;CN;39808;A;10;0;;2.28683;606.32;0.15632;LARANJA;644;;1;
124;CN;40151;D;2;0;;2.11847;657.16;0.14442;LARANJA - BRAILE;603;;1;
97;CN;40151;D;2;0;;2.11847;657.16;0.14442;AMARELA;598;;0;
96;CN;40151;D;2;0;;2.11847;657.16;0.14442;CINZA;599;;0;
124;CN;40151;D;2;0;;2.11847;657.16;0.14442;LARANJA;604;;1;
117;CN;40151;D;2;0;;2.11847;657.16;0.14442;AZUL;597;;0;
124;CN;40151;D;2;0;;2.11847;657.16;0.14442;ROSA;600;;0;
124;CN;40151;D;2;0;;2.11847;657.16;0.14442;VERDE;605;;1;
114;CN;40441;C;27;0;;1.92507;713.19;0.28225;CINZA;702;;0;
101;CN;40441;C;27;0;;1.92507;713.19;0.28225;AZUL;699;;0;
117;CN;40441;C;27;0;;1.92507;713.19;0.28225;ROSA;701;;0;
135;CN;40441;C;27;0;;1.92507;713.19;0.28225;AMARELA;700;;0;
139;MT;40614;E;7;0;;1.05473;575.45;0.18162;CINZA;630;;0;
157;MT;40614;E;7;0;;1.05473;575.45;0.18162;ROSA;629;;0;
139;MT;40614;E;7;0;;1.05473;575.45;0.18162;CINZA;670;;0;
157;MT;40614;E;7;0;;1.05473;575.45;0.18162;ROSA;669;;0;
174;MT;40614;E;7;0;;1.05473;575.45;0.18162;AZUL;667;;0;
174;MT;40614;E;7;0;;1.05473;575.45;0.18162;AZUL;627;;0;
145;MT;40614;E;7;0;;1.05473;575.45;0.18162;AMARELA;628;;0;
145;MT;40614;E;7;0;;1.05473;575.45;0.18162;AMARELA;668;;0;
46;CH;40615;D;9;0;;2.62388;592.51;0.22773;ROSA;690;;0;
54;CH;40615;D;9;0;;2.62388;592.51;0.22773;AZUL;687;;0;
62;CH;40615;D;9;0;;2.62388;592.51;0.22773;AMARELA;688;;0;
58;CH;40615;D;9;0;;2.62388;592.51;0.22773;BRANCA;689;;0;
14;LC;40763;D;22;0;;1.47486;669.61;0.20767;ROSA;659;;0;
38;LC;40763;D;22;0;;1.47486;669.61;0.20767;BRANCA;660;;0;
39;LC;40763;D;22;0;;1.47486;669.61;0.20767;AZUL;657;;0;
8;LC;40763;D;22;0;;1.47486;669.61;0.20767;AMARELA;658;;0;
14;LC;40763;D;22;0;;1.47486;669.61;0.20767;LARANJA;624;;1;
14;LC;40763;D;22;0;;1.47486;669.61;0.20767;LARANJA - BRAILE;623;;1;
38;LC;40763;D;22;0;;1.47486;669.61;0.20767;BRANCA;620;;0;
8;LC;40763;D;22;0;;1.47486;669.61;0.20767;AMARELA;618;;0;
39;LC;40763;D;22;0;;1.47486;669.61;0.20767;AZUL;617;;0;
14;LC;40763;D;22;0;;1.47486;669.61;0.20767;ROSA;619;;0;
14;LC;40763;D;22;0;;1.47486;669.61;0.20767;LARANJA;664;;1;
14;LC;40763;D;22;0;;1.47486;669.61;0.20767;LARANJA - BRAILE;663;;1;
94;CN;40789;D;26;0;;3.23981;633.38;0.12857;ROSA;680;;0;
110;CN;40789;D;26;0;;3.23981;633.38;0.12857;AMARELA;638;;0;
135;CN;40789;D;26;0;;3.23981;633.38;0.12857;AZUL;677;;0;
94;CN;40789;D;26;0;;3.23981;633.38;0.12857;LARANJA - BRAILE;683;;1;
94;CN;40789;D;26;0;;3.23981;633.38;0.12857;LARANJA;644;;1;
110;CN;40789;D;26;0;;3.23981;633.38;0.12857;AMARELA;678;;0;
128;CN;40789;D;26;0;;3.23981;633.38;0.12857;CINZA;639;;0;
94;CN;40789;D;26;0;;3.23981;633.38;0.12857;LARANJA;684;;1;
135;CN;40789;D;26;0;;3.23981;633.38;0.12857;AZUL;637;;0;
94;CN;40789;D;26;0;;3.23981;633.38;0.12857;ROSA;640;;0;
128;CN;40789;D;26;0;;3.23981;633.38;0.12857;CINZA;679;;0;
94;CN;40789;D;26;0;;3.23981;633.38;0.12857;LARANJA - BRAILE;643;;1;
3;LC;40963;D;5;0;;2.62085;560.21;0.20217;AZUL;691;0.0;0;0.0
4;LC;40963;D;5;0;;2.62085;560.21;0.20217;ROSA;694;0.0;0;0.0
5;LC;40963;D;5;0;;2.62085;560.21;0.20217;AMARELA;692;0.0;0;0.0
2;LC;40963;D;5;0;;2.62085;560.21;0.20217;BRANCA;693;0.0;0;0.0
2;LC;40983;A;8;0;;4.03341;545.05;0.2414;AZUL;691;0.0;0;0.0
4;LC;40983;A;8;0;;4.03341;545.05;0.2414;AMARELA;692;0.0;0;0.0
5;LC;40983;A;8;0;;4.03341;545.05;0.2414;ROSA;694;0.0;0;0.0
3;LC;40983;A;8;0;;4.03341;545.05;0.2414;BRANCA;693;0.0;0;0.0
129;CN;41080;B;28;0;;3.17112;646.56;0.16322;AMARELA;678;;0;
98;CN;41080;B;28;0;;3.17112;646.56;0.16322;LARANJA - BRAILE;683;;1;
98;CN;41080;B;28;0;;3.17112;646.56;0.16322;LARANJA;644;;1;
119;CN;41080;B;28;0;;3.17112;646.56;0.16322;AZUL;637;;0;
130;CN;41080;B;28;0;;3.17112;646.56;0.16322;CINZA;679;;0;
130;CN;41080;B;28;0;;3.17112;646.56;0.16322;CINZA;639;;0;
98;CN;41080;B;28;0;;3.17112;646.56;0.16322;ROSA;680;;0;
98;CN;41080;B;28;0;;3.17112;646.56;0.16322;LARANJA - BRAILE;643;;1;
129;CN;41080;B;28;0;;3.17112;646.56;0.16322;AMARELA;638;;0;
98;CN;41080;B;28;0;;3.17112;646.56;0.16322;LARANJA;684;;1;
98;CN;41080;B;28;0;;3.17112;646.56;0.16322;ROSA;640;;0;
119;CN;41080;B;28;0;;3.17112;646.56;0.16322;AZUL;677;;0;
102;CN;41142;A;29;0;;3.91093;578.86;0.15072;AZUL;677;;0;
93;CN;41142;A;29;0;;3.91093;578.86;0.15072;CINZA;679;;0;
107;CN;41142;A;29;0;;3.91093;578.86;0.15072;ROSA;680;;0;
107;CN;41142;A;29;0;;3.91093;578.86;0.15072;LARANJA;644;;1;
107;CN;41142;A;29;0;;3.91093;578.86;0.15072;LARANJA - BRAILE;643;;1;
93;CN;41142;A;29;0;;3.91093;578.86;0.15072;CINZA;639;;0;
125;CN;41142;A;29;0;;3.91093;578.86;0.15072;AMARELA;638;;0;
125;CN;41142;A;29;0;;3.91093;578.86;0.15072;AMARELA;678;;0;
107;CN;41142;A;29;0;;3.91093;578.86;0.15072;ROSA;640;;0;
102;CN;41142;A;29;0;;3.91093;578.86;0.15072;AZUL;637;;0;
107;CN;41142;A;29;0;;3.91093;578.86;0.15072;LARANJA;684;;1;
107;CN;41142;A;29;0;;3.91093;578.86;0.15072;LARANJA - BRAILE;683;;1;
164;MT;41676;A;14;0;;3.19891;660.83;0.17181;CINZA;590;;0;
168;MT;41676;A;14;0;;3.19891;660.83;0.17181;AZUL;587;;0;
150;MT;41676;A;14;0;;3.19891;660.83;0.17181;LARANJA - BRAILE;593;;1;
150;MT;41676;A;14;0;;3.19891;660.83;0.17181;ROSA;589;;0;
150;MT;41676;A;14;0;;3.19891;660.83;0.17181;VERDE;595;;1;
150;MT;41676;A;14;0;;3.19891;660.83;0.17181;LARANJA;594;;1;
175;MT;41676;A;14;0;;3.19891;660.83;0.17181;AMARELA;588;;0;
1;LC;41833;C;8;0;;2.93418;608.60;0.41995;BRANCA;693;1.0;0;1.0
2;LC;41833;C;8;0;;2.93418;608.60;0.41995;ROSA;694;1.0;0;1.0
3;LC;41833;C;8;0;;2.93418;608.60;0.41995;AMARELA;692;1.0;0;1.0
5;LC;41833;C;8;0;;2.93418;608.60;0.41995;AZUL;691;1.0;0;1.0
145;MT;42270;E;10;0;;2.29498;685.39;0.30238;AZUL;695;;0;
136;MT;42270;E;10;0;;2.29498;685.39;0.30238;AMARELA;696;;0;
160;MT;42270;E;10;0;;2.29498;685.39;0.30238;ROSA;697;;0;
141;MT;42270;E;10;0;;2.29498;685.39;0.30238;CINZA;698;;0;
134;CN;42284;A;15;0;;3.39011;630.18;0.16168;AMARELA;700;;0;
94;CN;42284;A;15;0;;3.39011;630.18;0.16168;CINZA;702;;0;
100;CN;42284;A;15;0;;3.39011;630.18;0.16168;ROSA;701;;0;
127;CN;42284;A;15;0;;3.39011;630.18;0.16168;AZUL;699;;0;
82;CH;42444;B;12;0;;2.20063;667.41;0.24121;VERDE;575;;1;
57;CH;42444;B;12;0;;2.20063;667.41;0.24121;BRANCA;569;;0;
82;CH;42444;B;12;0;;2.20063;667.41;0.24121;LARANJA - BRAILE;573;;1;
82;CH;42444;B;12;0;;2.20063;667.41;0.24121;LARANJA;574;;1;
62;CH;42444;B;12;0;;2.20063;667.41;0.24121;AZUL;567;;0;
82;CH;42444;B;12;0;;2.20063;667.41;0.24121;ROSA;570;;0;
65;CH;42444;B;12;0;;2.20063;667.41;0.24121;AMARELA;568;;0;
21;LC;42898;A;23;0;;2.5062;532.30;0.14089;LARANJA;664;;1;
45;LC;42898;A;23;0;;2.5062;532.30;0.14089;AMARELA;658;;0;
34;LC;42898;A;23;0;;2.5062;532.30;0.14089;AZUL;657;;0;
21;LC;42898;A;23;0;;2.5062;532.30;0.14089;ROSA;659;;0;
33;LC;42898;A;23;0;;2.5062;532.30;0.14089;BRANCA;660;;0;
33;LC;42898;A;23;0;;2.5062;532.30;0.14089;BRANCA;620;;0;
21;LC;42898;A;23;0;;2.5062;532.30;0.14089;LARANJA;624;;1;
21;LC;42898;A;23;0;;2.5062;532.30;0.14089;LARANJA - BRAILE;623;;1;
34;LC;42898;A;23;0;;2.5062;532.30;0.14089;AZUL;617;;0;
21;LC;42898;A;23;0;;2.5062;532.30;0.14089;LARANJA - BRAILE;663;;1;
45;LC;42898;A;23;0;;2.5062;532.30;0.14089;AMARELA;618;;0;
21;LC;42898;A;23;0;;2.5062;532.30;0.14089;ROSA;619;;0;
179;MT;42979;B;20;0;;2.99029;648.37;0.18767;LARANJA - BRAILE;673;;1;
179;MT;42979;B;20;0;;2.99029;648.37;0.18767;LARANJA;634;;1;
157;MT;42979;B;20;0;;2.99029;648.37;0.18767;CINZA;630;;0;
153;MT;42979;B;20;0;;2.99029;648.37;0.18767;AMARELA;628;;0;
138;MT;42979;B;20;0;;2.99029;648.37;0.18767;AZUL;667;;0;
138;MT;42979;B;20;0;;2.99029;648.37;0.18767;AZUL;627;;0;
179;MT;42979;B;20;0;;2.99029;648.37;0.18767;ROSA;629;;0;
179;MT;42979;B;20;0;;2.99029;648.37;0.18767;LARANJA;674;;1;
179;MT;42979;B;20;0;;2.99029;648.37;0.18767;LARANJA - BRAILE;633;;1;
179;MT;42979;B;20;0;;2.99029;648.37;0.18767;ROSA;669;;0;
153;MT;42979;B;20;0;;2.99029;648.37;0.18767;AMARELA;668;;0;
157;MT;42979;B;20;0;;2.99029;648.37;0.18767;CINZA;670;;0;
142;MT;43017;C;14;0;;2.03703;704.96;0.29142;CINZA;698;;0;
147;MT;43017;C;14;0;;2.03703;704.96;0.29142;AMARELA;696;;0;
179;MT;43017;C;14;0;;2.03703;704.96;0.29142;AZUL;695;;0;
174;MT;43017;C;14;0;;2.03703;704.96;0.29142;ROSA;697;;0;
179;MT;43031;E;16;0;;2.99305;684.65;0.06394;AZUL;587;;0;
161;MT;43031;E;16;0;;2.99305;684.65;0.06394;AMARELA;588;;0;
138;MT;43031;E;16;0;;2.99305;684.65;0.06394;ROSA;589;;0;
154;MT;43031;E;16;0;;2.99305;684.65;0.06394;CINZA;590;;0;
138;MT;43031;E;16;0;;2.99305;684.65;0.06394;LARANJA - BRAILE;593;;1;
138;MT;43031;E;16;0;;2.99305;684.65;0.06394;LARANJA;594;;1;
138;MT;43031;E;16;0;;2.99305;684.65;0.06394;VERDE;595;;1;
38;LC;43033;E;4;1;Anulado pela TRI;;nan;;AMARELA;692;;0;0.0
41;LC;43033;E;4;1;Anulado pela TRI;;nan;;BRANCA;693;;0;1.0
18;LC;43033;E;4;1;Anulado pela TRI;;nan;;ROSA;694;;0;1.0
22;LC;43033;E;4;1;Anulado pela TRI;;nan;;AMARELA;692;;0;1.0
34;LC;43033;E;4;1;Anulado pela TRI;;nan;;AZUL;691;;0;1.0
43;LC;43033;E;4;1;Anulado pela TRI;;nan;;ROSA;694;;0;0.0
41;LC;43033;E;4;1;Anulado pela TRI;;nan;;BRANCA;693;;0;0.0
34;LC;43033;E;4;1;Anulado pela TRI;;nan;;AZUL;691;;0;0.0
55;CH;43244;B;3;0;;1.58139;599.49;0.19353;ROSA;690;;0;
83;CH;43244;B;3;0;;1.58139;599.49;0.19353;BRANCA;689;;0;
70;CH;43244;B;3;0;;1.58139;599.49;0.19353;AZUL;687;;0;
76;CH;43244;B;3;0;;1.58139;599.49;0.19353;AMARELA;688;;0;
143;MT;43495;B;19;0;;2.33389;620.76;0.15886;ROSA;697;;0;
146;MT;43495;B;19;0;;2.33389;620.76;0.15886;CINZA;698;;0;
170;MT;43495;B;19;0;;2.33389;620.76;0.15886;AZUL;695;;0;
153;MT;43495;B;19;0;;2.33389;620.76;0.15886;AMARELA;696;;0;
88;CH;43978;C;13;0;;3.11394;633.81;0.15766;LARANJA - BRAILE;573;;1;
71;CH;43978;C;13;0;;3.11394;633.81;0.15766;AMARELA;568;;0;
88;CH;43978;C;13;0;;3.11394;633.81;0.15766;VERDE;575;;1;
88;CH;43978;C;13;0;;3.11394;633.81;0.15766;LARANJA;574;;1;
75;CH;43978;C;13;0;;3.11394;633.81;0.15766;BRANCA;569;;0;
88;CH;43978;C;13;0;;3.11394;633.81;0.15766;ROSA;570;;0;
49;CH;43978;C;13;0;;3.11394;633.81;0.15766;AZUL;567;;0;
111;CN;44129;B;21;0;;2.51595;637.04;0.15302;ROSA;701;;0;
98;CN;44129;B;21;0;;2.51595;637.04;0.15302;AZUL;699;;0;
100;CN;44129;B;21;0;;2.51595;637.04;0.15302;AMARELA;700;;0;
93;CN;44129;B;21;0;;2.51595;637.04;0.15302;CINZA;702;;0;
141;MT;44322;X;28;1;Anulado;;nan;;AMARELA;588;;0;
157;MT;44322;X;28;1;Anulado;;nan;;AZUL;587;;0;
143;MT;44322;X;28;1;Anulado;;nan;;LARANJA - BRAILE;593;;1;
143;MT;44322;X;28;1;Anulado;;nan;;LARANJA;594;;1;
156;MT;44322;X;28;1;Anulado;;nan;;CINZA;590;;0;
143;MT;44322;X;28;1;Anulado;;nan;;VERDE;595;;1;
143;MT;44322;X;28;1;Anulado;;nan;;ROSA;589;;0;
24;LC;44328;A;9;0;;1.7744;502.36;0.1871;LARANJA;584;;1;
15;LC;44328;A;9;0;;1.7744;502.36;0.1871;AMARELA;578;;0;
24;LC;44328;A;9;0;;1.7744;502.36;0.1871;LARANJA - BRAILE;583;;1;
17;LC;44328;A;9;0;;1.7744;502.36;0.1871;BRANCA;580;;0;
24;LC;44328;A;9;0;;1.7744;502.36;0.1871;VERDE;585;;1;
35;LC;44328;A;9;0;;1.7744;502.36;0.1871;AZUL;577;;0;
24;LC;44328;A;9;0;;1.7744;502.36;0.1871;ROSA;579;;0;
20;LC;44501;A;29;0;;1.88413;615.41;0.03939;AZUL;691;;0;1.0
18;LC;44501;A;29;0;;1.88413;615.41;0.03939;BRANCA;693;;0;1.0
19;LC;44501;A;29;0;;1.88413;615.41;0.03939;AMARELA;692;;0;0.0
43;LC;44501;A;29;0;;1.88413;615.41;0.03939;AZUL;691;;0;0.0
12;LC;44501;A;29;0;;1.88413;615.41;0.03939;ROSA;694;;0;1.0
34;LC;44501;A;29;0;;1.88413;615.41;0.03939;AMARELA;692;;0;1.0
41;LC;44501;A;29;0;;1.88413;615.41;0.03939;ROSA;694;;0;0.0
22;LC;44501;A;29;0;;1.88413;615.41;0.03939;BRANCA;693;;0;0.0
116;CN;44553;C;11;0;;2.52056;559.69;0.18899;AZUL;699;;0;
119;CN;44553;C;11;0;;2.52056;559.69;0.18899;ROSA;701;;0;
97;CN;44553;C;11;0;;2.52056;559.69;0.18899;CINZA;702;;0;
108;CN;44553;C;11;0;;2.52056;559.69;0.18899;AMARELA;700;;0;
159;MT;44567;A;4;0;;2.21102;649.38;0.11305;ROSA;697;;0;
155;MT;44567;A;4;0;;2.21102;649.38;0.11305;CINZA;698;;0;
169;MT;44567;A;4;0;;2.21102;649.38;0.11305;AZUL;695;;0;
167;MT;44567;A;4;0;;2.21102;649.38;0.11305;AMARELA;696;;0;
162;MT;44700;C;6;0;;3.39554;695.73;0.10814;ROSA;669;;0;
136;MT;44700;C;6;0;;3.39554;695.73;0.10814;CINZA;670;;0;
162;MT;44700;C;6;0;;3.39554;695.73;0.10814;ROSA;629;;0;
150;MT;44700;C;6;0;;3.39554;695.73;0.10814;AZUL;627;;0;
168;MT;44700;C;6;0;;3.39554;695.73;0.10814;AMARELA;668;;0;
136;MT;44700;C;6;0;;3.39554;695.73;0.10814;CINZA;630;;0;
168;MT;44700;C;6;0;;3.39554;695.73;0.10814;AMARELA;628;;0;
150;MT;44700;C;6;0;;3.39554;695.73;0.10814;AZUL;667;;0;
173;MT;44783;D;8;0;;1.79191;760.47;0.14008;LARANJA;634;;1;
173;MT;44783;D;8;0;;1.79191;760.47;0.14008;LARANJA - BRAILE;633;;1;
169;MT;44783;D;8;0;;1.79191;760.47;0.14008;CINZA;630;;0;
176;MT;44783;D;8;0;;1.79191;760.47;0.14008;AMARELA;628;;0;
154;MT;44783;D;8;0;;1.79191;760.47;0.14008;AZUL;627;;0;
173;MT;44783;D;8;0;;1.79191;760.47;0.14008;ROSA;629;;0;
154;MT;44783;D;8;0;;1.79191;760.47;0.14008;AZUL;667;;0;
176;MT;44783;D;8;0;;1.79191;760.47;0.14008;AMARELA;668;;0;
173;MT;44783;D;8;0;;1.79191;760.47;0.14008;LARANJA - BRAILE;673;;1;
173;MT;44783;D;8;0;;1.79191;760.47;0.14008;LARANJA;674;;1;
169;MT;44783;D;8;0;;1.79191;760.47;0.14008;CINZA;670;;0;
173;MT;44783;D;8;0;;1.79191;760.47;0.14008;ROSA;669;;0;
106;CN;45091;C;3;0;;2.99315;569.25;0.16254;ROSA;701;;0;
97;CN;45091;C;3;0;;2.99315;569.25;0.16254;AMARELA;700;;0;
99;CN;45091;C;3;0;;2.99315;569.25;0.16254;CINZA;702;;0;
112;CN;45091;C;3;0;;2.99315;569.25;0.16254;AZUL;699;;0;
54;CH;45217;D;22;0;;3.55293;623.41;0.18404;BRANCA;569;;0;
63;CH;45217;D;22;0;;3.55293;623.41;0.18404;LARANJA;574;;1;
63;CH;45217;D;22;0;;3.55293;623.41;0.18404;LARANJA - BRAILE;573;;1;
63;CH;45217;D;22;0;;3.55293;623.41;0.18404;VERDE;575;;1;
86;CH;45217;D;22;0;;3.55293;623.41;0.18404;AZUL;567;;0;
47;CH;45217;D;22;0;;3.55293;623.41;0.18404;AMARELA;568;;0;
63;CH;45217;D;22;0;;3.55293;623.41;0.18404;ROSA;570;;0;
168;MT;46653;D;3;0;;1.89445;755.10;0.14731;AMARELA;696;;0;
140;MT;46653;D;3;0;;1.89445;755.10;0.14731;AZUL;695;;0;
153;MT;46653;D;3;0;;1.89445;755.10;0.14731;CINZA;698;;0;
136;MT;46653;D;3;0;;1.89445;755.10;0.14731;ROSA;697;;0;
47;CH;46853;B;5;0;;1.25018;528.95;0.05133;ROSA;690;;0;
75;CH;46853;B;5;0;;1.25018;528.95;0.05133;BRANCA;689;;0;
52;CH;46853;B;5;0;;1.25018;528.95;0.05133;AZUL;687;;0;
74;CH;46853;B;5;0;;1.25018;528.95;0.05133;AMARELA;688;;0;
55;CH;46932;A;23;0;;2.11017;658.20;0.23073;LARANJA - BRAILE;573;;1;
55;CH;46932;A;23;0;;2.11017;658.20;0.23073;VERDE;575;;1;
74;CH;46932;A;23;0;;2.11017;658.20;0.23073;AMARELA;568;;0;
55;CH;46932;A;23;0;;2.11017;658.20;0.23073;LARANJA;574;;1;
77;CH;46932;A;23;0;;2.11017;658.20;0.23073;AZUL;567;;0;
55;CH;46932;A;23;0;;2.11017;658.20;0.23073;ROSA;570;;0;
65;CH;46932;A;23;0;;2.11017;658.20;0.23073;BRANCA;569;;0;
134;CN;47112;B;8;0;;1.11518;566.65;0.21074;ROSA;701;;0;
97;CN;47112;B;8;0;;1.11518;566.65;0.21074;AZUL;699;;0;
104;CN;47112;B;8;0;;1.11518;566.65;0.21074;CINZA;702;;0;
110;CN;47112;B;8;0;;1.11518;566.65;0.21074;AMARELA;700;;0;
163;MT;47224;D;24;0;;0.84972;727.37;0.0988;CINZA;670;;0;
141;MT;47224;D;24;0;;0.84972;727.37;0.0988;ROSA;669;;0;
141;MT;47224;D;24;0;;0.84972;727.37;0.0988;ROSA;629;;0;
141;MT;47224;D;24;0;;0.84972;727.37;0.0988;LARANJA - BRAILE;633;;1;
171;MT;47224;D;24;0;;0.84972;727.37;0.0988;AZUL;667;;0;
163;MT;47224;D;24;0;;0.84972;727.37;0.0988;CINZA;630;;0;
165;MT;47224;D;24;0;;0.84972;727.37;0.0988;AMARELA;628;;0;
141;MT;47224;D;24;0;;0.84972;727.37;0.0988;LARANJA;634;;1;
171;MT;47224;D;24;0;;0.84972;727.37;0.0988;AZUL;627;;0;
165;MT;47224;D;24;0;;0.84972;727.37;0.0988;AMARELA;668;;0;
141;MT;47224;D;24;0;;0.84972;727.37;0.0988;LARANJA - BRAILE;673;;1;
141;MT;47224;D;24;0;;0.84972;727.37;0.0988;LARANJA;674;;1;
91;CN;47264;D;14;0;;2.06957;614.51;0.20371;AMARELA;678;;0;
115;CN;47264;D;14;0;;2.06957;614.51;0.20371;LARANJA;684;;1;
133;CN;47264;D;14;0;;2.06957;614.51;0.20371;CINZA;679;;0;
115;CN;47264;D;14;0;;2.06957;614.51;0.20371;LARANJA;644;;1;
115;CN;47264;D;14;0;;2.06957;614.51;0.20371;ROSA;680;;0;
91;CN;47264;D;14;0;;2.06957;614.51;0.20371;AMARELA;638;;0;
97;CN;47264;D;14;0;;2.06957;614.51;0.20371;AZUL;637;;0;
115;CN;47264;D;14;0;;2.06957;614.51;0.20371;ROSA;640;;0;
97;CN;47264;D;14;0;;2.06957;614.51;0.20371;AZUL;677;;0;
133;CN;47264;D;14;0;;2.06957;614.51;0.20371;CINZA;639;;0;
