CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
6;CH;49683;A;2;0;;2.04543;574,14;0.20814;AZUL;395;;0
6;CH;82270;C;8;0;;3.08191;606,82;0.08004;AZUL;435;;0
6;CN;15945;B;14;0;;3.33562;636,70;0.16365;AZUL;433;;0
6;CN;89981;A;9;0;;1.48688;661,04;0.26684;AZUL;391;;0
6;LC;23183;E;5;0;;2.49389;583,64;0.14535;AZUL;399;1.0;0
6;LC;31960;E;8;0;;3.26583;657,24;0.25069;AZUL;439;1.0;0
6;MT;23221;A;17;0;;0.76484;771,85;0.18563;AZUL;445;;0
6;MT;96088;E;5;0;;2.7463;715,59;0.06966;AZUL;403;;0
7;CH;82228;D;19;0;;4.02261;596,77;0.17554;AZUL;395;;0
7;CH;82519;B;29;0;;2.86771;613,69;0.20452;AZUL;435;;0
7;CN;40150;B;3;0;;2.52396;635,26;0.14168;AZUL;391;;0
7;CN;45153;E;19;0;;4.47081;565,97;0.15893;AZUL;433;;0
7;LC;33118;D;6;0;;1.94293;555,95;0.2057;AZUL;399;1.0;0
7;LC;40428;B;5;0;;3.30891;584,81;0.13652;AZUL;439;1.0;0
7;MT;16883;E;3;0;;0.89154;616,47;0.25916;AZUL;445;;0
7;MT;45300;C;13;0;;0.92225;824,73;0.18467;AZUL;403;;0
8;CH;45306;B;7;0;;1.33884;780,12;0.16665;AZUL;395;;0
8;CH;77799;C;29;0;;4.07841;572,38;0.20354;AZUL;435;;0
8;CN;47418;C;16;0;;0.89534;703,18;0.0696;AZUL;391;;0
8;CN;48651;A;7;0;;2.34718;600,39;0.22499;AZUL;433;;0
8;LC;23968;B;7;0;;1.70743;592,24;0.20397;AZUL;439;1.0;0
8;LC;88785;B;8;0;;1.84579;538,14;0.13359;AZUL;399;1.0;0
8;MT;23384;A;11;0;;2.73592;755,63;0.10295;AZUL;445;;0
8;MT;82352;B;2;0;;2.4349;674,78;0.22339;AZUL;403;;0
9;CH;26740;A;16;0;;1.64622;580,63;0.21704;AZUL;435;;0
9;CH;84226;E;26;0;;3.15884;592,46;0.095;AZUL;395;;0
9;CN;39468;E;11;0;;2.64723;545,47;0.18303;AZUL;433;;0
9;CN;83923;B;2;0;;1.47709;591,19;0.34312;AZUL;391;;0
9;LC;60767;E;6;0;;1.8619;670,24;0.25075;AZUL;399;1.0;0
9;LC;86967;D;5;0;;3.40425;452,04;0.16629;AZUL;439;1.0;0
9;MT;11720;B;14;0;;1.54842;744,32;0.17992;AZUL;403;;0
9;MT;41929;B;16;0;;1.81164;632,95;0.16296;AZUL;445;;0
10;CH;19410;B;2;0;;2.61739;527,77;0.17128;AZUL;435;;0
10;CH;83848;A;28;0;;0.67598;555,19;0.00798;AZUL;395;;0
10;CN;42006;B;30;0;;2.12666;569,74;0.13978;AZUL;391;;0
10;CN;49778;B;8;0;;1.70982;604,86;0.1943;AZUL;433;;0
10;LC;28184;C;6;0;;2.16165;632,15;0.22811;AZUL;439;1.0;0
10;LC;47905;E;8;0;;3.12504;577,88;0.16214;AZUL;399;1.0;0
10;MT;31092;A;10;0;;3.25297;741,79;0.28081;AZUL;445;;0
10;MT;86907;D;17;0;;1.35417;703,90;0.09909;AZUL;403;;0
11;CH;28534;C;25;0;;2.84018;622,55;0.17634;AZUL;435;;0
11;CH;84165;B;18;0;;1.42185;579,08;0.03124;AZUL;395;;0
11;CN;18168;D;20;0;;1.14588;634,63;0.32872;AZUL;433;;0
11;CN;81968;E;22;0;;0.85925;512,59;0.04274;AZUL;391;;0
11;LC;49475;B;4;0;;3.69346;482,57;0.19918;AZUL;439;;0
11;LC;62046;B;1;0;;1.74404;483,46;0.03589;AZUL;399;;0
11;MT;15866;D;28;0;;2.00022;633,92;0.09102;AZUL;445;;0
11;MT;40005;B;3;0;;2.16313;704,61;0.18365;AZUL;403;;0
12;CH;84192;D;17;0;;2.19559;662,62;0.15363;AZUL;395;;0
12;CH;97986;A;28;0;;3.11004;591,28;0.18011;AZUL;435;;0
12;CN;30038;E;29;0;;2.97316;561,86;0.10857;AZUL;433;;0
12;CN;56286;D;27;0;;2.88725;723,37;0.10286;AZUL;391;;0
12;LC;85319;B;13;0;;3.46268;537,96;0.27053;AZUL;439;;0
12;LC;88888;D;16;0;;2.13756;564,55;0.09542;AZUL;399;;0
12;MT;9714;A;16;0;;1.29608;725,73;0.10497;AZUL;445;;0
12;MT;17360;A;25;0;;2.04425;681,10;0.22729;AZUL;403;;0
13;CH;20109;B;24;0;;3.76399;557,24;0.22484;AZUL;395;;0
13;CH;85274;A;14;0;;1.77097;511,66;0.21363;AZUL;435;;0
13;CN;29629;A;9;0;;3.66489;524,74;0.19369;AZUL;433;;0
13;CN;84291;D;17;0;;1.6712;746,94;0.13636;AZUL;391;;0
13;LC;23784;A;29;0;;1.04729;607,42;0.25133;AZUL;399;;0
13;LC;28997;A;17;0;;2.4312;637,67;0.19208;AZUL;439;;0
13;MT;18126;D;15;0;;2.02097;637,15;0.18666;AZUL;445;;0
13;MT;43322;E;7;0;;0.96268;634,66;0.01124;AZUL;403;;0
14;CH;81916;E;6;0;;0.9804;631,33;0.0939;AZUL;395;;0
14;CH;84227;C;19;0;;3.01735;552,93;0.14877;AZUL;435;;0
14;CN;26499;E;3;0;;2.39733;661,60;0.18759;AZUL;433;;0
14;CN;62247;C;19;0;;1.90393;687,85;0.27172;AZUL;391;;0
14;LC;38057;E;4;0;;2.08536;533,32;0.10324;AZUL;399;;0
14;LC;97302;E;11;0;;2.82804;541,83;0.10508;AZUL;439;;0
14;MT;8363;C;2;0;;1.662;718,40;0.18;AZUL;445;;0
14;MT;85776;B;29;0;;1.67089;741,73;0.24803;AZUL;403;;0
15;CH;78972;A;3;0;;1.14335;519,20;0.19121;AZUL;435;;0
15;CH;82451;D;24;0;;3.08524;590,30;0.16443;AZUL;395;;0
15;CN;47592;E;12;0;;1.96091;561,83;0.19121;AZUL;433;;0
15;CN;76032;B;23;0;;2.03532;601,16;0.21543;AZUL;391;;0
15;LC;39670;D;18;0;;2.13914;593,99;0.11246;AZUL;399;;0
15;LC;62671;E;16;0;;4.27132;524,73;0.12471;AZUL;439;;0
15;MT;40623;E;8;0;;2.11776;649,54;0.13856;AZUL;445;;0
15;MT;95556;B;9;0;;2.22842;602,87;0.13443;AZUL;403;;0
16;CH;31360;A;9;0;;1.31894;545,81;0.22039;AZUL;395;;0
16;CH;81738;E;26;0;;1.84099;574,42;0.16928;AZUL;435;;0
16;CN;36884;E;25;0;;2.07918;657,82;0.1632;AZUL;433;;0
16;CN;87974;A;3;0;;4.31314;603,50;0.27747;AZUL;391;;0
16;LC;32001;C;24;0;;1.37579;590,32;0.17561;AZUL;439;;0
16;LC;48314;A;28;0;;2.60576;496,99;0.2009;AZUL;399;;0
16;MT;15972;D;21;0;;1.2606;709,39;0.14228;AZUL;445;;0
16;MT;96485;D;30;0;;2.48432;707,64;0.19837;AZUL;403;;0
17;CH;78146;E;8;0;;4.15431;599,68;0.17249;AZUL;395;;0
17;CH;83639;E;25;0;;2.65599;531,60;0.13293;AZUL;435;;0
17;CN;26559;E;1;0;;4.43423;676,62;0.08149;AZUL;433;;0
17;CN;81971;B;22;0;;2.43217;743,13;0.10862;AZUL;391;;0
17;LC;30469;A;20;0;;1.8824;622,14;0.09514;AZUL;399;;0
17;LC;30686;D;25;0;;2.89405;522,97;0.17834;AZUL;439;;0
17;MT;27497;D;5;0;;2.51898;653,06;0.16546;AZUL;445;;0
17;MT;29915;D;15;0;;2.2319;733,71;0.10368;AZUL;403;;0
18;CH;25316;C;1;0;;3.11845;614,45;0.21842;AZUL;395;;0
18;CH;84523;E;10;0;;3.9431;506,24;0.18224;AZUL;435;;0
18;CN;31900;A;15;0;;1.65915;604,69;0.25758;AZUL;433;;0
18;CN;59829;C;1;0;;2.90199;746,79;0.0832;AZUL;391;;0
18;LC;25915;A;17;0;;2.78954;525,49;0.19624;AZUL;439;;0
18;LC;84380;B;15;0;;1.56281;655,46;0.11684;AZUL;399;;0
18;MT;16539;D;8;0;;1.78755;520,97;0.13567;AZUL;403;;0
18;MT;28085;B;7;0;;2.37328;704,03;0.14653;AZUL;445;;0
19;CH;67329;A;12;0;;0.53807;655,69;0.03894;AZUL;395;;0
19;CH;86755;A;21;0;;1.99823;551,57;0.20204;AZUL;435;;0
19;CN;29759;A;7;0;;3.16655;664,18;0.38411;AZUL;433;;0
19;CN;49555;A;12;0;;1.35058;585,07;0.01215;AZUL;391;;0
19;LC;16531;A;11;0;;2.77826;455,32;0.21637;AZUL;439;;0
19;LC;32266;C;4;0;;3.89954;557,07;0.16429;AZUL;399;;0
19;MT;30340;B;24;0;;2.07064;669,09;0.10861;AZUL;445;;0
19;MT;40235;A;6;0;;0.74136;513,56;0.20302;AZUL;403;;0
20;CH;11098;D;19;0;;2.56549;618,14;0.27398;AZUL;435;;0
20;CH;96575;E;3;0;;1.59347;579,89;0.02275;AZUL;395;;0
20;CN;24326;D;18;0;;4.29542;691,33;0.22731;AZUL;433;;0
20;CN;64059;D;5;0;;3.73264;618,77;0.12778;AZUL;391;;0
20;LC;44273;E;23;0;;0.76939;526,78;0.01939;AZUL;399;;0
20;LC;87833;A;15;0;;3.23853;522,79;0.15813;AZUL;439;;0
20;MT;32469;D;30;0;;2.29924;697,68;0.1483;AZUL;445;;0
20;MT;41047;B;29;0;;2.06629;880,13;0.12848;AZUL;403;;0
21;CH;66214;B;11;0;;1.15442;688,12;0.10267;AZUL;395;;0
21;CH;97554;E;24;0;;1.73767;528,95;0.13472;AZUL;435;;0
21;CN;25979;E;26;0;;3.50012;678,39;0.05619;AZUL;433;;0
21;CN;26843;E;4;0;;1.04515;777,18;0.14751;AZUL;391;;0
21;LC;23196;E;28;0;;2.62175;591,27;0.22189;AZUL;439;;0
21;LC;31174;C;22;0;;1.58641;620,52;0.23911;AZUL;399;;0
21;MT;24604;B;24;0;;1.82507;679,51;0.10095;AZUL;445;;0
21;MT;85691;D;9;0;;1.7001;627,71;0.14108;AZUL;403;;0
22;CH;28757;D;1;0;;2.62786;607,70;0.12508;AZUL;435;;0
22;CH;75940;D;12;0;;1.37355;575,84;0.07018;AZUL;395;;0
22;CN;60062;B;21;0;;1.78156;748,62;0.34272;AZUL;433;;0
22;CN;78598;C;1;0;;4.32516;662,07;0.21273;AZUL;391;;0
22;LC;18642;D;30;0;;2.08588;548,83;0.20928;AZUL;399;;0
22;LC;60398;E;13;0;;2.16117;529,77;0.18169;AZUL;439;;0
22;MT;60584;C;1;0;;6.20439;765,82;0.20972;AZUL;403;;0
22;MT;63881;E;19;0;;1.96754;696,97;0.16563;AZUL;445;;0
23;CH;38765;C;15;0;;0.99919;602,89;0.23291;AZUL;435;;0
23;CH;84128;A;29;0;;0.78;680,30;0.142;AZUL;395;;0
23;CN;33127;D;13;0;;3.76221;651,17;0.05901;AZUL;433;;0
23;CN;60582;E;25;0;;1.45789;760,78;0.11336;AZUL;391;;0
23;LC;42793;B;20;0;;3.00561;556,02;0.20781;AZUL;439;;0
23;LC;85411;A;16;0;;1.96111;613,70;0.10859;AZUL;399;;0
23;MT;29086;C;11;0;;1.9221;680,84;0.15255;AZUL;403;;0
23;MT;48531;E;1;0;;2.32355;524,83;0.19495;AZUL;445;;0
24;CH;6990;E;17;0;;2.11976;768,48;0.25867;AZUL;395;;0
24;CH;63479;C;1;0;;1.41128;481,48;0.17736;AZUL;435;;0
24;CN;11590;B;24;0;;2.56093;666,14;0.12886;AZUL;391;;0
24;CN;60227;D;10;0;;1.8599;725,76;0.27091;AZUL;433;;0
24;LC;84042;E;9;0;;2.68914;510,05;0.04255;AZUL;399;;0
24;LC;87254;A;9;0;;2.97018;511,88;0.19488;AZUL;439;;0
24;MT;31029;C;4;0;;2.69328;831,03;0.04631;AZUL;445;;0
24;MT;81410;D;4;0;;2.14608;790,71;0.05065;AZUL;403;;0
25;CH;15434;A;7;0;;3.18608;641,75;0.2632;AZUL;435;;0
25;CH;43294;B;16;0;;1.36131;548,87;0.01882;AZUL;395;;0
25;CN;23921;A;7;0;;1.96096;549,31;0.02466;AZUL;391;;0
25;CN;41025;D;16;0;;4.43094;616,49;0.23983;AZUL;433;;0
25;LC;27854;B;24;0;;3.66771;582,18;0.15245;AZUL;439;;0
25;LC;29586;B;20;0;;3.0576;626,18;0.08981;AZUL;399;;0
25;MT;29448;D;14;0;;1.80768;564,22;0.16343;AZUL;445;;0
25;MT;60724;E;3;0;;1.73135;681,58;0.18263;AZUL;403;;0
26;CH;35526;A;25;0;;1.98889;535,23;0.24414;AZUL;435;;0
26;CH;76970;A;14;0;;3.29925;572,32;0.13557;AZUL;395;;0
26;CN;60918;C;14;0;;3.33047;612,95;0.20831;AZUL;433;;0
26;CN;66897;A;15;0;;3.34472;692,45;0.17733;AZUL;391;;0
26;LC;36865;A;12;0;;1.16082;452,79;0.00887;AZUL;399;;0
26;LC;47209;A;23;0;;1.56553;497,18;0.23517;AZUL;439;;0
26;MT;13654;A;17;0;;2.41137;795,78;0.11154;AZUL;445;;0
26;MT;40717;D;21;0;;1.92882;759,59;0.26714;AZUL;403;;0
27;CH;63352;A;13;0;;1.19524;607,04;0.2141;AZUL;435;;0
27;CH;79027;E;27;0;;3.05195;630,96;0.19394;AZUL;395;;0
27;CN;24620;E;19;0;;3.87561;707,10;0.20037;AZUL;433;;0
27;CN;88958;D;13;0;;3.45481;581,75;0.26187;AZUL;391;;0
27;LC;39391;A;18;0;;2.02914;519,72;0.20715;AZUL;439;;0
27;LC;61636;D;22;0;;2.10962;566,03;0.15184;AZUL;399;;0
27;MT;20446;D;26;0;;1.5665;599,10;0.27495;AZUL;445;;0
27;MT;89162;E;22;0;;0.94629;751,06;0.16509;AZUL;403;;0
28;CH;67012;D;8;0;;1.57485;606,51;0.12223;AZUL;395;;0
28;CH;95841;C;26;0;;2.59778;565,69;0.16406;AZUL;435;;0
28;CN;25499;B;5;0;;2.56786;705,47;0.36085;AZUL;433;;0
28;CN;84223;A;10;0;;3.62376;704,06;0.13436;AZUL;391;;0
28;LC;86768;E;19;0;;2.1562;488,77;0.02547;AZUL;399;;0
28;LC;96977;E;17;0;;3.13201;533,52;0.09055;AZUL;439;;0
28;MT;25193;A;8;0;;2.42693;611,70;0.16753;AZUL;445;;0
28;MT;43940;C;4;0;;2.27542;597,57;0.19626;AZUL;403;;0
29;CH;40827;B;18;0;;2.872;587,57;0.15092;AZUL;435;;0
29;CH;47012;B;22;0;;3.07242;740,18;0.20826;AZUL;395;;0
29;CN;68394;A;8;0;;3.11856;634,40;0.12344;AZUL;391;;0
29;CN;82202;C;4;0;;2.70418;611,15;0.14919;AZUL;433;;0
29;LC;55323;D;30;0;;3.54404;513,73;0.17156;AZUL;439;;0
29;LC;82891;D;15;0;;2.01242;570,41;0.0707;AZUL;399;;0
29;MT;24623;B;27;0;;1.47945;764,04;0.11049;AZUL;445;;0
29;MT;27493;B;16;0;;3.21079;777,17;0.21678;AZUL;403;;0
30;CH;37521;D;15;0;;2.27318;594,29;0.14533;AZUL;395;;0
30;CH;54674;A;6;0;;1.67591;704,66;0.23092;AZUL;435;;0
30;CN;18349;E;20;0;;1.57613;791,53;0.05134;AZUL;391;;0
30;CN;32923;D;18;0;;3.65204;666,28;0.25335;AZUL;433;;0
30;LC;77759;E;1;0;;3.12296;651,98;0.13822;AZUL;399;;0
30;LC;81713;A;18;0;;2.83977;523,31;0.17877;AZUL;439;;0
30;MT;23115;E;11;0;;2.6096;715,01;0.10438;AZUL;445;;0
30;MT;96366;E;26;0;;1.5736;862,85;0.17737;AZUL;403;;0
31;CH;29085;B;11;0;;3.658;622,45;0.23857;AZUL;395;;0
31;CH;68289;C;17;0;;0.78374;646,58;0.24601;AZUL;435;;0
31;CN;37558;E;21;0;;3.52416;683,34;0.13342;AZUL;433;;0
31;CN;82421;C;21;0;;2.89479;673,48;0.11597;AZUL;391;;0
31;LC;90147;C;1;0;;3.30896;561,72;0.12142;AZUL;439;;0
31;LC;90150;D;10;0;;0.69642;537,62;0.01312;AZUL;399;;0
31;MT;26050;C;26;0;;1.42986;773,24;0.18228;AZUL;445;;0
31;MT;83860;A;19;0;;2.81902;785,11;0.15009;AZUL;403;;0
32;CH;8456;B;6;0;;3.69069;563,39;0.16417;AZUL;395;;0
32;CH;60024;C;13;0;;1.48027;524,02;0.19458;AZUL;435;;0
32;CN;30022;D;25;0;;2.35927;768,15;0.19738;AZUL;391;;0
32;CN;81945;B;30;0;;4.28182;584,55;0.08121;AZUL;433;;0
32;LC;46834;C;12;0;;3.93945;591,63;0.15994;AZUL;439;;0
32;LC;68416;B;26;0;;3.16493;477,88;0.10679;AZUL;399;;0
32;MT;23866;C;12;0;;2.24077;633,78;0.13824;AZUL;403;;0
32;MT;27831;B;12;0;;1.54351;629,58;0.17641;AZUL;445;;0
33;CH;25281;A;21;0;;1.50343;689,25;0.14213;AZUL;395;;0
33;CH;54060;B;12;0;;1.34111;625,97;0.22337;AZUL;435;;0
33;CN;29492;C;25;0;;2.33592;659,50;0.15895;AZUL;433;;0
33;CN;42557;C;28;0;;3.63826;725,85;0.23489;AZUL;391;;0
33;LC;55771;B;2;0;;1.24399;489,62;0.02618;AZUL;399;;0
33;LC;86480;A;24;0;;2.39054;474,75;0.16773;AZUL;439;;0
33;MT;17384;D;21;0;;2.30232;740,15;0.07097;AZUL;403;;0
33;MT;37469;D;13;0;;1.93126;739,23;0.11964;AZUL;445;;0
34;CH;16422;E;22;0;;2.7308;596,38;0.22682;AZUL;435;;0
34;CH;83836;E;4;0;;4.42165;596,74;0.16352;AZUL;395;;0
34;CN;26210;D;23;0;;4.85658;665,70;0.12148;AZUL;433;;0
34;CN;88873;B;26;0;;1.76039;712,06;0.13709;AZUL;391;;0
34;LC;29181;B;19;0;;3.63616;638,38;0.12723;AZUL;399;;0
34;LC;36051;D;29;0;;2.29441;605,49;0.21328;AZUL;439;;0
34;MT;29402;A;26;0;;3.29084;689,56;0.07463;AZUL;403;;0
34;MT;36747;B;6;0;;1.4039;633,27;0.1952;AZUL;445;;0
35;CH;30150;C;15;0;;1.70412;719,19;0.21601;AZUL;395;;0
35;CH;79165;D;23;0;;3.41247;528,49;0.13263;AZUL;435;;0
35;CN;48559;B;8;0;;1.41479;574,62;0.22155;AZUL;433;;0
35;CN;61269;C;14;0;;5.00249;592,95;0.15259;AZUL;391;;0
35;LC;86322;D;15;0;;2.04412;595,39;0.16042;AZUL;399;;0
35;LC;97266;C;3;0;;3.18486;460,36;0.16683;AZUL;439;;0
35;MT;10252;B;22;0;;1.66203;636,59;0.13107;AZUL;445;;0
35;MT;81452;E;1;0;;2.76093;694,32;0.25844;AZUL;403;;0
36;CH;24292;A;4;0;;3.69706;541,13;0.19062;AZUL;435;;0
36;CH;82449;D;10;0;;1.15761;672,11;0.0512;AZUL;395;;0
36;CN;39732;C;2;0;;1.47863;635,52;0.16659;AZUL;433;;0
36;CN;81780;C;18;0;;1.89955;739,75;0.20382;AZUL;391;;0
36;LC;32474;E;11;0;;2.06409;503,01;0.21739;AZUL;399;;0
36;LC;78964;E;16;0;;2.27296;533,05;0.14706;AZUL;439;;0
36;MT;32541;E;18;0;;2.50805;720,11;0.14073;AZUL;445;;0
36;MT;87751;A;22;0;;1.03002;741,84;0.24519;AZUL;403;;0
37;CH;7962;A;2;0;;0.72218;554,03;0.23758;AZUL;395;;0
37;CH;18350;C;3;0;;1.68323;511,24;0.20383;AZUL;435;;0
37;CN;43703;D;6;0;;4.93511;620,20;0.19216;AZUL;391;;0
37;CN;59984;B;2;0;;2.74706;558,75;0.17362;AZUL;433;;0
37;LC;31891;A;3;0;;3.51134;553,79;0.16756;AZUL;399;;0
37;LC;54363;D;13;0;;2.35801;559,48;0.12614;AZUL;439;;0
37;MT;15011;D;28;0;;2.1907;642,68;0.18552;AZUL;445;;0
37;MT;89339;A;25;0;;1.38959;655,64;0.17025;AZUL;403;;0
38;CH;24935;E;13;0;;2.30323;665,19;0.15989;AZUL;395;;0
38;CH;26920;A;8;0;;2.06454;751,07;0.24616;AZUL;435;;0
38;CN;18231;A;14;0;;2.77928;667,21;0.20189;AZUL;391;;0
38;CN;47578;B;24;0;;2.54137;604,91;0.19181;AZUL;433;;0
38;LC;19655;B;27;0;;3.16284;720,45;0.15292;AZUL;399;;0
38;LC;39582;D;25;0;;2.78681;525,46;0.17463;AZUL;439;;0
38;MT;44588;E;29;0;;1.70171;743,03;0.16463;AZUL;445;;0
38;MT;87821;B;10;0;;1.66062;689,83;0.15134;AZUL;403;;0
39;CH;27214;B;25;0;;2.18689;539,57;0.19169;AZUL;395;;0
39;CH;49943;A;27;0;;3.84842;564,81;0.14619;AZUL;435;;0
39;CN;11793;C;5;0;;2.16303;626,97;0.22316;AZUL;391;;0
39;CN;50248;D;5;0;;2.68559;626,04;0.23368;AZUL;433;;0
39;LC;7069;B;2;0;;2.56455;448,60;0.08064;AZUL;399;;0
39;LC;49772;D;18;0;;3.74441;487,85;0.18945;AZUL;439;;0
39;MT;17291;B;3;0;;1.50418;651,71;0.14864;AZUL;445;;0
39;MT;30042;B;27;0;;0.33732;1292,09;0.19265;AZUL;403;;0
40;CH;25520;B;6;0;;0.75649;628,34;0.26741;AZUL;435;;0
40;CH;47840;C;23;0;;2.04385;611,66;0.20855;AZUL;395;;0
40;CN;44722;C;13;0;;1.85458;463,57;0.20283;AZUL;433;;0
40;CN;60699;D;18;0;;3.57306;633,76;0.27353;AZUL;391;;0
40;LC;27613;E;30;0;;1.83474;522,96;0.20883;AZUL;439;;0
40;LC;90020;C;24;0;;2.11132;636,58;0.19052;AZUL;399;;0
40;MT;27801;C;12;0;;1.15457;709,35;0.19889;AZUL;445;;0
40;MT;66556;A;28;0;;1.60982;804,33;0.21799;AZUL;403;;0
41;CH;18647;C;30;0;;2.15799;587,82;0.17855;AZUL;395;;0
41;CH;31752;A;11;0;;0.79125;542,75;0.23451;AZUL;435;;0
41;CN;30504;C;24;0;;1.80075;580,68;0.21211;AZUL;433;;0
41;CN;43880;E;20;0;;4.27457;556,76;0.22036;AZUL;391;;0
41;LC;30995;C;14;0;;1.09319;812,89;0.23786;AZUL;399;;0
41;LC;41382;B;21;0;;1.33618;545,49;0.22453;AZUL;439;;0
41;MT;23077;E;25;0;;2.01461;655,56;0.1185;AZUL;445;;0
41;MT;60235;C;18;0;;1.09568;801,65;0.04704;AZUL;403;;0
42;CH;53963;A;20;0;;2.9889;561,95;0.19758;AZUL;435;;0
42;CH;79005;C;26;0;;3.00182;683,49;0.10355;AZUL;395;;0
42;CN;8757;E;19;0;;1.29682;703,25;0.05236;AZUL;391;;0
42;CN;55248;C;6;0;;2.31428;557,77;0.20927;AZUL;433;;0
42;LC;29528;A;12;0;;1.36953;502,92;0.02133;AZUL;399;;0
42;LC;88859;A;12;0;;1.94819;520,68;0.19527;AZUL;439;;0
42;MT;44320;C;9;0;;2.07282;703,04;0.16089;AZUL;445;;0
42;MT;95803;E;5;0;;2.03148;676,21;0.19951;AZUL;403;;0
43;CH;24918;C;1;0;;1.30844;780,28;0.05925;AZUL;395;;0
43;CH;81726;B;30;0;;3.95893;608,05;0.14882;AZUL;435;;0
43;CN;17576;C;17;0;;3.69266;493,97;0.18931;AZUL;433;;0
43;CN;48655;A;21;0;;2.90081;645,29;0.15165;AZUL;391;;0
43;LC;37708;A;23;0;;2.01323;571,39;0.21864;AZUL;439;;0
43;LC;68284;B;25;0;;1.96831;574,87;0.12595;AZUL;399;;0
43;MT;31337;C;23;0;;2.79462;674,03;0.0822;AZUL;445;;0
43;MT;38563;E;24;0;;1.45491;558,11;0.32767;AZUL;403;;0
44;CH;23043;D;20;0;;1.93517;575,43;0.10121;AZUL;395;;0
44;CH;66987;C;30;0;;1.6807;477,27;0.18248;AZUL;435;;0
44;CN;16902;D;17;0;;2.28624;606,39;0.16702;AZUL;433;;0
44;CN;17983;A;24;0;;2.70478;641,04;0.14995;AZUL;391;;0
44;LC;39530;A;25;0;;2.55207;654,95;0.14433;AZUL;399;;0
44;LC;48608;D;28;0;;3.35326;469,73;0.14356;AZUL;439;;0
